Var1	Var2
RE0512M	Fatty acid oxidation
RE0512X	Fatty acid oxidation
RE0549C	Tryptophan metabolism
RE0565C	Fatty acid synthesis
RE0566C	Fatty acid synthesis
RE0567C	Fatty acid synthesis
RE0568C	Fatty acid synthesis
RE0577C	Fatty acid synthesis
RE0578C	Fatty acid synthesis
RE0579C	Fatty acid synthesis
RE0583C	Fatty acid synthesis
RE0691C	Urea cycle
RE0830C	Tetrahydrobiopterin metabolism
RE0830N	Tetrahydrobiopterin metabolism
RE0915C	Starch and sucrose metabolism
RE0915E	Starch and sucrose metabolism
RE0926E	Starch and sucrose metabolism
RE0936E	Miscellaneous
RE0937E	Miscellaneous
RE0938E	Miscellaneous
RE0944E	Starch and sucrose metabolism
RE0958E	Starch and sucrose metabolism
RE1077C	Eicosanoid metabolism
RE1100R	Steroid metabolism
RE1234C	Urea cycle
RE1235C	Urea cycle
RE1342C	Fructose and mannose metabolism
RE1441R	Phosphatidylinositol phosphate metabolism
RE1447M	Phosphatidylinositol phosphate metabolism
RE1447N	Phosphatidylinositol phosphate metabolism
RE1448N	Phosphatidylinositol phosphate metabolism
RE1448R	Phosphatidylinositol phosphate metabolism
RE1516M	Fatty acid oxidation
RE1516X	Fatty acid oxidation
RE1517M	Fatty acid oxidation
RE1517X	Fatty acid oxidation
RE1518M	Fatty acid oxidation
RE1518X	Fatty acid oxidation
RE1519X	Fatty acid oxidation
RE1520M	Fatty acid oxidation
RE1520X	Fatty acid oxidation
RE1521M	Fatty acid oxidation
RE1521X	Fatty acid oxidation
RE1522M	Fatty acid oxidation
RE1522X	Fatty acid oxidation
RE1523M	Fatty acid oxidation
RE1523X	Fatty acid oxidation
RE1525M	Fatty acid oxidation
RE1525X	Fatty acid oxidation
RE1526M	Fatty acid oxidation
RE1526X	Fatty acid oxidation
RE1527M	Fatty acid oxidation
RE1527X	Fatty acid oxidation
RE1530C	Pyrimidine synthesis
RE1530M	Pyrimidine synthesis
RE1531M	Fatty acid oxidation
RE1531X	Fatty acid oxidation
RE1532M	Fatty acid oxidation
RE1532X	Fatty acid oxidation
RE1533M	Fatty acid oxidation
RE1533X	Fatty acid oxidation
RE1534M	Fatty acid oxidation
RE1534X	Fatty acid oxidation
RE1573M	Fatty acid oxidation
RE1573X	Fatty acid oxidation
RE1691M	Miscellaneous
RE1709C	Tetrahydrobiopterin metabolism
RE1709N	Tetrahydrobiopterin metabolism
RE1804M	Bile acid synthesis
RE1807C	Bile acid synthesis
RE1807M	Bile acid synthesis
RE1810M	Bile acid synthesis
RE1834M	Bile acid synthesis
RE1834X	Bile acid synthesis
RE1845C	Bile acid synthesis
RE1845X	Bile acid synthesis
RE1860E	Miscellaneous
RE1897C	Urea cycle
RE1898C	Urea cycle
RE1901R	Vitamin A metabolism
RE1903R	Vitamin A metabolism
RE1915C	Tyrosine metabolism
RE1916C	Tyrosine metabolism
RE1918C	Tyrosine metabolism
RE1919C	Tyrosine metabolism
RE1921C	Tyrosine metabolism
RE1925C	Tyrosine metabolism
RE1933C	Methionine and cysteine metabolism
RE1957R	Phosphatidylinositol phosphate metabolism
RE1978C	Eicosanoid metabolism
RE2034C	Urea cycle
RE2069C	Eicosanoid metabolism
RE2078M	Eicosanoid metabolism
RE2079R	Eicosanoid metabolism
RE2080C	Eicosanoid metabolism
RE2112C	Bile acid synthesis
RE2130C	Tyrosine metabolism
RE2235R	Androgen and estrogen synthesis and metabolism
RE2269E	Miscellaneous
RE2270E	Miscellaneous
RE2273E	Miscellaneous
RE2296C	Tyrosine metabolism
RE2304E	Miscellaneous
RE2327C	Vitamin E metabolism
RE2346C	Linoleate metabolism
RE2349C	Tryptophan metabolism
RE2407C	Cholesterol metabolism
RE2410C	Cholesterol metabolism
RE2426C	Tryptophan metabolism
RE2445E	Miscellaneous
RE2514E	Miscellaneous
RE2526C	Miscellaneous
RE2541E	Miscellaneous
RE2563C	Arachidonic acid metabolism
RE2605C	Purine catabolism
RE2624M	Fatty acid oxidation
RE2624X	Fatty acid oxidation
RE2625C	Bile acid synthesis
RE2625M	Bile acid synthesis
RE2626C	Bile acid synthesis
RE2626M	Bile acid synthesis
RE2640C	Methionine and cysteine metabolism
RE2644C	Urea cycle
RE2649C	Bile acid synthesis
RE2649M	Bile acid synthesis
RE2651R	Vitamin A metabolism
RE2658C	Vitamin A metabolism
RE2658R	Vitamin A metabolism
RE2659R	Vitamin A metabolism
RE2660C	Tetrahydrobiopterin metabolism
RE2660N	Tetrahydrobiopterin metabolism
RE2666G	Glycosphingolipid metabolism
RE2677R	Glycosphingolipid metabolism
RE2766C	Steroid metabolism
RE2799C	Eicosanoid metabolism
RE2814M	Bile acid synthesis
RE2888C	Purine catabolism
RE2898C	Vitamin C metabolism
RE2912M	Fatty acid oxidation
RE2954C	Pyrimidine synthesis
RE2958C	Eicosanoid metabolism
RE2972M	Phosphatidylinositol phosphate metabolism
RE2985M	Fatty acid oxidation
RE2985X	Fatty acid oxidation
RE2986X	Fatty acid oxidation
RE2987X	Fatty acid oxidation
RE2988X	Fatty acid oxidation
RE2989X	Fatty acid oxidation
RE2990X	Fatty acid oxidation
RE2991X	Fatty acid oxidation
RE2992M	Fatty acid oxidation
RE2992X	Fatty acid oxidation
RE2993X	Fatty acid oxidation
RE2994X	Fatty acid oxidation
RE2996X	Fatty acid oxidation
RE2997X	Fatty acid oxidation
RE2998M	Fatty acid oxidation
RE2999M	Fatty acid oxidation
RE3000M	Fatty acid oxidation
RE3001M	Fatty acid oxidation
RE3002X	Fatty acid oxidation
RE3003M	Fatty acid oxidation
RE3004M	Fatty acid oxidation
RE3005M	Fatty acid oxidation
RE3006M	Fatty acid oxidation
RE3010C	Eicosanoid metabolism
RE3010M	Eicosanoid metabolism
RE3010X	Eicosanoid metabolism
RE3011M	Eicosanoid metabolism
RE3012C	Eicosanoid metabolism
RE3012M	Eicosanoid metabolism
RE3038C	Arachidonic acid metabolism
RE3040C	Arachidonic acid metabolism
RE3050R	Vitamin A metabolism
RE3073X	Fatty acid oxidation
RE3074X	Fatty acid oxidation
RE3079X	Fatty acid oxidation
RE3081X	Fatty acid oxidation
RE3082X	Fatty acid oxidation
RE3086X	Fatty acid oxidation
RE3095C	Tyrosine metabolism
RE3103C	Fatty acid oxidation
RE3104C	Fatty acid oxidation
RE3106C	Fatty acid oxidation
RE3110C	Fatty acid oxidation
RE3112C	Fatty acid oxidation
RE3113C	Fatty acid oxidation
RE3114R	Fatty acid oxidation
RE3119C	Fatty acid oxidation
RE3120C	Fatty acid oxidation
RE3121C	Fatty acid oxidation
RE3122C	Fatty acid oxidation
RE3132R	Fatty acid oxidation
RE3134C	Cholesterol metabolism
RE3136C	Cholesterol metabolism
RE3146R	Fatty acid oxidation
RE3151C	Fatty acid oxidation
RE3152C	Fatty acid oxidation
RE3153C	Fatty acid oxidation
RE3156X	Fatty acid oxidation
RE3157X	Fatty acid oxidation
RE3158X	Fatty acid oxidation
RE3159X	Fatty acid oxidation
RE3160R	Fatty acid oxidation
RE3161C	Fatty acid oxidation
RE3162C	Fatty acid oxidation
RE3163C	Fatty acid oxidation
RE3164C	Fatty acid oxidation
RE3177M	Fatty acid oxidation
RE3178M	Fatty acid oxidation
RE3179M	Fatty acid oxidation
RE3180C	Cholesterol metabolism
RE3181C	Cholesterol metabolism
RE3185M	Fatty acid oxidation
RE3186M	Fatty acid oxidation
RE3189M	Fatty acid oxidation
RE3190M	Fatty acid oxidation
RE3191M	Fatty acid oxidation
RE3192M	Fatty acid oxidation
RE3193M	Fatty acid oxidation
RE3194M	Fatty acid oxidation
RE3195M	Fatty acid oxidation
RE3198C	Tyrosine metabolism
RE3218C	Androgen and estrogen synthesis and metabolism
RE3220C	Androgen and estrogen synthesis and metabolism
RE3237C	Fatty acid synthesis
RE3238C	Fatty acid synthesis
RE3245C	Fatty acid synthesis
RE3247M	Fatty acid oxidation
RE3247X	Fatty acid oxidation
RE3251M	Bile acid synthesis
RE3258C	Linoleate metabolism
RE3259C	Linoleate metabolism
RE3268R	Phosphatidylinositol phosphate metabolism
RE3269C	Phosphatidylinositol phosphate metabolism
RE3270C	Phosphatidylinositol phosphate metabolism
RE3272N	Phosphatidylinositol phosphate metabolism
RE3273C	Phosphatidylinositol phosphate metabolism
RE3273R	Phosphatidylinositol phosphate metabolism
RE3301C	Glycerophospholipid metabolism
RE3307C	Eicosanoid metabolism
RE3346C	Bile acid synthesis
RE3346M	Bile acid synthesis
RE3352C	Purine catabolism
RE3381E	Miscellaneous
RE3411C	Linoleate metabolism
RE3413C	Linoleate metabolism
RE3417C	Linoleate metabolism
RE3420C	Linoleate metabolism
RE3421R	Eicosanoid metabolism
RE3422C	Eicosanoid metabolism
RE3423C	Eicosanoid metabolism
RE3430C	Eicosanoid metabolism
RE3430M	Eicosanoid metabolism
RE3430X	Eicosanoid metabolism
RE3431C	Eicosanoid metabolism
RE3432C	Eicosanoid metabolism
RE3432M	Eicosanoid metabolism
RE3432X	Eicosanoid metabolism
RE3470C	Arachidonic acid metabolism
RE3470M	Arachidonic acid metabolism
RE3476C	Arachidonic acid metabolism
RE3476M	Arachidonic acid metabolism
RE3488R	Eicosanoid metabolism
RE3490C	Eicosanoid metabolism
RE3496C	Eicosanoid metabolism
RE3520E	Arachidonic acid metabolism
RE3524R	Eicosanoid metabolism
RE3526C	Arachidonic acid metabolism
RE3526M	Arachidonic acid metabolism
RE3556C	Eicosanoid metabolism
RE3565C	Eicosanoid metabolism
RE3566C	Eicosanoid metabolism
RE3568C	Eicosanoid metabolism
RE3587C	Eicosanoid metabolism
RE3597C	Eicosanoid metabolism
RE3597M	Eicosanoid metabolism
RE3624M	Fatty acid oxidation
RE3626M	Fatty acid oxidation
RE3628M	Fatty acid oxidation
EX_prostgh2[e]	Exchange/demand reaction
EX_prostgi2[e]	Exchange/demand reaction
EX_cdp[e]	Exchange/demand reaction
EX_citr_L[e]	Exchange/demand reaction
EX_C02470[e]	Exchange/demand reaction
EX_HC02192[e]	Exchange/demand reaction
EX_HC02193[e]	Exchange/demand reaction
EX_HC02220[e]	Exchange/demand reaction
EX_HC02197[e]	Exchange/demand reaction
EX_HC02198[e]	Exchange/demand reaction
EX_HC02187[e]	Exchange/demand reaction
EX_HC02180[e]	Exchange/demand reaction
EX_HC02202[e]	Exchange/demand reaction
EX_HC02203[e]	Exchange/demand reaction
EX_HC02204[e]	Exchange/demand reaction
EX_HC02205[e]	Exchange/demand reaction
EX_HC02207[e]	Exchange/demand reaction
EX_HC02213[e]	Exchange/demand reaction
EX_maltpt[e]	Exchange/demand reaction
EX_CE2915[e]	Exchange/demand reaction
EX_CE4722[e]	Exchange/demand reaction
EX_CE2916[e]	Exchange/demand reaction
EX_CE4723[e]	Exchange/demand reaction
EX_CE2917[e]	Exchange/demand reaction
EX_CE4724[e]	Exchange/demand reaction
EX_malthp[e]	Exchange/demand reaction
EX_CE2839[e]	Exchange/demand reaction
EX_CE2838[e]	Exchange/demand reaction
EX_23cump[e]	Exchange/demand reaction
EX_3ump[e]	Exchange/demand reaction
EX_CE5786[e]	Exchange/demand reaction
EX_CE5788[e]	Exchange/demand reaction
EX_CE5789[e]	Exchange/demand reaction
EX_CE5797[e]	Exchange/demand reaction
EX_CE5798[e]	Exchange/demand reaction
EX_CE5787[e]	Exchange/demand reaction
EX_CE5791[e]	Exchange/demand reaction
EX_CE5867[e]	Exchange/demand reaction
EX_CE5868[e]	Exchange/demand reaction
EX_CE5869[e]	Exchange/demand reaction
EX_CE4633[e]	Exchange/demand reaction
EX_CE4881[e]	Exchange/demand reaction
EX_CE5854[e]	Exchange/demand reaction
EX_CE1926[e]	Exchange/demand reaction
EX_crm_hs[e]	Exchange/demand reaction
EX_CE0074[e]	Exchange/demand reaction
EX_CE5853[e]	Exchange/demand reaction
EX_CE1925[e]	Exchange/demand reaction
EX_C04849[e]	Exchange/demand reaction
CITt4_4	Transport, extracellular
GLYt7_311_r	Transport, extracellular
HCO3_NAt	Transport, extracellular
INSTt4_2	Transport, extracellular
PIt8	Transport, extracellular
PIt9	Transport, extracellular
PROt4_2_r	Transport, extracellular
2MB2COAc	Fatty acid oxidation
3HBCOARc	Fatty acid oxidation
ADPACDAc	Fatty acid oxidation
ADPCOACROT	Fatty acid oxidation
BCRNe	Fatty acid oxidation
C100CPT1	Fatty acid oxidation
sink_c101coa[c]	Fatty acid oxidation
C101CPT1	Fatty acid oxidation
C101CRNe	Fatty acid oxidation
C102CPT1	Fatty acid oxidation
C10CRNe	Fatty acid oxidation
C10DCCACT	Fatty acid oxidation
C10DCc	Fatty acid oxidation
C10OHc	Fatty acid oxidation
C120CPT1	Fatty acid oxidation
C121CPT1	Fatty acid oxidation
C12DCACOT	Fatty acid oxidation
C12DCACT	Fatty acid oxidation
C12DCTD	Fatty acid oxidation
C12OHc	Fatty acid oxidation
C140CPT1	Fatty acid oxidation
C141ACBP	Fatty acid oxidation
C141CPT1	Fatty acid oxidation
C141OHc	Fatty acid oxidation
C141OHe	Fatty acid oxidation
C142ACBP	Fatty acid oxidation
C142CPT1	Fatty acid oxidation
C142OHc	Fatty acid oxidation
C142OHe	Fatty acid oxidation
C14OHc	Fatty acid oxidation
C161OHc	Fatty acid oxidation
C162ACBP	Fatty acid oxidation
C162OHc	Fatty acid oxidation
C162OHe	Fatty acid oxidation
C16DCc	Fatty acid oxidation
C16DCe	Fatty acid oxidation
C16OHc	Fatty acid oxidation
C181OHc	Fatty acid oxidation
C182OHc	Fatty acid oxidation
C18OHc	Fatty acid oxidation
C2tcx	Transport, peroxisomal
C30CPT1	Fatty acid oxidation
C3DCe	Fatty acid oxidation
C40CPT1	Fatty acid oxidation
C4CRNCPT2	Fatty acid oxidation
C4DCCACT	Fatty acid oxidation
C4OHc	Fatty acid oxidation
C50CPT1	Fatty acid oxidation
C51CPT1	Fatty acid oxidation
C5DCe	Fatty acid oxidation
C60CPT1	Fatty acid oxidation
C6COAt	Transport, peroxisomal
C6CRNtcx	Transport, peroxisomal
C6DCCACT	Fatty acid oxidation
C6DCc	Fatty acid oxidation
C80CPT1	Fatty acid oxidation
sink_c81coa[c]	Fatty acid oxidation
C81CPT1	Fatty acid oxidation
C81CRNe	Fatty acid oxidation
C8DCc	Fatty acid oxidation
C9BRxtc	Transport, peroxisomal
DCATDc	Fatty acid oxidation
sink_dd2coa[c]	Fatty acid oxidation
DDCRNe	Fatty acid oxidation
DDECCRNe	Fatty acid oxidation
DDECE1CRNe	Fatty acid oxidation
DECCRNe	Fatty acid oxidation
sink_decdicoa[c]	Fatty acid oxidation
DECDICRNe	Fatty acid oxidation
DOCO13EFATP	Fatty acid oxidation
DOCOSACT	Fatty acid oxidation
DOCOSACTDe	Fatty acid oxidation
DOCOSACTDr	Fatty acid oxidation
EX_3bcrn[e]	Exchange/demand reaction
EX_3ddcrn[e]	Exchange/demand reaction
EX_3deccrn[e]	Exchange/demand reaction
EX_3hdececrn[e]	Exchange/demand reaction
EX_3hexdcrn[e]	Exchange/demand reaction
EX_3ivcrn[e]	Exchange/demand reaction
EX_3octdec2crn[e]	Exchange/demand reaction
EX_3octdeccrn[e]	Exchange/demand reaction
EX_3octdece1crn[e]	Exchange/demand reaction
EX_3tdcrn[e]	Exchange/demand reaction
EX_3tetd7ecoacrn[e]	Exchange/demand reaction
EX_3thexddcoacrn[e]	Exchange/demand reaction
EX_3ttetddcoacrn[e]	Exchange/demand reaction
EX_c101crn[e]	Exchange/demand reaction
EX_c10crn[e]	Exchange/demand reaction
EX_c16dc[e]	Exchange/demand reaction
EX_c3dc[e]	Exchange/demand reaction
EX_c51crn[e]	Exchange/demand reaction
EX_c5dc[e]	Exchange/demand reaction
EX_c81crn[e]	Exchange/demand reaction
EX_ddece1crn[e]	Exchange/demand reaction
EX_ddecrn[e]	Exchange/demand reaction
EX_decdicrn[e]	Exchange/demand reaction
EX_doco13ac[e]	Exchange/demand reaction
EX_docosac[e]	Exchange/demand reaction
EX_ivcrn[e]	Exchange/demand reaction
EX_tetdec2crn[e]	Exchange/demand reaction
EX_tetdece1crn[e]	Exchange/demand reaction
FAOXC101C102m	Fatty acid oxidation
FAOXC101C102x	Fatty acid oxidation
FAOXC101x	Fatty acid oxidation
FAOXC102C101m	Fatty acid oxidation
FAOXC102C103m	Fatty acid oxidation
FAOXC102C103x	Fatty acid oxidation
FAOXC102C81m	Fatty acid oxidation
FAOXC102C81x	Fatty acid oxidation
FAOXC102m	Fatty acid oxidation
FAOXC102x	Fatty acid oxidation
FAOXC103C102m	Fatty acid oxidation
FAOXC103C102x	Fatty acid oxidation
FAOXC10C10OHm	Fatty acid oxidation
FAOXC10C8x	Fatty acid oxidation
FAOXC11BRC9BRx	Fatty acid oxidation
FAOXC11C9m	Fatty acid oxidation
FAOXC121C101m	Fatty acid oxidation
FAOXC121x	Fatty acid oxidation
FAOXC122C101m	Fatty acid oxidation
FAOXC122m	Fatty acid oxidation
FAOXC122x	Fatty acid oxidation
FAOXC123C102m	Fatty acid oxidation
FAOXC123C102x	Fatty acid oxidation
FAOXC123m	Fatty acid oxidation
FAOXC123x	Fatty acid oxidation
FAOXC12C10m	Fatty acid oxidation
FAOXC12C12OHm	Fatty acid oxidation
FAOXC12DCTc	Fatty acid oxidation
FAOXC12DCc	Fatty acid oxidation
FAOXC12DCx	Fatty acid oxidation
FAOXC13BRC11BRx	Fatty acid oxidation
FAOXC13C11m	Fatty acid oxidation
FAOXC141C121m	Fatty acid oxidation
FAOXC141C141OHm	Fatty acid oxidation
FAOXC142C122m	Fatty acid oxidation
FAOXC142C122x	Fatty acid oxidation
FAOXC142C142OHm	Fatty acid oxidation
FAOXC143C123m	Fatty acid oxidation
FAOXC143C123x	Fatty acid oxidation
FAOXC14C12m	Fatty acid oxidation
FAOXC14C14OHm	Fatty acid oxidation
FAOXC14DCC12DCx	Fatty acid oxidation
FAOXC15C13m	Fatty acid oxidation
FAOXC15NADPx	Fatty acid oxidation
FAOXC161C141m	Fatty acid oxidation
FAOXC161C161OHm	Fatty acid oxidation
FAOXC162C142m	Fatty acid oxidation
FAOXC162C162OHm	Fatty acid oxidation
FAOXC163C142x	Fatty acid oxidation
FAOXC163C143m	Fatty acid oxidation
FAOXC163C164Gm	Fatty acid oxidation
FAOXC163C164x	Fatty acid oxidation
FAOXC163GC142m	Fatty acid oxidation
FAOXC163Gm	Fatty acid oxidation
FAOXC163x	Fatty acid oxidation
FAOXC164C143m	Fatty acid oxidation
FAOXC164C143x	Fatty acid oxidation
FAOXC164C163x	Fatty acid oxidation
FAOXC164C165m	Fatty acid oxidation
FAOXC164C165x	Fatty acid oxidation
FAOXC164GC163m	Fatty acid oxidation
FAOXC164m	Fatty acid oxidation
FAOXC164x	Fatty acid oxidation
FAOXC165C164m	Fatty acid oxidation
FAOXC165C164x	Fatty acid oxidation
FAOXC16BRx	Fatty acid oxidation
FAOXC16C14m	Fatty acid oxidation
FAOXC16C16OHm	Fatty acid oxidation
FAOXC16DCC14DCx	Fatty acid oxidation
FAOXC16DCr	Fatty acid oxidation
FAOXC17C15m	Fatty acid oxidation
FAOXC181C161m	Fatty acid oxidation
FAOXC181C181OHm	Fatty acid oxidation
FAOXC182C162m	Fatty acid oxidation
FAOXC182C182OHm	Fatty acid oxidation
FAOXC183C163Gm	Fatty acid oxidation
FAOXC183C163m	Fatty acid oxidation
FAOXC184C163m	Fatty acid oxidation
FAOXC184C163x	Fatty acid oxidation
FAOXC184C164m	Fatty acid oxidation
FAOXC184C164x	Fatty acid oxidation
FAOXC184m	Fatty acid oxidation
FAOXC184x	Fatty acid oxidation
FAOXC185C164m	Fatty acid oxidation
FAOXC185m	Fatty acid oxidation
FAOXC18C18OHm	Fatty acid oxidation
FAOXC204C184m	Fatty acid oxidation
FAOXC204C205x	Fatty acid oxidation
FAOXC205C184x	Fatty acid oxidation
