SYMBOL	ENTREZID	Ctrl_Fam.Veh.R1	Ctrl_Fam.Veh.R2	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
PLEKHG3	26030	3.32061	5.2171	cerebral-cortex	glial-cells	High	Enhanced
PLEKHG4	25894	0.647337	0.875287	NA	NA	NA	NA
PLEKHG4B	153478	3.55846	8.23319	NA	NA	NA	NA
PLEKHG5	57449	8.44843	18.2743	NA	NA	NA	NA
PLEKHG6	55200	0.315884	0.11898	NA	NA	NA	NA
PLEKHH1	57475	2.35609	2.9158	NA	NA	NA	NA
PLEKHH2	130271	10.6518	10.1735	NA	NA	NA	NA
PLEKHH3	79990	9.9717	11.7468	NA	NA	NA	NA
PLEKHJ1	55111	61.4273	75.4616	NA	NA	NA	NA
PLEKHM1	9842	6.154	6.23115	cerebral-cortex	glial-cells	Low	Approved
PLEKHM2	23207	15.8523	21.092	cerebral-cortex	glial-cells	Medium	Approved
PLEKHM3	389072	0.775721	0.958165	NA	NA	NA	NA
PLEKHO1	51177	0.436657	0.569988	NA	NA	NA	NA
PLEKHO2	80301	8.57251	7.95452	NA	NA	NA	NA
PLGLB1	5343	2.24034	0.568677	NA	NA	NA	NA
PLGLB2	5342	0.648159	1.05491	NA	NA	NA	NA
PLGRKT	55848	18.8829	23.1781	cerebral-cortex	glial-cells	Low	Supported
PLIN2	123	15.9777	17.4214	NA	NA	NA	NA
PLIN3	10226	48.6097	53.8265	NA	NA	NA	NA
PLIN4	729359	0.649311	0.490993	NA	NA	NA	NA
PLIN5	440503	0.66381	1.30113	NA	NA	NA	NA
PLK1	5347	50.5016	46.5628	NA	NA	NA	NA
PLK2	10769	14.4579	20.061	cerebral-cortex	glial-cells	Low	Approved
PLK3	1263	10.0415	13.427	cerebral-cortex	glial-cells	Medium	Enhanced
PLK4	10733	15.0403	15.3442	NA	NA	NA	NA
PLLP	51090	6.89352	5.89219	cerebral-cortex	glial-cells	Medium	Enhanced
PLOD1	5351	51.7125	59.7596	NA	NA	NA	NA
PLOD2	5352	24.9051	44.0488	cerebral-cortex	glial-cells	Low	Approved
PLOD3	8985	47.4699	64.5907	NA	NA	NA	NA
PLP1	5354	34.8195	33.4042	cerebral-cortex	glial-cells	Medium	Enhanced
PLP2	5355	0.10727	0.111299	NA	NA	NA	NA
PLRG1	5356	34.2791	29.0089	cerebral-cortex	glial-cells	Medium	Supported
PLS1	5357	1.07093	0.971672	NA	NA	NA	NA
PLS3	5358	0.431565	0.806384	NA	NA	NA	NA
PLSCR1	5359	10.6449	12.6872	NA	NA	NA	NA
PLSCR4	57088	3.2015	3.72532	NA	NA	NA	NA
PLTP	5360	123.2	208.374	NA	NA	NA	NA
PLXDC1	57125	8.81079	0.657198	NA	NA	NA	NA
PLXDC2	84898	8.10509	3.96519	cerebral-cortex	glial-cells	Medium	Approved
PLXNA1	5361	15.9244	23.5327	NA	NA	NA	NA
PLXNA2	5362	4.0369	6.38114	cerebral-cortex	glial-cells	Medium	Approved
PLXNA3	55558	3.30523	7.31908	NA	NA	NA	NA
PLXNA4	91584	9.62704	13.8098	NA	NA	NA	NA
PLXNB1	5364	38.0154	56.057	cerebral-cortex	glial-cells	Medium	Enhanced
PLXNB2	23654	61.6539	95.7268	NA	NA	NA	NA
PLXNB3	5365	1.07089	4.00005	NA	NA	NA	NA
PLXNC1	10154	3.3591	3.28092	NA	NA	NA	NA
PLXND1	23129	23.6547	12.1689	cerebral-cortex	glial-cells	Medium	Approved
PM20D2	135293	6.07703	5.98935	cerebral-cortex	glial-cells	Medium	Approved
PMAIP1	5366	20.6543	10.1238	NA	NA	NA	NA
PMCH	5367	0.0941864	0.2596	NA	NA	NA	NA
PMEL	6490	0.303137	0.171613	NA	NA	NA	NA
PMEPA1	56937	49.1481	24.2237	NA	NA	NA	NA
PMF1	11243	45.7672	54.8296	NA	NA	NA	NA
PMF1-BGLAP	100527963	1.76766	3.04651	NA	NA	NA	NA
PMFBP1	83449	1.1757	1.61795	NA	NA	NA	NA
PML	5371	15.2499	16.9929	cerebral-cortex	glial-cells	Low	Supported
PMM1	5372	25.1262	26.5014	NA	NA	NA	NA
PMM2	5373	8.6104	9.62662	NA	NA	NA	NA
PMP22	5376	277.061	413.02	NA	NA	NA	NA
PMPCA	23203	32.7994	37.7207	cerebral-cortex	glial-cells	Medium	Supported
PMPCB	9512	42.2321	46.3786	NA	NA	NA	NA
PMS1	5378	12.0286	12.103	NA	NA	NA	NA
PMS2	5395	5.23723	7.24067	cerebral-cortex	glial-cells	Medium	Approved
PMS2CL	441194	6.06811	5.58319	NA	NA	NA	NA
PMS2P1	5379	8.04268	9.29766	NA	NA	NA	NA
PMS2P3	5387	2.20606	1.39984	NA	NA	NA	NA
PMS2P4	5382	3.79604	3.95794	NA	NA	NA	NA
PMS2P5	5383	0.390245	0.144461	NA	NA	NA	NA
PMVK	10654	30.7132	35.5095	cerebral-cortex	glial-cells	Medium	Approved
PNCK	139728	0.595416	0.385753	cerebral-cortex	glial-cells	Medium	Approved
PNISR	25957	81.1961	69.5039	cerebral-cortex	glial-cells	Medium	Approved
PNKD	25953	32.5132	47.5478	NA	NA	NA	NA
PNKP	11284	19.2807	31.5505	cerebral-cortex	glial-cells	Medium	Supported
PNMA1	9240	62.1452	68.9049	NA	NA	NA	NA
PNMA2	10687	35.571	38.2473	NA	NA	NA	NA
PNMT	5409	0	0	NA	NA	NA	NA
PNN	5411	79.7059	73.1498	cerebral-cortex	glial-cells	Medium	Supported
PNO1	56902	10.8902	10.5342	NA	NA	NA	NA
PNP	4860	24.9834	27.3526	NA	NA	NA	NA
PNPLA2	57104	26.7705	29.9455	cerebral-cortex	glial-cells	Medium	Approved
PNPLA3	80339	7.20146	11.132	NA	NA	NA	NA
PNPLA4	8228	0.678267	2.59286	NA	NA	NA	NA
PNPLA6	10908	20.181	29.8279	NA	NA	NA	NA
PNPLA7	375775	0.603247	1.07465	NA	NA	NA	NA
PNPLA8	50640	22.2409	16.5475	cerebral-cortex	glial-cells	Low	Approved
PNPO	55163	7.01896	13.6659	cerebral-cortex	glial-cells	Low	Enhanced
PNPT1	87178	10.2611	9.25961	cerebral-cortex	glial-cells	Medium	Supported
PNPT1P1	100288506	0.0216259	0.0691118	NA	NA	NA	NA
PNRC1	10957	49.09	33.471	NA	NA	NA	NA
POC1A	25886	9.77522	11.3176	cerebral-cortex	glial-cells	Medium	Approved
POC1B	282809	13.2179	9.64865	NA	NA	NA	NA
POC1B-GALNT4	100528030	0.180587	0.855904	NA	NA	NA	NA
POC5	134359	5.2742	7.87481	cerebral-cortex	glial-cells	Medium	Approved
PODN	127435	0.545964	0.650613	NA	NA	NA	NA
PODNL1	79883	1.11457	1.30382	cerebral-cortex	glial-cells	Low	Approved
PODXL	5420	95.9353	90.6111	NA	NA	NA	NA
PODXL2	50512	37.656	37.4189	cerebral-cortex	glial-cells	Medium	Approved
POFUT1	23509	23.0469	27.7127	NA	NA	NA	NA
POFUT2	23275	21.827	31.1097	NA	NA	NA	NA
POGK	57645	25.0154	23.4845	cerebral-cortex	glial-cells	Medium	Approved
POGLUT1	56983	11.1732	11.0337	NA	NA	NA	NA
POGZ	23126	40.8049	43.418	cerebral-cortex	glial-cells	High	Enhanced
POLA1	5422	6.39145	9.72599	cerebral-cortex	glial-cells	Medium	Supported
POLA2	23649	10.2307	16.364	NA	NA	NA	NA
POLB	5423	16.2288	17.2038	NA	NA	NA	NA
POLD1	5424	10.6145	19.6054	cerebral-cortex	glial-cells	Low	Supported
POLD2	5425	77.7854	95.6279	NA	NA	NA	NA
POLD3	10714	10.6934	12.8151	NA	NA	NA	NA
POLD4	57804	22.0739	26.0578	NA	NA	NA	NA
POLDIP3	84271	85.1436	97.6557	NA	NA	NA	NA
POLE	5426	16.1045	26.5131	NA	NA	NA	NA
POLE2	5427	6.649	9.27279	NA	NA	NA	NA
POLE3	54107	42.0295	44.9905	NA	NA	NA	NA
POLE4	56655	34.7922	38.7565	cerebral-cortex	glial-cells	Medium	Approved
POLG	5428	28.1028	31.7504	cerebral-cortex	glial-cells	Low	Approved
POLG2	11232	0.252187	1.16588	NA	NA	NA	NA
POLH	5429	7.83588	8.073	cerebral-cortex	glial-cells	Medium	Approved
POLI	11201	25.7562	27.5289	NA	NA	NA	NA
POLK	51426	9.22269	8.77306	NA	NA	NA	NA
POLL	27343	8.60798	17.3221	NA	NA	NA	NA
POLM	27434	7.65025	8.45384	NA	NA	NA	NA
POLN	353497	4.02225	2.26333	NA	NA	NA	NA
POLQ	10721	2.89164	3.19388	NA	NA	NA	NA
POLR1A	25885	6.36003	12.5918	cerebral-cortex	glial-cells	Medium	Supported
POLR1B	84172	9.58544	11.5531	NA	NA	NA	NA
POLR1C	9533	26.3881	23.8126	NA	NA	NA	NA
POLR1D	51082	81.785	71.0505	NA	NA	NA	NA
POLR1E	64425	11.8029	18.2113	cerebral-cortex	glial-cells	Low	Supported
POLR2A	5430	25.499	51.9213	cerebral-cortex	glial-cells	Low	Enhanced
POLR2B	5431	63.668	59.5656	cerebral-cortex	glial-cells	Low	Supported
POLR2C	5432	37.2891	42.2987	NA	NA	NA	NA
POLR2D	5433	22.1573	21.8518	NA	NA	NA	NA
POLR2E	5434	73.216	81.5945	cerebral-cortex	glial-cells	High	Supported
POLR2F	5435	82.8806	104.119	cerebral-cortex	glial-cells	Medium	Supported
POLR2G	5436	115.48	138.35	cerebral-cortex	glial-cells	Low	Approved
POLR2H	5437	49.4645	58.4203	NA	NA	NA	NA
POLR2I	5438	27.9083	31.3282	NA	NA	NA	NA
POLR2J	5439	36.2966	43.476	NA	NA	NA	NA
POLR2J3	548644	10.0009	12.2669	NA	NA	NA	NA
POLR2K	5440	61.9973	60.1846	NA	NA	NA	NA
POLR2L	5441	94.589	114.389	NA	NA	NA	NA
POLR2M	81488	16.5887	11.8608	NA	NA	NA	NA
POLR3A	11128	9.58561	10.1308	NA	NA	NA	NA
POLR3B	55703	3.8685	4.10285	cerebral-cortex	glial-cells	Medium	Supported
POLR3C	10623	0.437742	0.32592	NA	NA	NA	NA
POLR3D	661	16.6613	16.9382	cerebral-cortex	glial-cells	Medium	Supported
POLR3E	55718	18.1036	15.2	cerebral-cortex	glial-cells	Low	Approved
POLR3F	10621	10.8575	9.03028	NA	NA	NA	NA
POLR3G	10622	2.90622	2.75361	cerebral-cortex	glial-cells	Low	Enhanced
POLR3GL	84265	0.802026	0.679742	NA	NA	NA	NA
POLR3H	171568	24.2708	21.9856	cerebral-cortex	glial-cells	Low	Approved
POLR3K	51728	16.826	15.4403	cerebral-cortex	glial-cells	Medium	Approved
POLRMT	5442	13.1519	16.9199	NA	NA	NA	NA
POLRMTP1	284167	0.686555	0.617471	NA	NA	NA	NA
POM121	9883	1.0715	1.13429	cerebral-cortex	glial-cells	Medium	Approved
POM121B	100288540	0.32695	0.0849067	NA	NA	NA	NA
POM121C	100101267	1.60826	5.76129	NA	NA	NA	NA
POMGNT1	55624	41.4712	58.4628	cerebral-cortex	glial-cells	Low	Approved
POMGNT2	84892	14.4633	13.8186	NA	NA	NA	NA
POMK	84197	1.42657	0.96639	NA	NA	NA	NA
POMP	51371	94.5841	83.1176	cerebral-cortex	glial-cells	Medium	Approved
POMT1	10585	24.4613	30.5006	NA	NA	NA	NA
POMT2	29954	22.0797	28.3112	NA	NA	NA	NA
POMZP3	22932	4.71587	6.61544	NA	NA	NA	NA
PON2	5445	278.316	361.732	cerebral-cortex	glial-cells	High	Enhanced
POP1	10940	4.33341	2.81296	NA	NA	NA	NA
POP4	10775	43.7796	53.9216	cerebral-cortex	glial-cells	Low	Approved
POP5	51367	34.0422	46.0758	NA	NA	NA	NA
POP7	10248	25.9198	27.1544	NA	NA	NA	NA
POPDC2	64091	0.52771	0.616714	NA	NA	NA	NA
POPDC3	64208	1.61488	1.31051	NA	NA	NA	NA
POR	5447	2.32661	1.4345	cerebral-cortex	glial-cells	Medium	Enhanced
POSTN	10631	121.959	0.827225	cerebral-cortex	glial-cells	High	Enhanced
POT1	25913	9.55753	12.7653	NA	NA	NA	NA
POT1-AS1	401398	0.391742	0.520183	NA	NA	NA	NA
POU2F1	5451	3.91602	3.59807	NA	NA	NA	NA
POU2F2	5452	0.671387	0.142782	NA	NA	NA	NA
POU2F3	25833	3.73358	0.649439	NA	NA	NA	NA
POU3F1	5453	1.96259	2.48094	NA	NA	NA	NA
POU3F2	5454	45.0671	40.0707	NA	NA	NA	NA
POU3F3	5455	48.7796	39.3575	cerebral-cortex	glial-cells	Low	Enhanced
POU3F4	5456	7.77329	6.57443	NA	NA	NA	NA
POU4F1	5457	0.0317745	0.0449956	NA	NA	NA	NA
POU4F2	5458	0	0.0165363	NA	NA	NA	NA
POU5F1P3	642559	0.15541	0.445909	NA	NA	NA	NA
POU5F1P6	100009668	0.172575	0.123933	NA	NA	NA	NA
POU6F1	5463	7.15273	4.86611	cerebral-cortex	glial-cells	Medium	Enhanced
POU6F2	11281	0	0	NA	NA	NA	NA
PP2D1	151649	0.257748	0.149895	NA	NA	NA	NA
PPA1	5464	74.6238	65.2439	cerebral-cortex	glial-cells	Medium	Supported
PPA2	27068	39.9072	40.9324	cerebral-cortex	glial-cells	Medium	Supported
PPAN	56342	21.0815	20.8936	cerebral-cortex	glial-cells	Low	Approved
PPARA	5465	3.97538	4.14824	cerebral-cortex	glial-cells	High	Supported
PPARD	5467	15.8238	17.7776	cerebral-cortex	glial-cells	Medium	Approved
PPARG	5468	2.56941	0.690594	cerebral-cortex	glial-cells	Low	Approved
PPARGC1A	10891	0.232323	0.544365	NA	NA	NA	NA
PPARGC1B	133522	0.520296	0.134305	NA	NA	NA	NA
PPAT	5471	14.243	13.4689	cerebral-cortex	glial-cells	Medium	Approved
PPATP1	100289640	0.27099	0.108686	NA	NA	NA	NA
PPCDC	60490	6.93004	11.5744	cerebral-cortex	glial-cells	Medium	Approved
PPCS	79717	10.5291	15.1248	cerebral-cortex	glial-cells	Low	Approved
PPDPF	79144	127.335	158.128	NA	NA	NA	NA
PPEF1	5475	2.00432	1.69427	NA	NA	NA	NA
PPFIA1	8500	19.0468	24.4296	NA	NA	NA	NA
PPFIA2	8499	0.762124	0.495573	NA	NA	NA	NA
PPFIA3	8541	7.88423	7.55507	NA	NA	NA	NA
PPFIA4	8497	1.19336	2.25703	cerebral-cortex	glial-cells	Low	Enhanced
PPFIBP1	8496	6.94987	7.76577	NA	NA	NA	NA
PPFIBP2	8495	0.835309	1.13135	NA	NA	NA	NA
PPHLN1	51535	33.5168	34.9799	cerebral-cortex	glial-cells	Low	Enhanced
PPIA	5478	1542.19	1587.77	NA	NA	NA	NA
PPIAL4A	653505	0.23226	0.503428	NA	NA	NA	NA
PPIAP11	5483	3.80842	3.54683	NA	NA	NA	NA
PPIAP16	5488	1.55407	0	NA	NA	NA	NA
PPIAP19	390006	8.4062	0.67792	NA	NA	NA	NA
PPIAP2	170537	0.152888	0.169481	NA	NA	NA	NA
PPIAP22	653214	144.172	136.316	NA	NA	NA	NA
PPIAP29	134997	19.2705	5.46073	NA	NA	NA	NA
PPIAP3	170539	0	0.48657	NA	NA	NA	NA
PPIAP30	100192204	0.280616	0	NA	NA	NA	NA
PPIAP31	439953	16.95	21.1354	NA	NA	NA	NA
PPIAP6	319128	0.448149	3.80596	NA	NA	NA	NA
PPIB	5479	415.909	384.081	cerebral-cortex	glial-cells	Medium	Enhanced
PPIC	5480	11.9482	8.48094	NA	NA	NA	NA
PPID	5481	31.3203	25.1706	cerebral-cortex	glial-cells	Low	Approved
PPIE	10450	22.3194	27.6204	cerebral-cortex	glial-cells	High	Approved
PPIEL	728448	0.761147	0.400172	NA	NA	NA	NA
PPIF	10105	27.6181	30.3456	NA	NA	NA	NA
PPIG	9360	36.4709	34.8801	cerebral-cortex	glial-cells	High	Supported
PPIH	10465	20.5392	25.8325	NA	NA	NA	NA
PPIL1	51645	41.5452	42.5272	NA	NA	NA	NA
PPIL2	23759	15.4893	22.3767	cerebral-cortex	glial-cells	Medium	Supported
PPIL3	53938	44.0127	38.2962	NA	NA	NA	NA
PPIL4	85313	21.6498	19.9298	cerebral-cortex	glial-cells	Low	Approved
PPIL6	285755	2.6691	1.92233	NA	NA	NA	NA
PPIP5K1	9677	1.86323	2.71107	cerebral-cortex	glial-cells	Low	Approved
PPIP5K2	23262	0.211121	1.74708	NA	NA	NA	NA
PPL	5493	1.7767	1.41722	NA	NA	NA	NA
PPM1A	5494	19.0686	9.43359	cerebral-cortex	glial-cells	Low	Approved
PPM1AP1	137012	0.681482	0.732131	NA	NA	NA	NA
PPM1B	5495	41.4904	32.8511	cerebral-cortex	glial-cells	Low	Approved
PPM1D	8493	14.3728	12.2682	NA	NA	NA	NA
PPM1E	22843	1.73992	1.93845	cerebral-cortex	glial-cells	Medium	Approved
PPM1F	9647	9.17918	11.3686	NA	NA	NA	NA
PPM1G	5496	61.5104	68.3408	NA	NA	NA	NA
PPM1H	57460	0.953447	0.331955	NA	NA	NA	NA
PPM1J	333926	0.907029	0.735735	NA	NA	NA	NA
PPM1K	152926	4.80293	5.45829	cerebral-cortex	glial-cells	Low	Approved
PPM1L	151742	3.34115	2.96366	NA	NA	NA	NA
PPM1M	132160	7.89329	10.1681	NA	NA	NA	NA
PPM1N	147699	0.587166	0.16231	NA	NA	NA	NA
PPME1	51400	30.4019	31.2607	NA	NA	NA	NA
PPOX	5498	14.3675	19.3019	NA	NA	NA	NA
PPP1CA	5499	93.2244	111.219	cerebral-cortex	glial-cells	Low	Approved
PPP1CB	5500	210.732	224.741	cerebral-cortex	glial-cells	Medium	Supported
PPP1CC	5501	101.416	93.9205	NA	NA	NA	NA
PPP1R11	6992	2.38157	2.62608	cerebral-cortex	glial-cells	Low	Approved
PPP1R12A	4659	32.9055	25.4839	NA	NA	NA	NA
PPP1R12B	4660	3.99285	4.69194	NA	NA	NA	NA
PPP1R12C	54776	40.3676	49.8725	NA	NA	NA	NA
PPP1R13B	23368	1.46718	1.02459	cerebral-cortex	glial-cells	High	Approved
PPP1R13L	10848	1.96988	0.976737	cerebral-cortex	glial-cells	Medium	Approved
PPP1R14A	94274	0.240776	0.601431	cerebral-cortex	glial-cells	High	Enhanced
PPP1R14B	26472	101.797	112.463	NA	NA	NA	NA
PPP1R14BP2	729406	0.18154	0	NA	NA	NA	NA
PPP1R14BP3	100507617	33.0929	40.2321	NA	NA	NA	NA
PPP1R14C	81706	20.864	18.0003	NA	NA	NA	NA
PPP1R15A	23645	15.6341	14.9946	NA	NA	NA	NA
PPP1R15B	84919	16.4156	10.4309	NA	NA	NA	NA
PPP1R16A	84988	11.2567	15.8451	NA	NA	NA	NA
PPP1R16B	26051	0.0310364	0.0494043	NA	NA	NA	NA
PPP1R17	10842	0	0	NA	NA	NA	NA
PPP1R1A	5502	0.7584	0.0899686	cerebral-cortex	glial-cells	Low	Approved
PPP1R1B	84152	2.51365	2.28743	cerebral-cortex	glial-cells	Medium	Approved
PPP1R1C	151242	1.37339	5.36792	NA	NA	NA	NA
PPP1R2	5504	20.911	19.7754	NA	NA	NA	NA
PPP1R21	129285	10.6719	16.7349	cerebral-cortex	glial-cells	Medium	Approved
PPP1R26	9858	6.60214	7.64661	NA	NA	NA	NA
PPP1R26-AS1	100506599	0.516604	1.61298	NA	NA	NA	NA
PPP1R27	116729	0.229008	0.162891	NA	NA	NA	NA
PPP1R32	220004	3.45229	1.78058	NA	NA	NA	NA
PPP1R35	221908	12.9831	18.9891	cerebral-cortex	glial-cells	Low	Approved
PPP1R36	145376	0.524683	0.198626	NA	NA	NA	NA
PPP1R37	284352	12.7612	14.3254	cerebral-cortex	glial-cells	Medium	Approved
PPP1R3B	79660	4.86378	3.74796	cerebral-cortex	glial-cells	Low	Enhanced
PPP1R3C	5507	5.94355	11.4647	NA	NA	NA	NA
PPP1R3D	5509	1.26429	1.12013	cerebral-cortex	glial-cells	Medium	Approved
PPP1R3E	90673	4.32372	6.48129	NA	NA	NA	NA
PPP1R3G	648791	0.505351	1.23839	NA	NA	NA	NA
PPP1R42	286187	0.937862	2.07081	NA	NA	NA	NA
PPP1R7	5510	42.1098	49.297	NA	NA	NA	NA
PPP1R8	5511	39.1495	35.363	cerebral-cortex	glial-cells	High	Enhanced
PPP1R8P1	5512	0.808179	1.04352	NA	NA	NA	NA
PPP1R9A	55607	3.78429	5.2369	cerebral-cortex	glial-cells	Low	Approved
PPP1R9B	84687	29.6944	24.5978	cerebral-cortex	glial-cells	Low	Approved
PPP2CA	5515	101.083	76.444	cerebral-cortex	glial-cells	Medium	Approved
PPP2CB	5516	149.657	144.21	cerebral-cortex	glial-cells	Medium	Approved
PPP2R1A	5518	164.915	206.237	NA	NA	NA	NA
PPP2R1B	5519	5.90528	6.69612	cerebral-cortex	glial-cells	Low	Approved
PPP2R2A	5520	50.6758	45.4061	cerebral-cortex	glial-cells	Medium	Approved
PPP2R2B	5521	37.0924	25.3551	cerebral-cortex	glial-cells	Low	Approved
PPP2R2C	5522	0.0823724	0	cerebral-cortex	glial-cells	Low	Approved
PPP2R2D	55844	0.506657	0.746822	NA	NA	NA	NA
PPP2R3A	5523	4.90442	4.84536	NA	NA	NA	NA
PPP2R3B	28227	16.2004	26.2274	NA	NA	NA	NA
PPP2R3C	55012	25.4387	28.9993	cerebral-cortex	glial-cells	Low	Approved
PPP2R5A	5525	20.2154	16.2684	NA	NA	NA	NA
PPP2R5B	5526	12.072	16.8092	NA	NA	NA	NA
PPP2R5C	5527	65.9731	59.2415	cerebral-cortex	glial-cells	Low	Approved
PPP2R5D	5528	41.0109	40.1712	cerebral-cortex	glial-cells	Low	Approved
PPP2R5E	5529	25.6285	17.5703	cerebral-cortex	glial-cells	Low	Approved
PPP3CA	5530	25.4402	19.3653	cerebral-cortex	glial-cells	Low	Enhanced
PPP3CB	5532	40.6445	34.3318	NA	NA	NA	NA
PPP3CC	5533	8.46785	5.22347	NA	NA	NA	NA
PPP3R1	5534	40.6348	26.8067	NA	NA	NA	NA
PPP4C	5531	72.2969	90.5398	cerebral-cortex	glial-cells	Low	Supported
PPP4R1	9989	49.4538	56.4845	NA	NA	NA	NA
PPP4R1L	55370	4.58806	5.90334	NA	NA	NA	NA
PPP4R2	151987	44.3079	31.0663	cerebral-cortex	glial-cells	Medium	Approved
PPP4R4	57718	0.998768	0.758162	cerebral-cortex	glial-cells	Medium	Approved
PPP5C	5536	47.9547	51.8729	NA	NA	NA	NA
PPP5D1	100506012	2.51752	1.05273	NA	NA	NA	NA
PPP6C	5537	33.9568	27.338	NA	NA	NA	NA
PPP6R1	22870	23.6851	28.45	NA	NA	NA	NA
PPP6R2	9701	35.1028	44.3711	NA	NA	NA	NA
PPP6R3	55291	38.4681	32.6039	cerebral-cortex	glial-cells	Medium	Supported
PPRC1	23082	11.1859	12.4571	cerebral-cortex	glial-cells	Low	Approved
PPT1	5538	65.434	66.4323	cerebral-cortex	glial-cells	High	Supported
PPT2	9374	0.262537	0.0752582	NA	NA	NA	NA
PPTC7	160760	5.99032	3.42597	cerebral-cortex	glial-cells	Medium	Approved
PPWD1	23398	26.3073	31.0721	cerebral-cortex	glial-cells	Low	Enhanced
PQBP1	10084	2.45805	3.76944	cerebral-cortex	glial-cells	High	Supported
PRADC1	84279	12.1083	15.5579	NA	NA	NA	NA
PRADC1P1	645571	0.27558	0.152105	NA	NA	NA	NA
PRAF2	11230	17.0522	23.4314	cerebral-cortex	glial-cells	Low	Enhanced
PRAM1	84106	0.677339	0.223838	NA	NA	NA	NA
PRAP1	118471	0.153188	0	NA	NA	NA	NA
PRC1	9055	70.2279	56.8304	cerebral-cortex	glial-cells	Medium	Enhanced
PRC1-AS1	100507118	0.375997	0.266594	NA	NA	NA	NA
PRCC	5546	38.7085	33.9081	NA	NA	NA	NA
PRCD	768206	0.588024	2.04489	NA	NA	NA	NA
PRCP	5547	78.5487	88.366	cerebral-cortex	glial-cells	Medium	Approved
PRDM1	639	1.51561	1.64091	NA	NA	NA	NA
PRDM10	56980	4.2256	3.35408	NA	NA	NA	NA
PRDM11	56981	1.18278	2.3209	cerebral-cortex	glial-cells	High	Approved
PRDM12	59335	0.0803771	0.128414	NA	NA	NA	NA
PRDM15	63977	3.37211	3.45846	NA	NA	NA	NA
PRDM16	63976	1.45832	3.26855	NA	NA	NA	NA
PRDM2	7799	14.9218	12.1165	cerebral-cortex	glial-cells	Low	Approved
PRDM4	11108	15.0558	12.4396	NA	NA	NA	NA
PRDM5	11107	3.2171	3.71865	cerebral-cortex	glial-cells	Medium	Enhanced
PRDM6	93166	0.625586	0.145258	NA	NA	NA	NA
PRDM8	56978	1.54997	1.47452	NA	NA	NA	NA
PRDX1	5052	393.135	410.173	cerebral-cortex	glial-cells	Medium	Approved
PRDX2	7001	120.321	176.749	NA	NA	NA	NA
PRDX2P3	100418943	0	0.127797	NA	NA	NA	NA
PRDX3	10935	114.706	112.718	cerebral-cortex	glial-cells	Low	Enhanced
PRDX3P1	100419031	0.643243	1.04662	NA	NA	NA	NA
PRDX3P2	100128092	0.32872	0.239852	NA	NA	NA	NA
PRDX4	10549	66.1094	60.6558	cerebral-cortex	glial-cells	Low	Enhanced
PRDX5	25824	189.413	255.721	NA	NA	NA	NA
PRDX6	9588	182.612	169.272	cerebral-cortex	glial-cells	High	Supported
PREB	10113	29.0126	30.7827	NA	NA	NA	NA
PRELID1	27166	74.3813	71.5857	cerebral-cortex	glial-cells	Low	Approved
PRELID1P1	728666	0.887918	0.975809	NA	NA	NA	NA
PRELID1P4	390572	0.860134	0.317028	NA	NA	NA	NA
PRELID2	153768	0.809131	1.88505	NA	NA	NA	NA
PRELP	5549	0.0743529	0.192898	NA	NA	NA	NA
PREP	5550	17.0266	16.7049	NA	NA	NA	NA
PREPL	9581	30.1482	29.0229	NA	NA	NA	NA
PREX1	57580	69.5914	95.7169	NA	NA	NA	NA
PREX2	80243	6.64162	6.01663	NA	NA	NA	NA
PRG4	10216	0.0961865	0.0290532	NA	NA	NA	NA
PRICKLE1	144165	8.32545	8.596	NA	NA	NA	NA
PRICKLE2	166336	6.05861	5.85482	NA	NA	NA	NA
PRICKLE4	29964	8.24558	11.0562	NA	NA	NA	NA
PRIM1	5557	6.03111	11.2898	NA	NA	NA	NA
PRIM2	5558	5.25023	6.08634	NA	NA	NA	NA
PRIMA1	145270	4.26711	1.05892	NA	NA	NA	NA
PRIMPOL	201973	7.88302	13.6717	NA	NA	NA	NA
PRKAA1	5562	17.9354	16.4584	NA	NA	NA	NA
PRKAA2	5563	5.82979	3.02422	NA	NA	NA	NA
PRKAB1	5564	17.7995	16.7336	cerebral-cortex	glial-cells	Low	Enhanced
PRKAB2	5565	1.77562	0.689927	cerebral-cortex	glial-cells	Low	Approved
PRKACA	5566	34.1398	40.9241	NA	NA	NA	NA
PRKACB	5567	23.2583	19.541	cerebral-cortex	glial-cells	Low	Approved
PRKAG1	5571	40.0552	39.3378	NA	NA	NA	NA
PRKAG2	51422	5.16716	4.06358	NA	NA	NA	NA
PRKAG2-AS1	100505483	0.106387	0.171673	NA	NA	NA	NA
PRKAR1A	5573	96.2015	83.7685	NA	NA	NA	NA
PRKAR1B	5575	9.92965	10.8694	cerebral-cortex	glial-cells	Low	Approved
PRKAR2A	5576	13.4808	11.2343	NA	NA	NA	NA
PRKAR2A-AS1	100506637	0.32228	0.243713	NA	NA	NA	NA
PRKAR2B	5577	9.93304	9.11404	cerebral-cortex	glial-cells	Low	Enhanced
PRKCA	5578	22.4802	20.5298	cerebral-cortex	glial-cells	Medium	Enhanced
PRKCB	5579	0.568263	0.103533	NA	NA	NA	NA
PRKCE	5581	4.7469	3.81465	NA	NA	NA	NA
PRKCG	5582	0.54627	0.440759	NA	NA	NA	NA
