SYMBOL	ENTREZID	Bipolar disorder 1a BD1a_NA	Bipolar disorder 1b BD1b_NA	Bipolar disorder 2a BD2a_NA	Bipolar disorder 2a BD2a_NA2	Bipolar disorder 3a BD3a_NA	Bipolar disorder 3b BD3b_NA	Bipolar disorder 4a BD4a_NA	Bipolar disorder 4b BD4b_NA	Bipolar disorder 5a BD5a_NA	Bipolar disorder 5b BD5b_NA	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
ACVR2B	93	0.212763	0.240352	0.248776	0.165922	0.248244	0.291794	0.338363	0.284236	0.456697	0.366336	NA	NA	NA	NA
ACVRL1	94	1.42224	1.69196	2.15835	2.00388	0.535595	1.81396	3.0038	3.64441	1.11629	1.05372	NA	NA	NA	NA
ACY1	95	7.48995	10.292	14.488	12.0769	11.1803	13.1578	13.7772	9.63266	8.70988	9.9782	NA	NA	NA	NA
ACYP1	97	6.04623	6.68589	6.57406	7.92939	5.32467	7.11016	7.13573	7.62193	6.2925	8.74224	cerebral-cortex	glial-cells	Low	Approved
ACYP2	98	11.9585	11.809	12.047	10.4749	12.3478	11.356	9.62296	9.73652	11.0724	13.0888	NA	NA	NA	NA
ADA	100	14.1243	13.2707	11.9095	11.8287	13.8393	13.7932	10.902	10.4714	9.23433	8.34098	NA	NA	NA	NA
ADAL	161823	3.49343	2.4487	2.48803	3.29785	3.38071	3.11231	3.26303	3.85675	3.64576	3.60801	NA	NA	NA	NA
ADAM10	102	92.3138	81.0206	80.2553	86.9772	101.109	102.721	87.7291	105.364	61.6308	88.2808	NA	NA	NA	NA
ADAM11	4185	0.0633082	0.0759799	0.105492	0.158792	0.0904121	0.123639	0.122282	0.144702	0.0839484	0.227184	cerebral-cortex	glial-cells	Medium	Enhanced
ADAM12	8038	81.9177	82.9343	52.7101	60.3923	38.7489	40.3916	28.046	24.0161	28.695	28.0101	NA	NA	NA	NA
ADAM15	8751	31.7455	38.0945	39.2671	43.8936	52.2674	50.8321	55.4738	55.3178	57.1362	42.1073	NA	NA	NA	NA
ADAM17	6868	7.79569	7.4947	5.5574	5.61257	12.4813	13.8299	8.27272	7.99353	8.37737	9.09233	cerebral-cortex	glial-cells	Low	Approved
ADAM19	8728	95.1039	111.369	59.7074	57.8587	89.2033	90.8945	56.4788	57.4985	108.586	93.2962	NA	NA	NA	NA
ADAM1A	8759	0.799927	0.84165	0.682596	0.718538	0.957937	1.27622	1.1298	1.05524	0.611704	0.681857	NA	NA	NA	NA
ADAM21	8747	0.212747	0.152706	0.125506	0.169843	0.524785	0.539152	0.278652	0.210195	0.162639	0.177219	NA	NA	NA	NA
ADAM23	8745	27.6094	23.4944	24.6291	28.3262	21.8342	16.8247	22.5533	19.5043	41.6837	38.8478	cerebral-cortex	glial-cells	Low	Approved
ADAM32	203102	1.5828	1.86608	0.368523	0.371899	0.417588	1.02994	0.870357	0.631578	1.64481	1.09422	NA	NA	NA	NA
ADAM33	80332	11.4296	13.7678	1.56633	1.64304	0.0914656	0.0349394	0.523801	0.486146	1.30979	1.20877	NA	NA	NA	NA
ADAM8	101	0.713063	0.737458	0.412284	0.665275	1.09089	1.34038	0.68476	0.371593	0.922494	1.71058	NA	NA	NA	NA
ADAM9	8754	232.72	202.706	236.044	245.129	269.21	266.549	235.198	257.909	164.911	229.149	NA	NA	NA	NA
ADAMTS1	9510	22.6751	21.0668	96.9427	102.804	80.2657	62.8736	154.239	155.645	24.4478	23.0637	NA	NA	NA	NA
ADAMTS12	81792	31.102	33.9824	69.8941	68.7615	113.016	112.062	73.9071	72.981	49.6355	44.7019	NA	NA	NA	NA
ADAMTS14	140766	5.60443	7.494	3.74651	3.65372	17.5741	17.9722	5.31316	4.20257	2.64894	3.30901	NA	NA	NA	NA
ADAMTS15	170689	0.57341	0.732752	1.20986	1.28141	0.543597	0.66374	1.65226	1.68105	5.07866	4.77167	NA	NA	NA	NA
ADAMTS16	170690	0.631508	2.81199	0.426092	1.10404	1.2104	0.320575	2.27171	1.9892	2.78242	2.95096	NA	NA	NA	NA
ADAMTS19	171019	0.399036	0.245336	0.543101	0.247642	0.372883	0.528994	0.15181	0.179007	0.0295454	0.222831	NA	NA	NA	NA
ADAMTS2	9509	76.6875	82.6476	68.3619	72.3752	1.57038	1.32142	15.4079	14.3343	7.70751	9.58241	NA	NA	NA	NA
ADAMTS3	9508	0.554839	0.456148	0.483626	0.501527	2.08723	2.43164	1.60755	1.7431	0.670834	0.705505	NA	NA	NA	NA
ADAMTS4	9507	0.740104	0.768948	0.191103	0.41623	0.229928	0.246473	0.440313	1.10139	0.0211286	0.0754469	NA	NA	NA	NA
ADAMTS5	11096	0.912967	0.794673	0.728091	0.596018	1.00679	1.99653	0.594879	0.466577	0.503786	0.707312	NA	NA	NA	NA
ADAMTS6	11174	11.7042	14.1323	11.8525	12.7705	15.0634	16.712	10.6367	12.2282	13.0679	20.3756	NA	NA	NA	NA
ADAMTS7	11173	5.69889	8.54739	5.84436	6.385	3.03471	3.62747	11.063	9.63793	7.03042	7.03072	NA	NA	NA	NA
ADAMTS7P4	642935	14.2568	14.2099	0.224044	0.147616	0.124205	0.142712	0.452577	0.495345	0.296757	0.124561	NA	NA	NA	NA
ADAMTS9	56999	0.688162	0.750223	0.239849	0.178928	0.813408	0.647709	0.0427917	0.0490087	0.123237	0.398785	NA	NA	NA	NA
ADAMTSL1	92949	27.0586	21.7699	24.7999	22.4189	42.7205	39.9915	21.9952	24.1442	11.9115	8.83329	NA	NA	NA	NA
ADAMTSL4	54507	1.59103	2.13603	1.36569	1.16156	0.851586	0.432105	1.18392	1.36646	0.652328	0.555711	cerebral-cortex	glial-cells	Medium	Approved
ADAMTSL4-AS1	574406	0.212857	0.583013	0.19411	0.315058	0.115512	0.124414	0.203733	0.22178	0.257365	0.115938	NA	NA	NA	NA
ADAMTSL5	339366	9.27502	10.359	9.42281	8.71843	5.45066	6.42448	4.00104	5.55315	11.2991	9.05342	NA	NA	NA	NA
ADAP1	11033	1.06176	1.54797	2.23742	2.65025	1.6989	2.02481	1.02475	1.11893	0.951826	1.56157	NA	NA	NA	NA
ADAP2	55803	0.346877	1.6287	1.05868	0.666381	0.225599	3.36349	1.00126	0.406217	1.58529	0.423089	NA	NA	NA	NA
ADAR	103	50.1338	47.2151	49.8058	50.0678	51.3604	48.8154	38.4013	32.1615	47.3997	48.9438	cerebral-cortex	glial-cells	Medium	Enhanced
ADARB1	104	22.5691	21.9429	13.0217	12.5251	14.0739	12.8574	28.014	30.2255	24.6334	25.2975	NA	NA	NA	NA
ADAT1	23536	21.7135	22.2681	24.9949	23.43	23.6677	23.9939	20.9467	20.2252	28.4129	26.6452	NA	NA	NA	NA
ADAT2	134637	3.02142	2.2614	2.67046	2.87233	2.22555	2.06995	2.47216	2.75252	2.572	3.01423	NA	NA	NA	NA
ADAT3	113179	0.755892	1.30858	1.39827	1.36367	1.39004	1.50636	1.28272	1.21704	1.20825	0.932963	NA	NA	NA	NA
ADCK1	57143	1.73304	2.37769	1.9197	1.93722	1.87748	1.59296	2.46306	2.23199	2.55714	2.16909	NA	NA	NA	NA
ADCK2	90956	7.86132	6.64686	3.58043	4.18426	6.65447	7.79807	5.92874	6.55646	8.73811	8.60199	cerebral-cortex	glial-cells	Medium	Approved
ADCY1	107	0.123721	0.194903	0.164297	0.154313	0.0939633	0.197258	0.098655	0.146526	0.215712	0.239741	NA	NA	NA	NA
ADCY10P1	221442	1.12315	0.946611	0.629852	0.620285	1.0972	1.15641	0.710502	0.829576	0.917676	1.13217	NA	NA	NA	NA
ADCY2	108	0.143929	0.167464	0.0504585	0.0929601	0.238901	0.294858	0	0	0.406202	0.399898	cerebral-cortex	glial-cells	Low	Approved
ADCY3	109	23.0445	24.8749	24.249	23.985	13.1367	12.0589	21.126	21.4064	18.2711	12.9109	cerebral-cortex	glial-cells	Low	Approved
ADCY4	196883	0.72111	1.87237	0.455469	0.689815	2.10886	2.78815	5.22874	3.76632	0.267947	0.318343	NA	NA	NA	NA
ADCY5	111	1.03304	1.47531	1.33745	1.77031	0.928051	0.780073	0.688704	0.751513	0.732399	0.837346	NA	NA	NA	NA
ADCY6	112	32.3929	38.3441	43.3752	41.2383	51.7385	52.7604	48.6126	41.2569	32.352	32.3303	cerebral-cortex	glial-cells	Low	Approved
ADCY7	113	7.27238	7.17305	8.67489	7.17619	10.5146	12.8027	9.2149	12.6916	14.3505	12.3079	NA	NA	NA	NA
ADCY9	115	3.73315	3.10546	5.41918	3.40491	3.54948	2.52144	4.18442	2.85835	5.61303	4.85981	cerebral-cortex	glial-cells	Medium	Approved
ADD1	118	113.661	127.312	136.428	117.015	115.317	137.236	126.276	116.351	156.614	127.49	cerebral-cortex	glial-cells	Low	Enhanced
ADD3	120	135.871	102.766	196.307	217.579	200.774	210.594	185.715	187.414	112.909	111.731	cerebral-cortex	glial-cells	Medium	Supported
ADH5	128	115.766	101.034	99.536	91.5111	94.9414	84.329	100.256	103.661	118.391	107.333	NA	NA	NA	NA
ADH5P4	642443	14.8105	13.3144	11.7363	13.0689	10.7486	11.6218	14.6017	15.1121	15.8517	13.5027	NA	NA	NA	NA
ADH6	130	0.418323	0.425533	0.325512	0.343522	0.0839075	0.204307	0.111737	0.405496	0.282267	0.464672	NA	NA	NA	NA
ADHFE1	137872	1.64533	3.04312	2.25252	1.58819	2.5387	2.57076	3.2386	3.20407	3.21429	5.05286	NA	NA	NA	NA
ADI1	55256	50.8654	53.6721	69.0128	64.0461	52.2112	53.0449	47.9884	45.9828	59.2448	51.8216	cerebral-cortex	glial-cells	Medium	Approved
ADIPOR1	51094	65.4675	66.7985	67.3232	66.1304	64.7459	64.0882	63.2021	61.7138	76.7501	67.4241	NA	NA	NA	NA
ADIPOR1P2	390503	0.894109	0.108827	1.04185	0.58818	0.536048	1.56781	0.190199	0.724569	2.34262	0.054118	NA	NA	NA	NA
ADIPOR2	79602	24.9886	20.6469	20.4686	20.7962	19.2481	20.7128	18.9606	20.2751	21.6564	19.7082	NA	NA	NA	NA
ADIRF	10974	0.111354	0.0547844	0.518715	0.822163	0.593117	0	0.0534472	1.25704	3.90831	0	NA	NA	NA	NA
ADIRF-AS1	100133190	3.21698	3.77801	0.795765	1.5903	2.67393	2.2118	1.87348	1.69899	4.15503	3.74707	NA	NA	NA	NA
ADK	132	40.9293	37.2978	38.5705	38.3419	41.1652	39.6124	36.4502	41.3557	25.7349	25.8803	NA	NA	NA	NA
ADM	133	33.9737	30.0569	55.1745	52.0743	80.7126	73.0016	73.6396	62.1177	26.8998	27.4723	NA	NA	NA	NA
ADM2	79924	5.37277	5.72683	2.39087	3.29945	3.78924	3.3047	6.81696	6.16017	10.6785	9.46436	NA	NA	NA	NA
ADM5	199800	0.231272	0.162346	0.0520885	0.0682169	0.13686	0.204916	0.228265	0.209458	0.305286	0.135405	NA	NA	NA	NA
ADNP	23394	16.8177	16.3017	13.9212	13.4535	12.2024	12.0516	15.406	15.912	17.4408	15.8248	cerebral-cortex	glial-cells	High	Supported
ADNP2	22850	4.56378	4.71673	4.61486	5.62505	3.59338	3.22528	4.80143	5.88667	4.69531	5.46627	NA	NA	NA	NA
ADO	84890	8.24412	7.77652	8.16264	7.86871	6.50993	7.53617	7.59944	6.83855	8.04417	8.58999	NA	NA	NA	NA
ADORA1	134	0.55469	0.766187	0.182515	0.128397	0.651809	0.741693	0.576695	0.531205	0.329647	0.392708	NA	NA	NA	NA
ADORA2A	135	0.305141	0.43891	0.43209	0.0696106	0.271952	0.533507	0.818506	1.01348	0.890675	1.01305	NA	NA	NA	NA
ADORA2A-AS1	646023	0	0.057247	0.0901475	0.055292	0	0.0152738	0.0445497	0.0598084	0.107961	0.0445501	NA	NA	NA	NA
ADORA2B	136	4.84854	4.42014	6.51332	7.88558	2.60257	2.90495	3.1555	2.76132	6.40455	5.54215	NA	NA	NA	NA
ADPGK	83440	47.9448	42.8138	43.6115	52.9625	57.3001	54.2621	52.7597	62.8374	38.3671	35.0501	NA	NA	NA	NA
ADPGK-AS1	100287559	0.0555557	0.106432	0.189389	0.0690808	0.0884771	0.130218	0.106575	0.111686	0.134711	0.121583	NA	NA	NA	NA
ADPRH	141	0.713269	0.748757	0.270954	0.215465	0.449916	0.46017	0.368856	0.276961	0.690305	0.730591	cerebral-cortex	glial-cells	Low	Approved
ADPRHL1	113622	0.607006	0.728212	0.539555	0.524057	0.587524	0.783295	0.660486	0.791678	0.655565	0.601366	NA	NA	NA	NA
ADPRHL2	54936	14.5014	16.573	16.7786	17.742	17.6789	17.9809	16.6911	15.0001	17.6891	13.8594	cerebral-cortex	glial-cells	Low	Approved
ADPRM	56985	5.82484	6.39804	7.04441	6.25154	7.054	6.61344	5.02207	5.65655	6.833	7.14055	NA	NA	NA	NA
ADRA1B	147	0.420026	0.525809	1.29501	0.671038	0.602573	0.631295	0.421249	0.312595	0.72565	0.740951	NA	NA	NA	NA
ADRA1D	146	0.223477	0.258384	0.328335	0.196016	0.173528	0.174162	0.0832004	0.181102	0.210206	0.257025	NA	NA	NA	NA
ADRA2C	152	0.526718	0.699338	1.26385	1.3024	1.13874	1.16889	1.03632	0.864922	0.3715	0.3826	NA	NA	NA	NA
ADRB2	154	0.868776	0.402609	4.266	3.51152	2.01268	1.77729	1.59944	1.72335	0.464713	0.345872	NA	NA	NA	NA
ADRM1	11047	88.043	100.79	102.901	104.125	107.879	107.953	106.234	89.4083	114.486	97.1349	cerebral-cortex	glial-cells	Medium	Supported
ADSL	158	37.2395	35.237	38.9794	38.9073	35.6801	34.0849	39.4763	39.7487	41.0796	34.4405	cerebral-cortex	glial-cells	Medium	Enhanced
ADTRP	84830	1.41555	1.948	1.57068	0.980791	2.71643	2.67027	1.69681	1.86639	0.995158	1.04118	NA	NA	NA	NA
AEBP1	165	36.6273	48.4569	34.0754	31.3455	45.6587	36.0411	61.883	59.311	63.7937	74.5469	cerebral-cortex	glial-cells	Low	Supported
AEBP2	121536	12.3743	11.5734	11.6609	10.6496	12.4862	12.8593	11.3209	14.0007	8.27542	9.90395	NA	NA	NA	NA
AEN	64782	28.1121	28.2304	24.7986	26.2133	27.1498	25.8542	28.9702	27.4648	32.9313	28.231	NA	NA	NA	NA
AFAP1	60312	57.0476	60.9704	65.8858	66.1502	68.4746	65.2762	62.51	61.2978	76.7735	73.0877	cerebral-cortex	glial-cells	Low	Enhanced
AFAP1-AS1	84740	0.1819	0.345035	0.399304	0.326495	0.418373	0.304446	0.342611	0.250448	0.327211	0.331392	NA	NA	NA	NA
AFAP1L1	134265	11.2114	10.9239	6.21584	6.71138	4.47602	4.72955	5.83372	7.47159	8.50657	8.6737	NA	NA	NA	NA
AFAP1L2	84632	0.937562	1.22758	0.740866	0.827436	0.216855	0.350511	0.410145	0.373888	1.71614	2.60903	NA	NA	NA	NA
AFF1	4299	7.08039	9.79181	10.8428	9.51391	12.0783	14.2247	11.2	11.3483	9.19107	10.3884	NA	NA	NA	NA
AFF3	3899	19.927	16.6968	24.289	27.845	10.6336	8.46721	21.9716	25.8973	10.8266	13.555	cerebral-cortex	glial-cells	Low	Approved
AFF4	27125	53.9133	43.215	54.415	50.4513	50.7293	49.0776	50.9244	57.0973	41.8263	46.4754	cerebral-cortex	glial-cells	High	Approved
AFG3L1P	172	6.8851	6.75527	6.64466	5.60992	4.94822	7.2828	6.80045	8.45076	6.8721	7.57615	NA	NA	NA	NA
AFG3L2	10939	26.0227	23.6421	25.5351	25.8525	21.0441	20.6159	24.628	23.0718	26.2022	23.2192	cerebral-cortex	glial-cells	Medium	Enhanced
AFG3L2P1	347028	1.00245	1.03346	0.932085	0.737035	0.549852	0.735283	0.526879	0.962554	0.570497	0.66391	NA	NA	NA	NA
AFMID	125061	19.5826	22.3634	35.9915	32.8697	39.4787	36.4626	32.4986	27.0576	20.268	19.0668	NA	NA	NA	NA
AFP	174	8.12646	6.27384	5.54921	6.19233	3.92934	4.16997	3.23952	3.09408	2.12607	2.68543	NA	NA	NA	NA
AFTPH	54812	11.0695	8.87163	8.07615	7.6049	7.99586	10.4223	8.17967	8.737	7.32404	8.09335	NA	NA	NA	NA
AGA	175	30.9871	28.104	19.2883	22.9213	17.2087	15.8047	19.9485	21.599	28.4446	26.0441	cerebral-cortex	glial-cells	Low	Enhanced
AGAP1	116987	7.32652	8.59639	6.14371	6.19175	5.19551	5.00983	6.23617	7.59878	6.9501	5.48405	NA	NA	NA	NA
AGAP2	116986	0.684308	0.327292	0.137266	0.423782	0.248372	0.475301	0.230095	0.157166	0.0911765	0.967453	cerebral-cortex	glial-cells	Medium	Enhanced
AGAP2-AS1	100130776	8.8276	10.069	9.41509	9.67507	4.45954	4.25162	7.66014	7.86113	13.4221	11.1912	NA	NA	NA	NA
AGAP3	116988	50.3971	64.1368	60.5896	56.0079	67.1042	67.9313	74.5295	71.5236	86.9239	77.2529	cerebral-cortex	glial-cells	Medium	Approved
AGAP5	729092	0.165491	0.151063	0.120453	0.10887	0.192768	0.145092	0.211307	0.186802	0.116411	0.240645	NA	NA	NA	NA
AGBL2	79841	0.2148	0.387297	0.281477	0.965367	0.284157	0.189702	0.348676	0.438955	0.725746	0.322671	NA	NA	NA	NA
AGBL3	340351	0.467568	0.138154	0.375248	0.47237	0.347178	0.530868	0.307051	0.456665	0.253544	0.279065	NA	NA	NA	NA
AGBL5	60509	11.8722	12.264	11.1654	12.3396	13.9188	15.7485	12.8672	10.0558	10.3208	9.59736	NA	NA	NA	NA
AGBL5-IT1	106481744	1.10605	0.728062	0.806869	1.52789	1.21427	1.81006	1.26997	1.84378	0	1.2045	NA	NA	NA	NA
AGFG1	3267	40.6374	42.3601	38.9553	40.571	39.6192	39.5924	39.5713	41.9326	40.6109	37.1038	NA	NA	NA	NA
AGFG2	3268	4.43213	4.6886	6.87317	5.1587	5.67498	4.99971	5.27382	6.17244	4.94064	4.49212	NA	NA	NA	NA
AGGF1	55109	6.47899	7.19582	5.13991	5.18232	6.46956	6.94064	5.95676	5.19199	4.91016	6.63621	NA	NA	NA	NA
AGK	55750	14.4615	13.9187	12.552	17.1021	13.436	13.1493	14.659	12.1052	14.7283	10.7583	cerebral-cortex	glial-cells	Low	Supported
AGL	178	3.75781	3.55942	3.19603	2.60029	3.21535	4.33316	3.5895	3.51834	3.43727	4.44205	cerebral-cortex	glial-cells	High	Approved
AGMAT	79814	0.320912	0.242352	0.20189	0.356245	0.4001	0.357198	0.420465	0.374179	0.370288	0.160261	NA	NA	NA	NA
AGO1	26523	3.40101	3.67173	4.03961	3.90712	3.55802	2.99003	3.93006	4.14308	4.64291	3.92714	NA	NA	NA	NA
AGO2	27161	15.5154	19.4893	27.5231	23.5315	15.8035	17.7654	21.9457	23.5876	19.6881	14.0472	cerebral-cortex	glial-cells	High	Approved
AGO3	192669	6.44484	6.39296	4.7297	6.89819	7.78393	5.8796	6.6209	6.87663	8.32943	5.0262	NA	NA	NA	NA
AGO4	192670	8.97883	8.08114	4.82734	5.02355	6.27483	3.84101	5.23928	4.37835	9.3426	8.12159	NA	NA	NA	NA
AGPAT2	10555	18.3649	19.2292	20.0142	19.6954	25.7045	27.3923	22.0444	19.6104	28.8834	22.5941	NA	NA	NA	NA
AGPAT3	56894	14.9205	16.5157	15.2231	15.5875	15.8481	15.0584	20.5027	16.4206	18.0379	16.01	NA	NA	NA	NA
AGPAT4	56895	8.28171	8.77133	6.19774	5.38964	5.38141	6.38356	5.88849	6.30081	9.75672	8.82564	cerebral-cortex	glial-cells	Medium	Approved
AGPAT5	55326	8.81607	8.91505	5.78955	6.54496	6.00056	5.79163	8.96966	8.82218	5.84035	5.97316	NA	NA	NA	NA
AGPS	8540	8.65939	9.18086	6.12705	5.95107	5.08417	5.29835	8.99675	7.68633	8.81671	11.4148	NA	NA	NA	NA
AGRN	375790	84.8279	106.117	132.609	149.062	145.662	169.614	141.979	119.743	194.389	168.042	cerebral-cortex	glial-cells	Low	Approved
AGT	183	0.970767	1.19222	0.415807	0.435416	0.237261	0.189136	0.168973	0.306503	0.320183	0.240393	NA	NA	NA	NA
AGTPBP1	23287	4.62903	5.02514	3.16166	2.79048	3.3538	2.59131	3.93423	3.39339	3.73087	4.71248	NA	NA	NA	NA
AGTR1	185	8.63408	5.88707	11.4496	10.7816	12.2793	10.5557	14.0511	13.1837	2.9838	2.97581	NA	NA	NA	NA
AGTRAP	57085	12.4185	14.5689	14.4804	15.3369	16.4444	17.9187	14.769	14.3593	13.4456	12.2186	NA	NA	NA	NA
AHCTF1	25909	21.708	20.6927	20.4715	19.3238	20.8235	20.8917	21.7487	23.8454	14.0482	17.7109	NA	NA	NA	NA
AHCTF1P1	285116	1.45217	1.46538	1.2197	1.09404	1.23149	1.11275	1.55451	1.23512	0.716684	1.00025	NA	NA	NA	NA
AHCY	191	57.2354	61.6496	95.1149	93.4349	97.3198	94.8171	81.5051	75.482	68.148	58.0602	cerebral-cortex	glial-cells	Medium	Approved
AHCYL1	10768	45.9903	41.162	50.8283	45.3993	40.7489	41.1707	43.6487	38.2146	43.8602	39.5042	NA	NA	NA	NA
AHCYL2	23382	5.23794	4.30632	5.10816	5.06422	6.95675	6.44373	4.70573	5.83556	6.8224	5.93112	NA	NA	NA	NA
AHCYP4	129560	0.413959	0.151148	0.251666	0.462941	0.267444	0.193566	0.422705	0.201279	0.233617	0.240548	NA	NA	NA	NA
AHDC1	27245	6.99504	6.45787	5.14396	5.38066	6.62885	6.52226	5.84604	5.74975	8.33016	9.39489	cerebral-cortex	glial-cells	Low	Approved
AHI1	54806	11.1236	7.35098	10.8019	8.62273	9.02102	10.4511	11.443	11.8551	6.75449	10.1701	cerebral-cortex	glial-cells	Medium	Approved
AHNAK	79026	115.046	124.662	110.347	111.116	114.286	104.187	117.222	116.192	149.989	139.882	NA	NA	NA	NA
AHNAK2	113146	13.7343	13.312	16.8716	17.2843	16.3729	17.4615	12.467	11.9827	23.3503	21.5288	NA	NA	NA	NA
AHR	196	27.3817	23.7877	53.3927	62.7567	28.8161	23.1766	41.2838	44.3119	37.3377	43.2363	cerebral-cortex	glial-cells	Low	Enhanced
AHRR	57491	9.20234	11.0649	13.3952	15.9054	10.1719	8.37673	11.3342	10.5468	6.11247	6.22175	NA	NA	NA	NA
AHSA1	10598	344.905	332.119	384.294	401.547	387.172	376.389	337.029	357.668	324.787	299.597	cerebral-cortex	glial-cells	Medium	Supported
AIDA	64853	10.5301	11.5579	14.9819	13.6415	12.7976	13.4933	10.5135	12.3178	10.7991	13.0649	NA	NA	NA	NA
AIF1L	83543	1.26792	1.49645	0.770322	0.471095	3.91943	5.47014	0.318744	0.452012	0.976439	0.950724	NA	NA	NA	NA
AIFM1	9131	23.2844	20.0493	25.1265	24.5198	28.2015	27.808	23.1376	25.3503	27.4628	22.4075	NA	NA	NA	NA
AIFM2	84883	5.05021	5.37981	2.72016	3.54536	2.00697	1.7232	3.41451	3.5868	6.81387	7.08091	NA	NA	NA	NA
AIG1	51390	43.7616	37.9353	40.253	41.163	27.6647	26.0015	23.2242	23.4422	41.7422	37.7809	NA	NA	NA	NA
AIMP1	9255	44.5409	36.5651	36.6556	38.3947	38.8559	29.9516	36.0279	40.7292	28.4177	36.3508	cerebral-cortex	glial-cells	Medium	Supported
AIMP2	7965	24.0226	25.5951	23.5518	25.9548	19.0182	19.1423	22.636	20.86	29.7247	26.3753	cerebral-cortex	glial-cells	Low	Supported
AIP	9049	28.1657	30.6533	32.4344	30.6045	27.3596	26.6421	31.9102	27.2709	33.8412	31.2484	cerebral-cortex	glial-cells	Medium	Approved
AIRE	326	0.10484	0.0910432	0.0136576	0.0149779	0.0548476	0.0353723	0	0.0296922	0.0320482	0.102613	NA	NA	NA	NA
AJUBA	84962	35.3548	36.4637	28.7951	33.9034	27.8736	29.34	35.0765	37.5191	43.8698	41.0644	NA	NA	NA	NA
AK1	203	71.4367	89.3508	104.208	98.5227	82.0554	75.4044	83.8016	86.1289	100.496	80.4568	NA	NA	NA	NA
AK2	204	73.2463	71.8521	68.4709	73.8262	71.3939	63.3116	74.6413	69.6371	72.9243	63.6822	NA	NA	NA	NA
AK2P2	339736	0.150776	0	0.412488	0.148779	0	0.176259	0.288595	1.25677	0	0.16423	NA	NA	NA	NA
AK3	50808	23.0938	22.6073	38.0889	38.3152	41.7012	39.1849	25.3062	29.5567	19.9662	19.5697	NA	NA	NA	NA
AK3P2	100419074	0	0	0.738243	0.665688	0.440585	0.157725	0.129132	0.140587	0	0	NA	NA	NA	NA
AK3P3	100419075	0.332095	0.291031	0.181698	0.458754	0.574351	0.698755	0.635746	0.415199	0.321243	0.144752	NA	NA	NA	NA
AK3P5	100288319	1.06477	1.37772	1.05849	1.33615	4.19475	5.54028	3.70872	2.02191	0.585854	0.844215	NA	NA	NA	NA
AK4	205	9.45538	7.92057	4.97157	5.22146	11.1946	12.6845	8.07776	8.03419	2.43999	2.9246	cerebral-cortex	glial-cells	Medium	Enhanced
AK4P1	206	5.08109	6.00008	2.76812	3.19066	7.98879	7.40541	4.80063	4.67529	1.2767	1.7254	NA	NA	NA	NA
AK5	26289	16.7725	13.0625	23.5171	22.32	8.19364	6.13089	22.8056	26.1643	11.291	6.77894	NA	NA	NA	NA
AK8	158067	0.0688457	0.117416	0.175695	0.113487	0.123447	0.140763	0.204116	0.0855991	0.129596	0.116366	NA	NA	NA	NA
AK9	221264	1.81812	2.25784	1.82174	1.99508	2.65706	3.08195	1.82198	1.51914	2.10145	2.65193	cerebral-cortex	glial-cells	High	Enhanced
AKAP1	8165	7.49456	7.79927	7.72594	7.08757	7.73048	7.57108	7.63686	7.68281	13.2444	8.4437	cerebral-cortex	glial-cells	High	Supported
AKAP10	11216	17.4185	14.4281	13.8844	13.9757	13.2481	17.725	14.2326	15.4226	14.2491	12.3492	cerebral-cortex	glial-cells	Medium	Approved
AKAP11	11215	5.38689	5.81718	5.12024	4.51604	4.6712	5.10956	5.97836	6.15682	3.92345	7.11456	NA	NA	NA	NA
AKAP12	9590	111.702	116.476	130.847	130.489	122.539	117.147	88.576	90.5321	77.4762	110.374	NA	NA	NA	NA
AKAP13	11214	22.0028	27.0256	18.7258	17.5046	27.9309	29.7455	19.7404	23.0469	29.894	36.7776	cerebral-cortex	glial-cells	Medium	Approved
AKAP17A	8227	15.4577	16.741	13.6331	13.8978	19.1418	18.6303	16.0521	13.9363	15.451	16.3319	cerebral-cortex	glial-cells	Medium	Supported
AKAP3	10566	0.0935568	0.571878	0.141411	0.120023	0.584296	0.441079	0.2261	0.311069	0.172412	0.376449	NA	NA	NA	NA
AKAP5	9495	1.28998	1.24892	0.712175	0.696497	0.509605	0.650308	0.51615	0.774943	0.961179	1.1721	cerebral-cortex	glial-cells	Low	Enhanced
AKAP6	9472	0.868535	3.03756	0.378336	0.357035	0.707422	0.970066	0.544125	1.12864	0.983545	1.10794	NA	NA	NA	NA
AKAP7	9465	2.1583	0.862981	1.13221	0.999541	0.991357	1.10508	0.726962	0.711622	0.865392	1.91348	NA	NA	NA	NA
AKAP8	10270	11.7221	14.4273	11.9154	11.0085	12.8356	13.9367	12.838	12.5649	10.204	12.5003	cerebral-cortex	glial-cells	Medium	Supported
AKAP8L	26993	55.7176	57.3921	54.1454	54.8889	60.8839	59.7047	51.8915	49.3252	66.9608	57.6627	cerebral-cortex	glial-cells	High	Enhanced
AKAP9	10142	3.42774	6.5146	2.43832	2.81609	5.72384	8.14362	6.56322	4.96882	2.6899	5.63095	cerebral-cortex	glial-cells	Medium	Supported
AKIP1	56672	43.5488	44.5701	41.2209	42.2996	42.4472	44.6038	27.3908	31.143	75.6464	69.4516	NA	NA	NA	NA
AKIRIN1	79647	90.5456	86.867	124.061	117.679	123.105	122.415	95.6863	94.8069	93.6992	90.7241	cerebral-cortex	glial-cells	Low	Approved
