	SYMBOL	ENTREZID	Ctrl_NIH1.Veh.R1	Ctrl_NIH1.Veh.R2
ANKMY2	ANKMY2	57037	13.0039	13.0137
ANKRA2	ANKRA2	57763	12.0762	17.4382
ANKRD1	ANKRD1	27063	0.662417	0.318394
ANKRD10	ANKRD10	55608	117.476	94.3934
ANKRD10-IT1	ANKRD10-IT1	100505494	8.63289	4.96596
ANKRD11	ANKRD11	29123	46.7398	36.4769
ANKRD12	ANKRD12	23253	21.4522	23.3907
ANKRD13A	ANKRD13A	88455	23.58	18.781
ANKRD13B	ANKRD13B	124930	15.5957	17.4408
ANKRD13C	ANKRD13C	81573	16.2516	12.0769
ANKRD13D	ANKRD13D	338692	22.5524	20.4014
ANKRD16	ANKRD16	54522	4.43319	3.54148
ANKRD17	ANKRD17	26057	27.8155	21.882
ANKRD18EP	ANKRD18EP	100131031	1.71643	1.23195
ANKRD19P	ANKRD19P	138649	0.430193	0.499528
ANKRD20A1	ANKRD20A1	84210	0.329151	0.354805
ANKRD20A18P	ANKRD20A18P	391269	0.303707	0
ANKRD20A2	ANKRD20A2	441430	0.411438	0.171286
ANKRD20A3	ANKRD20A3	441425	1.09239	0.869575
ANKRD20A4	ANKRD20A4	728747	0.93457	0.360208
ANKRD20A7P	ANKRD20A7P	653436	0.245856	0.219404
ANKRD23	ANKRD23	200539	3.24798	2.33225
ANKRD24	ANKRD24	170961	0.211652	0.308913
ANKRD26	ANKRD26	22852	6.99996	7.49207
ANKRD26P4	ANKRD26P4	100873882	0.180304	0
ANKRD27	ANKRD27	84079	7.37497	6.95879
ANKRD28	ANKRD28	23243	12.9141	9.21015
ANKRD29	ANKRD29	147463	0.305419	0.487228
ANKRD33	ANKRD33	341405	0.0353116	0.170782
ANKRD33B	ANKRD33B	651746	0.0661614	0
ANKRD36	ANKRD36	375248	5.96537	4.50742
ANKRD36B	ANKRD36B	57730	3.91325	1.58202
ANKRD36C	ANKRD36C	400986	4.48511	3.19877
ANKRD37	ANKRD37	353322	1.33145	2.24496
ANKRD39	ANKRD39	51239	10.4104	13.3783
ANKRD40	ANKRD40	91369	23.0253	19.9832
ANKRD42	ANKRD42	338699	3.67244	4.68264
ANKRD44	ANKRD44	91526	4.10954	2.03875
ANKRD45	ANKRD45	339416	4.50954	4.0918
ANKRD46	ANKRD46	157567	7.67061	8.38545
ANKRD49	ANKRD49	54851	7.07291	9.38764
ANKRD50	ANKRD50	57182	20.8091	10.5396
ANKRD52	ANKRD52	283373	25.4448	18.4248
ANKRD54	ANKRD54	129138	13.8165	20.2231
ANKRD6	ANKRD6	22881	14.3524	15.0055
ANKRD61	ANKRD61	100310846	1.112	0.496691
ANKRD65	ANKRD65	441869	0.561594	0.692302
ANKRD9	ANKRD9	122416	9.50237	8.70063
ANKS1A	ANKS1A	23294	6.28924	6.33425
ANKS1B	ANKS1B	56899	22.3227	17.4051
ANKS3	ANKS3	124401	11.0425	11.6282
ANKS6	ANKS6	203286	6.02197	5.75252
ANKZF1	ANKZF1	55139	17.4203	20.372
ANLN	ANLN	54443	24.2421	16.5916
ANO1	ANO1	55107	0.667883	0.308645
ANO10	ANO10	55129	14.3331	13.4824
ANO2	ANO2	57101	0.998065	0.208957
ANO3	ANO3	63982	0.156101	0.0629267
ANO4	ANO4	121601	1.1929	0.549884
ANO5	ANO5	203859	2.79041	3.48128
ANO6	ANO6	196527	25.9435	20.8127
ANO7	ANO7	50636	0.394876	0.319471
ANO8	ANO8	57719	13.9385	11.2777
ANP32A	ANP32A	8125	244.099	248.274
ANP32AP1	ANP32AP1	723972	6.0423	7.29177
ANP32B	ANP32B	10541	147.4	143.613
ANP32BP1	ANP32BP1	646791	3.07689	2.29715
ANP32C	ANP32C	23520	0.355405	0.397886
ANP32E	ANP32E	81611	10.9962	3.59359
ANPEP	ANPEP	290	0.06499	0.31357
ANTXR1	ANTXR1	84168	46.7943	44.8656
ANTXR2	ANTXR2	118429	27.7966	18.4046
ANXA1	ANXA1	301	23.6819	33.003
ANXA11	ANXA11	311	11.7234	11.9225
ANXA2	ANXA2	302	205.555	381.177
ANXA2P1	ANXA2P1	303	0.993097	1.11025
ANXA2P2	ANXA2P2	304	21.7869	38.2586
ANXA2R	ANXA2R	389289	0.936386	0.756121
ANXA3	ANXA3	306	0.71939	0.914747
ANXA4	ANXA4	307	4.64797	7.86781
ANXA5	ANXA5	308	150.205	222.947
ANXA6	ANXA6	309	121.935	110.927
ANXA7	ANXA7	310	33.2829	39.6721
ANXA9	ANXA9	8416	0.835931	0.895539
AOAH	AOAH	313	0.398702	0.156204
AOC2	AOC2	314	0.461691	0.362589
AOC3	AOC3	8639	0.0844355	0.261609
AOX1	AOX1	316	0.116119	0.146644
AP1AR	AP1AR	55435	12.7229	11.1542
AP1B1	AP1B1	162	27.8471	22.5723
AP1G1	AP1G1	164	43.8815	34.6029
AP1G2	AP1G2	8906	10.4978	13.9402
AP1M1	AP1M1	8907	33.0791	32.0457
AP1S1	AP1S1	1174	62.3568	81.8962
AP1S2	AP1S2	8905	51.4738	67.8607
AP1S3	AP1S3	130340	1.71267	2.09082
AP2A1	AP2A1	160	38.7996	35.3797
AP2A2	AP2A2	161	42.0615	33.7275
AP2B1	AP2B1	163	73.9598	50.9208
AP2M1	AP2M1	1173	183.929	205.039
AP2S1	AP2S1	1175	105.231	140.224
AP3B1	AP3B1	8546	23.0748	22.5923
AP3B2	AP3B2	8120	7.15395	7.46147
AP3D1	AP3D1	8943	38.9384	38.0718
AP3M1	AP3M1	26985	39.5465	34.6001
AP3M2	AP3M2	10947	16.7922	15.5147
AP3S1	AP3S1	1176	49.7869	57.4297
AP3S2	AP3S2	10239	28.9382	21.4037
AP4B1	AP4B1	10717	13.3109	13.8424
AP4B1-AS1	AP4B1-AS1	100287722	1.20175	0.920757
AP4E1	AP4E1	23431	4.05341	3.81676
AP4M1	AP4M1	9179	13.4409	16.5024
AP4S1	AP4S1	11154	7.2941	7.38591
AP5B1	AP5B1	91056	2.72956	2.30449
AP5M1	AP5M1	55745	19.7071	18.6911
AP5S1	AP5S1	55317	4.87139	5.98994
AP5Z1	AP5Z1	9907	9.01389	10.1441
APAF1	APAF1	317	15.7029	11.5711
APBA1	APBA1	320	0.394708	0.323733
APBA2	APBA2	321	27.482	20.9222
APBA3	APBA3	9546	7.98862	9.37049
APBB1	APBB1	322	35.7169	39.4842
APBB2	APBB2	323	57.6272	37.8676
APBB3	APBB3	10307	16.0231	17.5182
APC	APC	324	19.4985	13.0569
APC2	APC2	10297	24.374	16.018
APCDD1	APCDD1	147495	24.2124	43.7017
APCDD1L	APCDD1L	164284	0.0422255	0.49378
APEH	APEH	327	59.308	60.0517
APEX1	APEX1	328	159.5	190.224
APEX2	APEX2	27301	6.71362	6.17202
APH1A	APH1A	51107	1.11603	1.88833
APH1B	APH1B	83464	16.7482	12.0623
API5	API5	8539	60.7159	54.8552
APIP	APIP	51074	22.2186	25.3569
APLF	APLF	200558	1.4381	1.99878
APLN	APLN	8862	7.35802	0.991235
APLNR	APLNR	187	2.35687	4.05444
APLP1	APLP1	333	104.736	142.963
APLP2	APLP2	334	255.938	241.09
APMAP	APMAP	57136	84.9759	89.9871
APOA1	APOA1	335	0.0619618	0.11083
APOBEC2	APOBEC2	10930	0.0949873	0.254666
APOBEC3B	APOBEC3B	9582	3.78285	5.40518
APOBEC3C	APOBEC3C	27350	2.13054	5.2333
APOBEC3D	APOBEC3D	140564	0.091096	0.212154
APOBEC3F	APOBEC3F	200316	0.903504	2.10852
APOBEC3G	APOBEC3G	60489	0.721851	0.717774
APOC1	APOC1	341	0.681172	1.59626
APOD	APOD	347	0	0.0433978
APOE	APOE	348	4.20861	8.49783
APOL1	APOL1	8542	0.0347978	0.217367
APOL2	APOL2	23780	8.17979	11.6828
APOL3	APOL3	80833	0	0.18976
APOL4	APOL4	80832	0.485227	0.837835
APOL6	APOL6	80830	0.371278	0.514972
APOLD1	APOLD1	81575	16.2241	13.3454
APOO	APOO	79135	23.8795	27.4597
APOOL	APOOL	139322	6.41021	3.40626
APOOP5	APOOP5	644649	0.121897	0.328068
APP	APP	351	381.69	434.674
APPBP2	APPBP2	10513	23.3712	19.2155
APPL1	APPL1	26060	12.7792	10.4337
APPL2	APPL2	55198	39.305	35.1751
APRT	APRT	353	33.1325	53.6613
APTX	APTX	54840	20.9347	26.3561
AQP1	AQP1	358	0.260447	0.531501
AQP11	AQP11	282679	1.78854	2.42562
AQP3	AQP3	360	0.494601	0.83408
AQP4	AQP4	361	12.0529	13.1651
AQP5	AQP5	362	0	0.226312
AQR	AQR	9716	13.2291	13.9365
AR	AR	367	11.7308	7.08806
ARAF	ARAF	369	21.3625	23.1251
ARAP1	ARAP1	116985	10.8215	11.9526
ARAP1-AS1	ARAP1-AS1	100874075	0	6.15273
ARAP1-AS2	ARAP1-AS2	100506020	0.227768	0.126433
ARAP2	ARAP2	116984	1.06499	0.730237
ARAP3	ARAP3	64411	19.4031	11.4953
ARC	ARC	23237	1.16339	1.1309
ARCN1	ARCN1	372	1.50176	1.16739
AREL1	AREL1	9870	23.3198	20.0685
ARF1	ARF1	375	126.467	139.296
ARF3	ARF3	377	71.7131	67.1078
ARF4	ARF4	378	116.153	137.9
ARF4P2	ARF4P2	170485	0.136466	0.122507
ARF5	ARF5	381	105.088	132.822
ARF6	ARF6	382	29.8543	24.4086
ARFGAP1	ARFGAP1	55738	53.5005	57.9337
ARFGAP2	ARFGAP2	84364	41.7584	44.6423
ARFGAP3	ARFGAP3	26286	26.2549	28.7919
ARFGEF1	ARFGEF1	10565	16.3334	17.8323
ARFGEF2	ARFGEF2	10564	7.44692	6.2186
ARFIP1	ARFIP1	27236	21.2534	19.9224
ARFIP2	ARFIP2	23647	26.1408	28.1856
ARFRP1	ARFRP1	10139	11.2753	13.579
ARG2	ARG2	384	1.89862	4.77433
ARGFXP2	ARGFXP2	503640	0.180542	0.269093
ARGLU1	ARGLU1	55082	236.664	206.492
ARHGAP1	ARHGAP1	392	25.701	18.9484
ARHGAP10	ARHGAP10	79658	1.57696	1.36359
ARHGAP11A	ARHGAP11A	9824	40.6182	18.7368
ARHGAP11B	ARHGAP11B	89839	13.4672	8.90277
ARHGAP12	ARHGAP12	94134	33.8821	38.1082
ARHGAP15	ARHGAP15	55843	0.178351	0.115444
ARHGAP17	ARHGAP17	55114	31.0682	28.8001
ARHGAP18	ARHGAP18	93663	8.22917	8.75664
ARHGAP19	ARHGAP19	84986	24.2763	14.5732
ARHGAP19-SLIT1	ARHGAP19-SLIT1	100533184	1.16555	0.915099
ARHGAP20	ARHGAP20	57569	0.149819	0.0504234
ARHGAP21	ARHGAP21	57584	155.918	106.624
ARHGAP22	ARHGAP22	58504	0.782636	0.640489
ARHGAP23	ARHGAP23	57636	7.38032	2.5379
ARHGAP23P1	ARHGAP23P1	102577425	0.391366	0.116454
ARHGAP24	ARHGAP24	83478	3.02441	1.82387
ARHGAP26	ARHGAP26	23092	6.93262	4.29533
ARHGAP28	ARHGAP28	79822	7.69236	5.13357
ARHGAP29	ARHGAP29	9411	18.1492	13.7036
ARHGAP30	ARHGAP30	257106	0.406512	0.31617
ARHGAP31	ARHGAP31	57514	6.37911	4.27832
ARHGAP31-AS1	ARHGAP31-AS1	100874246	0.527651	0.472992
ARHGAP32	ARHGAP32	9743	11.8124	6.87471
ARHGAP33	ARHGAP33	115703	33.6222	21.9535
ARHGAP35	ARHGAP35	2909	37.5506	22.2672
ARHGAP39	ARHGAP39	80728	5.83361	4.71733
ARHGAP4	ARHGAP4	393	0.624089	0.161352
ARHGAP42	ARHGAP42	143872	2.7413	2.04628
ARHGAP44	ARHGAP44	9912	1.16513	0.788096
ARHGAP5	ARHGAP5	394	33.2417	24.6686
ARHGAP5-AS1	ARHGAP5-AS1	84837	1.62845	2.78523
ARHGAP6	ARHGAP6	395	8.27924	4.0059
ARHGAP8	ARHGAP8	23779	0.298551	0.235203
ARHGAP9	ARHGAP9	64333	0.427697	0.483411
ARHGDIA	ARHGDIA	396	132.886	124.204
ARHGDIB	ARHGDIB	397	2.90615	2.17567
ARHGDIG	ARHGDIG	398	0.809056	1.70412
ARHGEF1	ARHGEF1	9138	0.942121	4.01345
ARHGEF10	ARHGEF10	9639	17.6764	10.4162
ARHGEF10L	ARHGEF10L	55160	13.5051	12.0162
ARHGEF11	ARHGEF11	9826	12.6186	9.22853
ARHGEF12	ARHGEF12	23365	28.6216	22.4578
ARHGEF16	ARHGEF16	27237	0.358085	0.346807
ARHGEF17	ARHGEF17	9828	24.4297	16.2524
ARHGEF18	ARHGEF18	23370	12.4731	10.8889
ARHGEF19	ARHGEF19	128272	0.846699	1.11066
ARHGEF2	ARHGEF2	9181	52.5226	46.5067
ARHGEF25	ARHGEF25	115557	20.1016	20.5239
ARHGEF26	ARHGEF26	26084	7.09608	5.80829
ARHGEF26-AS1	ARHGEF26-AS1	100507524	0.191685	1.24108
ARHGEF28	ARHGEF28	64283	0.307994	0.163968
ARHGEF3	ARHGEF3	50650	0.871952	1.50004
ARHGEF33	ARHGEF33	100271715	0.348695	0.41485
ARHGEF37	ARHGEF37	389337	1.0483	0.943473
ARHGEF38	ARHGEF38	54848	0.362665	0.0272527
ARHGEF39	ARHGEF39	84904	5.83344	4.84826
ARHGEF4	ARHGEF4	50649	2.61919	3.36567
ARHGEF40	ARHGEF40	55701	57.8728	49.7843
ARHGEF6	ARHGEF6	9459	15.2055	13.7261
ARHGEF7	ARHGEF7	8874	41.7248	30.7153
ARHGEF7-AS2	ARHGEF7-AS2	100874238	0.720569	0.556005
ARID1A	ARID1A	8289	42.8479	32.9699
ARID1B	ARID1B	57492	17.286	11.824
ARID2	ARID2	196528	13.6256	10.4271
ARID3A	ARID3A	1820	6.18882	3.578
ARID3B	ARID3B	10620	3.17034	2.30551
ARID4A	ARID4A	5926	15.2059	15.1207
ARID4B	ARID4B	51742	27.8959	24.3826
ARID5A	ARID5A	10865	6.12399	8.11077
ARID5B	ARID5B	84159	9.67519	9.08407
ARIH1	ARIH1	25820	23.2025	17.2295
ARIH2	ARIH2	10425	43.3952	36.3926
ARIH2OS	ARIH2OS	646450	0.811659	1.19157
ARL1	ARL1	400	29.6875	28.8281
ARL10	ARL10	285598	16.5858	10.8366
ARL13B	ARL13B	200894	9.21497	9.49868
ARL14EP	ARL14EP	120534	20.3203	17.2423
ARL15	ARL15	54622	10.9731	8.74896
ARL16	ARL16	339231	28.7988	37.0631
ARL17A	ARL17A	51326	1.29673	0.833733
ARL17B	ARL17B	100506084	2.27066	1.66652
ARL2	ARL2	402	29.4047	50.3116
ARL2BP	ARL2BP	23568	61.618	76.9283
ARL3	ARL3	403	19.2316	21.369
ARL4A	ARL4A	10124	15.6921	20.1599
ARL4C	ARL4C	10123	6.36398	9.8485
ARL4D	ARL4D	379	1.63537	3.46466
ARL5A	ARL5A	26225	26.6903	21.5761
ARL5AP3	ARL5AP3	106480778	0.465408	0.418978
ARL5B	ARL5B	221079	12.288	10.8651
ARL5C	ARL5C	390790	0.102532	0.0549005
ARL6	ARL6	84100	4.51445	5.06505
ARL6IP1	ARL6IP1	23204	240.75	210.674
ARL6IP1P2	ARL6IP1P2	646348	0.122881	0.440979
ARL6IP4	ARL6IP4	51329	79.3298	103.956
ARL6IP5	ARL6IP5	10550	62.7202	79.1032
ARL6IP6	ARL6IP6	151188	39.9324	41.2389
ARL8A	ARL8A	127829	33.876	34.187
ARL8B	ARL8B	55207	29.3696	32.5904
ARL9	ARL9	132946	0.128168	0.038171
ARMC1	ARMC1	55156	18.0912	17.7657
ARMC10	ARMC10	83787	9.9562	12.6287
ARMC10P1	ARMC10P1	389137	0.549789	0.614903
ARMC12	ARMC12	221481	0.761402	1.42935
ARMC2	ARMC2	84071	4.07247	2.83609
ARMC3	ARMC3	219681	0	0.621417
ARMC4	ARMC4	55130	5.28043	3.62795
ARMC5	ARMC5	79798	6.56275	6.56521
ARMC6	ARMC6	93436	15.8638	13.3892
ARMC7	ARMC7	79637	6.16444	8.01988
ARMC8	ARMC8	25852	20.9005	17.2864
ARMC9	ARMC9	80210	9.36995	8.31556
ARMCX2	ARMCX2	9823	1.84227	1.41181
ARMCX3	ARMCX3	51566	3.40151	0.59265
ARMCX4	ARMCX4	100131755	1.19037	0.871721
ARMCX5	ARMCX5	64860	12.5153	7.91397
ARNT	ARNT	405	17.0864	13.4612
ARNT2	ARNT2	9915	46.4053	38.6844
ARNTL	ARNTL	406	10.2697	11.0789
ARNTL2	ARNTL2	56938	3.81374	3.35896
ARPC1A	ARPC1A	10552	85.5966	109.915
ARPC1B	ARPC1B	10095	14.516	19.491
ARPC2	ARPC2	10109	143.099	154.11
ARPC3	ARPC3	10094	127.014	180.721
ARPC3P1	ARPC3P1	87171	0.534883	0.960183
ARPC3P5	ARPC3P5	441131	1.5994	0.957063
ARPC4	ARPC4	10093	96.4786	100.877
ARPC4-TTLL3	ARPC4-TTLL3	100526693	16.8852	11.9427
ARPC5	ARPC5	10092	123.841	117.222
ARPC5L	ARPC5L	81873	31.4636	34.6365
ARPP19	ARPP19	10776	94.6761	82.9256
ARPP21	ARPP21	10777	0.202181	0.11666
ARR3	ARR3	407	0.194858	0
ARRB1	ARRB1	408	8.78596	5.2812
ARRB2	ARRB2	409	12.5012	17.177
ARRDC1	ARRDC1	92714	18.8385	19.9426
ARRDC2	ARRDC2	27106	0.800776	1.23988
ARRDC3	ARRDC3	57561	16.8683	18.7571
ARRDC4	ARRDC4	91947	5.43776	6.01693
ARSA	ARSA	410	22.1211	22.1093
ARSB	ARSB	411	12.0642	8.36046
ARSD	ARSD	414	4.6437	5.11197
ARSG	ARSG	22901	0.724195	0.938465
ARSI	ARSI	340075	0.122654	0.0410439
ARSJ	ARSJ	79642	0.92609	1.23598
ARSK	ARSK	153642	3.64484	4.13639
ART3	ART3	419	2.62586	0.75144
ART5	ART5	116969	0.324611	0.607708
ARTN	ARTN	9048	0.439533	0.557085
ARV1	ARV1	64801	12.435	15.5558
ARVCF	ARVCF	421	55.4042	48.8467
AS3MT	AS3MT	57412	11.2164	12.3604
ASAH1	ASAH1	427	58.5535	67.5428
ASAH2	ASAH2	56624	0.266625	0.188128
ASAH2B	ASAH2B	653308	1.9985	1.9145
ASAP1	ASAP1	50807	23.4654	14.9712
ASAP2	ASAP2	8853	12.866	9.16132
ASAP3	ASAP3	55616	22.3009	19.3756
ASB1	ASB1	51665	14.5947	20.0319
ASB12	ASB12	142689	0.169479	0
ASB13	ASB13	79754	7.33069	9.18978
ASB14	ASB14	142686	0.290146	0.28571
ASB16	ASB16	92591	1.5033	1.23976
ASB16-AS1	ASB16-AS1	339201	7.38137	6.03464
ASB18	ASB18	401036	0.273689	0.0390453
ASB2	ASB2	51676	0.336914	0.336067
ASB3	ASB3	51130	0.627194	0
ASB4	ASB4	51666	0.0376002	0.0947913
ASB6	ASB6	140459	10.455	8.6949
ASB7	ASB7	140460	5.2419	4.24212
ASB8	ASB8	140461	19.112	21.0086
ASB9	ASB9	140462	0.0306411	0.0903862
ASCC1	ASCC1	51008	25.2151	27.7223
ASCC2	ASCC2	84164	15.2154	15.3043
ASCC3	ASCC3	10973	13.7663	17.6829
ASCL1	ASCL1	429	13.8968	18.8335
ASCL3	ASCL3	56676	0.20672	0
ASCL5	ASCL5	647219	0.173771	0.132951
ASF1A	ASF1A	25842	24.5103	25.8723
ASF1B	ASF1B	55723	25.7083	24.2515
ASGR1	ASGR1	432	7.30823	8.77332
ASH1L	ASH1L	55870	16.1348	10.3131
ASH1L-AS1	ASH1L-AS1	645676	2.34852	3.06222
ASH2L	ASH2L	9070	31.603	31.6245
ASIC1	ASIC1	41	10.231	7.74379
ASIC2	ASIC2	40	0.153122	0.135176
ASIC3	ASIC3	9311	3.02771	3.5193
ASIC4	ASIC4	55515	0.201371	0.329859
ASIP	ASIP	434	0.115716	0
ASL	ASL	435	12.8355	14.1924
ASMTL	ASMTL	8623	11.772	12.1461
ASMTL-AS1	ASMTL-AS1	80161	15.6415	10.0736
ASNS	ASNS	440	22.6306	34.6148
ASNSD1	ASNSD1	54529	28.456	26.8831
ASNSP3	ASNSP3	100423061	0.163522	0.0365216
ASPDH	ASPDH	554235	0.372058	0.0924444
ASPH	ASPH	444	44.7244	43.7285
ASPHD1	ASPHD1	253982	0.582743	1.2242
ASPHD2	ASPHD2	57168	3.96947	5.6017
ASPM	ASPM	259266	19.6865	13.4847
ASPN	ASPN	54829	0.044524	0.106841
ASPRV1	ASPRV1	151516	0.80476	1.19031
ASPSCR1	ASPSCR1	79058	14.0245	14.5255
ASRGL1	ASRGL1	80150	15.1166	15.5618
ASS1	ASS1	445	1.93154	9.27533
ASS1P1	ASS1P1	442167	1.56895	1.47974
ASS1P12	ASS1P12	392302	1.2321	1.41544
ASS1P2	ASS1P2	447	0.132537	0.59207
ASTE1	ASTE1	28990	1.02326	0.904565
ASTN1	ASTN1	460	3.66832	2.60223
ASTN2	ASTN2	23245	2.71598	5.63356
ASXL1	ASXL1	171023	41.1669	27.6342
ASXL2	ASXL2	55252	8.23162	4.90113
ASXL3	ASXL3	80816	1.29238	0.792202
ATAD1	ATAD1	84896	23.8312	23.7039
ATAD2	ATAD2	29028	27.0621	15.9114
ATAD2B	ATAD2B	54454	11.3043	9.31513
ATAD3A	ATAD3A	55210	15.0718	14.4323
ATAD3B	ATAD3B	83858	15.9139	14.3084
ATAD5	ATAD5	79915	6.29225	4.15503
ATCAY	ATCAY	85300	7.74449	8.49626
ATE1	ATE1	11101	12.2179	12.8565
ATE1-AS1	ATE1-AS1	100130887	0.605502	0.890465
ATF1	ATF1	466	10.8653	10.819
ATF2	ATF2	1386	26.7232	21.8061
ATF3	ATF3	467	1.36379	4.76941
ATF4	ATF4	468	190.455	192.941
ATF4P3	ATF4P3	643159	1.31802	2.16792
ATF4P4	ATF4P4	100127952	0.407281	0.445802
ATF5	ATF5	22809	10.113	6.60412
ATF6	ATF6	22926	10.7862	10.5242
ATF7	ATF7	11016	16.6981	13.1228
ATF7IP	ATF7IP	55729	29.8898	11.1872
ATF7IP2	ATF7IP2	80063	7.78502	6.20761
ATG10	ATG10	83734	6.95266	12.4197
ATG12	ATG12	9140	37.1307	33.5491
ATG13	ATG13	9776	22.7257	26.7435
ATG14	ATG14	22863	7.53977	7.808
ATG16L1	ATG16L1	55054	9.02823	10.1859
ATG16L2	ATG16L2	89849	19.4655	16.7003
ATG2A	ATG2A	23130	5.26211	5.3688
ATG2B	ATG2B	55102	7.52651	5.30929
ATG3	ATG3	64422	26.6204	33.1103
ATG4A	ATG4A	115201	3.14082	4.22384
ATG4B	ATG4B	23192	53.7065	53.1738
ATG4C	ATG4C	84938	4.55753	5.11462
ATG4D	ATG4D	84971	16.8972	18.6717
ATG5	ATG5	9474	10.101	10.5973
ATG7	ATG7	10533	9.94005	7.99269
ATG9A	ATG9A	79065	17.2295	18.7918
ATG9B	ATG9B	285973	0.140079	0.243953
ATIC	ATIC	471	42.1752	47.0113
ATL1	ATL1	51062	12.9647	10.8508
ATL2	ATL2	64225	27.6502	22.6266
ATL3	ATL3	25923	7.05831	7.37572
ATM	ATM	472	24.9274	18.2435
ATMIN	ATMIN	23300	32.5523	24.9191
ATOH7	ATOH7	220202	0.105571	0.251429
ATOH8	ATOH8	84913	47.2904	41.1436
ATOX1	ATOX1	475	50.9842	81.3101
ATP10A	ATP10A	57194	2.84215	1.08103
ATP10B	ATP10B	23120	19.4562	16.3225
ATP10D	ATP10D	57205	7.41422	6.45161
ATP11A	ATP11A	23250	14.5915	7.4595
ATP11B	ATP11B	23200	13.3907	8.65246
ATP11C	ATP11C	286410	8.16414	7.42253
ATP13A1	ATP13A1	57130	20.6372	16.1218
ATP13A2	ATP13A2	23400	10.9096	12.2712
ATP13A3	ATP13A3	79572	27.4206	17.7579
ATP13A4	ATP13A4	84239	0.156414	0.317327
ATP1A1	ATP1A1	476	62.4587	57.3122
ATP1A2	ATP1A2	477	89.7919	95.4949
ATP1A3	ATP1A3	478	0.865749	0.582932
ATP1A4	ATP1A4	480	0.233451	0.154744
ATP1B1	ATP1B1	481	94.5303	60.5588
ATP1B2	ATP1B2	482	15.2656	19.4074
ATP1B3	ATP1B3	483	68.0878	82.0809
ATP1B3-AS1	ATP1B3-AS1	100874077	0.244767	0.661158
ATP2A1	ATP2A1	487	1.7798	2.27914
ATP2A2	ATP2A2	488	98.662	88.6012
ATP2A3	ATP2A3	489	0.15878	0.145957
ATP2B1	ATP2B1	490	33.1609	19.2332
ATP2B2	ATP2B2	491	0.548753	1.86453
ATP2B4	ATP2B4	493	37.8909	34.2176
ATP2C1	ATP2C1	27032	38.3965	42.6902
ATP2C2	ATP2C2	9914	0.550125	0.177574
ATP6AP1	ATP6AP1	537	1.80241	34.6273
ATP6AP1L	ATP6AP1L	92270	2.73003	4.46045
ATP6AP2	ATP6AP2	10159	70.0228	82.1309
ATP6V0A1	ATP6V0A1	535	23.0115	23.8619
ATP6V0A2	ATP6V0A2	23545	12.3012	8.26551
ATP6V0B	ATP6V0B	533	45.7008	70.4386
ATP6V0C	ATP6V0C	527	87.4661	117.948
ATP6V0CP1	ATP6V0CP1	100132978	0.402313	0.191921
ATP6V0D1	ATP6V0D1	9114	41.7744	58.8137
ATP6V0E1	ATP6V0E1	8992	38.3809	71.1629
ATP6V0E2	ATP6V0E2	155066	29.1553	38.5166
ATP6V0E2-AS1	ATP6V0E2-AS1	401431	2.13351	2.21597
ATP6V1A	ATP6V1A	523	20.3308	21.752
ATP6V1B2	ATP6V1B2	526	52.043	53.9369
ATP6V1C1	ATP6V1C1	528	18.5165	19.1855
ATP6V1C2	ATP6V1C2	245973	1.32639	2.19957
ATP6V1D	ATP6V1D	51382	37.6452	55.681
ATP6V1E1	ATP6V1E1	529	44.2858	58.678
ATP6V1E1P1	ATP6V1E1P1	343515	0.838945	0.668058
ATP6V1E2	ATP6V1E2	90423	2.29236	1.91765
ATP6V1F	ATP6V1F	9296	84.393	130.351
ATP6V1G1	ATP6V1G1	9550	95.4838	120.258
ATP6V1H	ATP6V1H	51606	22.4051	28.0664
ATP7B	ATP7B	540	5.54666	3.96715
ATP8A1	ATP8A1	10396	2.11658	2.43859
ATP8A2	ATP8A2	51761	0.375782	0.341674
ATP8B1	ATP8B1	5205	0.221605	0.144293
ATP8B2	ATP8B2	57198	12.8438	8.9311
ATP8B3	ATP8B3	148229	0.464906	0.795129
ATP9A	ATP9A	10079	30.4028	19.0377
ATP9B	ATP9B	374868	8.70008	8.46503
ATPAF1	ATPAF1	64756	44.293	48.0492
ATPAF2	ATPAF2	91647	11.1286	13.3318
ATR	ATR	545	10.2213	14.6728
ATRAID	ATRAID	51374	46.7408	66.5589
ATRIP	ATRIP	84126	6.09779	4.1558
ATRN	ATRN	8455	20.2304	16.5405
ATRNL1	ATRNL1	26033	0.891937	0.834793
ATRX	ATRX	546	2.03536	0.87606
ATXN1	ATXN1	6310	4.55014	5.22381
ATXN10	ATXN10	25814	151.76	183.216
ATXN1L	ATXN1L	342371	12.9837	9.75681
ATXN2	ATXN2	6311	31.5127	30.8663
ATXN2L	ATXN2L	11273	69.6289	62.8343
ATXN3	ATXN3	4287	12.529	13.5867
ATXN7	ATXN7	6314	7.66701	5.34608
ATXN7L1	ATXN7L1	222255	5.16399	4.40696
ATXN7L2	ATXN7L2	127002	6.00806	8.50813
ATXN7L3	ATXN7L3	56970	40.451	32.7067
ATXN7L3B	ATXN7L3B	552889	51.4026	42.2381
AUH	AUH	549	6.63079	8.80947
AUNIP	AUNIP	79000	2.34595	2.77347
AUP1	AUP1	550	41.777	48.5246
AURKA	AURKA	6790	27.7347	22.2123
AURKAIP1	AURKAIP1	54998	43.2904	64.2635
AURKB	AURKB	9212	49.092	47.6872
