	SYMBOL	ENTREZID	Ctrl_Fam.Veh.R1	Ctrl_Fam.Veh.R2
ANKRA2	ANKRA2	57763	14.6203	11.9156
ANKRD1	ANKRD1	27063	0.102735	1.23308
ANKRD10	ANKRD10	55608	99.5855	97.7043
ANKRD10-IT1	ANKRD10-IT1	100505494	7.7147	4.38559
ANKRD11	ANKRD11	29123	44.7354	42.6297
ANKRD12	ANKRD12	23253	18.0718	13.4123
ANKRD13A	ANKRD13A	88455	15.9839	20.3398
ANKRD13B	ANKRD13B	124930	16.4897	20.1145
ANKRD13C	ANKRD13C	81573	16.2922	13.8561
ANKRD13D	ANKRD13D	338692	21.3247	29.0659
ANKRD16	ANKRD16	54522	2.56165	6.13477
ANKRD17	ANKRD17	26057	25.4164	19.5673
ANKRD18EP	ANKRD18EP	100131031	0.9969	1.14149
ANKRD19P	ANKRD19P	138649	0.951531	0.54304
ANKRD20A1	ANKRD20A1	84210	0.359517	0.485102
ANKRD20A18P	ANKRD20A18P	391269	0	0
ANKRD20A2	ANKRD20A2	441430	0.262724	0.338102
ANKRD20A3	ANKRD20A3	441425	0.938604	0.566496
ANKRD20A4	ANKRD20A4	728747	0.174499	0.296619
ANKRD20A7P	ANKRD20A7P	653436	0.0826201	0.176027
ANKRD23	ANKRD23	200539	1.57399	1.39274
ANKRD24	ANKRD24	170961	0.6492	0.48066
ANKRD26	ANKRD26	22852	5.43411	6.22521
ANKRD26P4	ANKRD26P4	100873882	0.121124	0.0652978
ANKRD27	ANKRD27	84079	7.51417	5.72783
ANKRD28	ANKRD28	23243	15.4851	14.26
ANKRD29	ANKRD29	147463	1.00954	0.28224
ANKRD33	ANKRD33	341405	0	0
ANKRD33B	ANKRD33B	651746	0.133427	0.0713404
ANKRD36	ANKRD36	375248	0.484837	0.758679
ANKRD36B	ANKRD36B	57730	1.2515	1.36383
ANKRD36C	ANKRD36C	400986	1.94145	2.47411
ANKRD37	ANKRD37	353322	3.0289	2.49166
ANKRD39	ANKRD39	51239	4.8451	11.0112
ANKRD40	ANKRD40	91369	25.0509	23.5435
ANKRD42	ANKRD42	338699	6.17114	5.15148
ANKRD44	ANKRD44	91526	3.40498	1.01112
ANKRD45	ANKRD45	339416	3.70423	7.19736
ANKRD46	ANKRD46	157567	6.80052	6.1105
ANKRD49	ANKRD49	54851	10.0022	7.62088
ANKRD50	ANKRD50	57182	8.24034	5.88915
ANKRD52	ANKRD52	283373	22.013	27.1244
ANKRD54	ANKRD54	129138	19.6304	16.9938
ANKRD6	ANKRD6	22881	7.62624	15.8799
ANKRD61	ANKRD61	100310846	0.0861995	0.416024
ANKRD65	ANKRD65	441869	0.694672	0.511722
ANKRD9	ANKRD9	122416	7.23941	11.9136
ANKS1A	ANKS1A	23294	6.15922	7.29362
ANKS1B	ANKS1B	56899	7.49508	17.7005
ANKS3	ANKS3	124401	13.2737	14.8426
ANKS6	ANKS6	203286	8.26446	9.63265
ANKZF1	ANKZF1	55139	21.9684	27.3747
ANLN	ANLN	54443	18.2458	17.9489
ANO1	ANO1	55107	4.35612	0.373562
ANO10	ANO10	55129	16.9131	19.3537
ANO2	ANO2	57101	0.0260389	0.111924
ANO3	ANO3	63982	0.00711504	0.0483396
ANO4	ANO4	121601	2.83162	3.9064
ANO5	ANO5	203859	0.376571	0.195994
ANO6	ANO6	196527	23.6763	25.0966
ANO7	ANO7	50636	0.133965	0.251339
ANO8	ANO8	57719	8.71745	17.5172
ANP32A	ANP32A	8125	180.603	182.53
ANP32AP1	ANP32AP1	723972	4.84016	4.4776
ANP32B	ANP32B	10541	92.5617	106.527
ANP32BP1	ANP32BP1	646791	2.09955	1.28084
ANP32C	ANP32C	23520	0.358007	0.0973541
ANP32E	ANP32E	81611	3.32009	18.5691
ANPEP	ANPEP	290	1.9731	1.41887
ANTXR1	ANTXR1	84168	42.3699	48.7017
ANTXR2	ANTXR2	118429	33.4359	39.2448
ANXA1	ANXA1	301	164.414	197.935
ANXA11	ANXA11	311	8.62318	7.14976
ANXA2	ANXA2	302	605.355	654.541
ANXA2P1	ANXA2P1	303	1.62611	0.202423
ANXA2P2	ANXA2P2	304	64.7559	53.7818
ANXA2R	ANXA2R	389289	1.48341	2.15606
ANXA3	ANXA3	306	0.43113	0.998364
ANXA4	ANXA4	307	9.73817	10.6518
ANXA5	ANXA5	308	441.909	390.19
ANXA6	ANXA6	309	80.2721	122.079
ANXA7	ANXA7	310	44.4144	42.4632
ANXA9	ANXA9	8416	0.758402	0.779728
AOAH	AOAH	313	0.0214175	0
AOC2	AOC2	314	2.17838	0.475726
AOC3	AOC3	8639	0.669719	0.306929
AOX1	AOX1	316	0.873468	0.550438
AP1AR	AP1AR	55435	14.2463	8.16901
AP1B1	AP1B1	162	21.8239	30.0679
AP1G1	AP1G1	164	39.0568	29.1371
AP1G2	AP1G2	8906	8.78766	12.9962
AP1M1	AP1M1	8907	32.7179	41.4829
AP1S1	AP1S1	1174	90.8828	115.965
AP1S2	AP1S2	8905	150.622	162.951
AP1S3	AP1S3	130340	2.96495	3.04526
AP2A1	AP2A1	160	42.8749	52.3546
AP2A2	AP2A2	161	29.2266	37.463
AP2B1	AP2B1	163	58.5949	69.6763
AP2M1	AP2M1	1173	231.829	255.918
AP2S1	AP2S1	1175	150.268	139.719
AP3B1	AP3B1	8546	24.1879	20.7404
AP3B2	AP3B2	8120	4.78446	5.5336
AP3D1	AP3D1	8943	41.2501	43.5694
AP3M1	AP3M1	26985	39.2123	37.9389
AP3M2	AP3M2	10947	17.0468	16.5091
AP3S1	AP3S1	1176	48.5021	42.4948
AP3S2	AP3S2	10239	28.2924	30.6332
AP4B1	AP4B1	10717	14.9127	13.9603
AP4B1-AS1	AP4B1-AS1	100287722	0.985719	1.12412
AP4E1	AP4E1	23431	3.4742	2.65486
AP4M1	AP4M1	9179	9.39372	13.5879
AP4S1	AP4S1	11154	7.57481	8.32292
AP5B1	AP5B1	91056	2.98124	3.19019
AP5M1	AP5M1	55745	23.6931	18.6043
AP5S1	AP5S1	55317	5.01206	7.93545
AP5Z1	AP5Z1	9907	11.6798	16.5322
APAF1	APAF1	317	16.2507	11.3819
APBA1	APBA1	320	0.253267	0.839755
APBA2	APBA2	321	18.4745	21.1315
APBA3	APBA3	9546	8.15377	10.2494
APBB1	APBB1	322	35.0618	43.1581
APBB2	APBB2	323	18.5372	22.9317
APBB3	APBB3	10307	14.989	32.1698
APC	APC	324	31.4979	31.1675
APC2	APC2	10297	18.8766	31.2336
APCDD1	APCDD1	147495	13.5214	36.9331
APCDD1L	APCDD1L	164284	9.65581	16.1581
APEH	APEH	327	41.4466	62.3538
APEX1	APEX1	328	156.577	181.229
APEX2	APEX2	27301	5.15613	8.05471
APH1A	APH1A	51107	2.36302	1.75323
APH1B	APH1B	83464	13.122	16.3812
API5	API5	8539	55.9805	50.1869
APIP	APIP	51074	22.4959	22.0228
APLF	APLF	200558	0.955551	0.421248
APLN	APLN	8862	0.333445	1.21026
APLNR	APLNR	187	0	0
APLP1	APLP1	333	111.047	134.199
APLP2	APLP2	334	379.22	397.721
APMAP	APMAP	57136	82.3427	82.3021
APOA1	APOA1	335	0.310301	0.134838
APOBEC2	APOBEC2	10930	0.0957299	0.0514097
APOBEC3B	APOBEC3B	9582	2.10268	2.10793
APOBEC3C	APOBEC3C	27350	5.20081	5.41263
APOBEC3D	APOBEC3D	140564	0.144598	0.0627783
APOBEC3F	APOBEC3F	200316	1.07566	0.96074
APOBEC3G	APOBEC3G	60489	0.20958	0.457046
APOC1	APOC1	341	1.52299	0.645994
APOD	APOD	347	1.22342	0
APOE	APOE	348	24.2762	15.835
APOL1	APOL1	8542	0.731082	1.3254
APOL2	APOL2	23780	18.5427	20.6782
APOL3	APOL3	80833	0.381471	0.687741
APOL4	APOL4	80832	2.21774	2.35217
APOL6	APOL6	80830	2.65762	1.89142
APOLD1	APOLD1	81575	7.69148	8.18
APOO	APOO	79135	25.2973	26.6027
APOOL	APOOL	139322	4.09604	4.1655
APOOP5	APOOP5	644649	0.245471	0.134872
APP	APP	351	358.732	422.058
APPBP2	APPBP2	10513	22.9227	15.7419
APPL1	APPL1	26060	15.5479	10.5596
APPL2	APPL2	55198	23.6507	28.6138
APRT	APRT	353	62.4818	68.6794
APTX	APTX	54840	21.5671	23.4466
AQP1	AQP1	358	4.64353	6.41014
AQP11	AQP11	282679	1.45182	2.22195
AQP3	AQP3	360	0.775573	0.524725
AQP4	AQP4	361	7.13775	10.9492
AQP5	AQP5	362	0	0.0390536
AQR	AQR	9716	10.5687	11.2983
AR	AR	367	6.31581	7.85581
ARAF	ARAF	369	18.7613	20.216
ARAP1	ARAP1	116985	7.47384	10.4577
ARAP1-AS1	ARAP1-AS1	100874075	4.94473	4.43183
ARAP1-AS2	ARAP1-AS2	100506020	0.171593	0.302312
ARAP2	ARAP2	116984	4.84781	10.1771
ARAP3	ARAP3	64411	1.07086	1.53898
ARC	ARC	23237	0.575092	0.545302
ARCN1	ARCN1	372	1.85806	1.71952
AREL1	AREL1	9870	17.235	19.3699
ARF1	ARF1	375	169.976	183.772
ARF3	ARF3	377	63.8338	72.9284
ARF4	ARF4	378	158.742	139.038
ARF4P2	ARF4P2	170485	0.137379	0
ARF5	ARF5	381	101.35	112.075
ARF6	ARF6	382	26.6945	23.2153
ARFGAP1	ARFGAP1	55738	46.7341	69.5265
ARFGAP2	ARFGAP2	84364	34.2398	48.8605
ARFGAP3	ARFGAP3	26286	36.5729	25.7338
ARFGEF1	ARFGEF1	10565	22.9035	22.7689
ARFGEF2	ARFGEF2	10564	6.45979	5.16972
ARFIP1	ARFIP1	27236	20.2913	20.6156
ARFIP2	ARFIP2	23647	27.541	29.1738
ARFRP1	ARFRP1	10139	12.66	17.8656
ARG2	ARG2	384	2.0143	2.59287
ARGFXP2	ARGFXP2	503640	0.121283	0.326928
ARGLU1	ARGLU1	55082	180.544	123.586
ARHGAP1	ARHGAP1	392	20.3048	36.097
ARHGAP10	ARHGAP10	79658	2.95238	3.26275
ARHGAP11A	ARHGAP11A	9824	19.9542	16.2136
ARHGAP11B	ARHGAP11B	89839	8.7726	8.92617
ARHGAP12	ARHGAP12	94134	69.8534	52.0313
ARHGAP15	ARHGAP15	55843	0	0.428329
ARHGAP17	ARHGAP17	55114	26.9926	30.2594
ARHGAP18	ARHGAP18	93663	5.54546	13.2875
ARHGAP19	ARHGAP19	84986	22.4715	22.859
ARHGAP19-SLIT1	ARHGAP19-SLIT1	100533184	0.259685	0.111301
ARHGAP20	ARHGAP20	57569	0.0244279	0.04019
ARHGAP21	ARHGAP21	57584	53.6957	67.2359
ARHGAP22	ARHGAP22	58504	0.93136	1.0897
ARHGAP23	ARHGAP23	57636	1.69841	0.842486
ARHGAP23P1	ARHGAP23P1	102577425	0.0789059	0
ARHGAP24	ARHGAP24	83478	2.5951	0.781785
ARHGAP26	ARHGAP26	23092	2.43385	2.73961
ARHGAP28	ARHGAP28	79822	3.15909	3.97917
ARHGAP29	ARHGAP29	9411	16.07	10.7569
ARHGAP30	ARHGAP30	257106	0.0997252	0.131937
ARHGAP31	ARHGAP31	57514	17.4312	14.6909
ARHGAP31-AS1	ARHGAP31-AS1	100874246	0.318835	0.464817
ARHGAP32	ARHGAP32	9743	8.09201	8.33423
ARHGAP33	ARHGAP33	115703	15.5662	27.8066
ARHGAP35	ARHGAP35	2909	23.9066	27.8944
ARHGAP39	ARHGAP39	80728	5.38507	6.05599
ARHGAP4	ARHGAP4	393	0.092717	0.193317
ARHGAP42	ARHGAP42	143872	5.7839	5.9525
ARHGAP44	ARHGAP44	9912	1.28471	0.227339
ARHGAP5	ARHGAP5	394	43.0394	31.8236
ARHGAP5-AS1	ARHGAP5-AS1	84837	3.56958	3.57408
ARHGAP6	ARHGAP6	395	2.74685	2.48507
ARHGAP8	ARHGAP8	23779	0.168257	0.0743172
ARHGAP9	ARHGAP9	64333	0.404151	0.164657
ARHGDIA	ARHGDIA	396	165.758	215.098
ARHGDIB	ARHGDIB	397	2.04664	0.907012
ARHGDIG	ARHGDIG	398	3.88101	5.41227
ARHGEF1	ARHGEF1	9138	4.36829	0.641913
ARHGEF10	ARHGEF10	9639	19.4115	23.7494
ARHGEF10L	ARHGEF10L	55160	12.1703	14.0935
ARHGEF11	ARHGEF11	9826	13.3848	18.2705
ARHGEF12	ARHGEF12	23365	42.2783	31.136
ARHGEF16	ARHGEF16	27237	0.0908533	0.170688
ARHGEF17	ARHGEF17	9828	13.8141	15.8828
ARHGEF18	ARHGEF18	23370	10.0548	13.1176
ARHGEF19	ARHGEF19	128272	1.75393	2.18653
ARHGEF2	ARHGEF2	9181	30.7471	33.8495
ARHGEF25	ARHGEF25	115557	17.5582	30.0121
ARHGEF26	ARHGEF26	26084	20.0577	20.7447
ARHGEF26-AS1	ARHGEF26-AS1	100507524	2.82947	2.10092
ARHGEF28	ARHGEF28	64283	0.582902	1.0819
ARHGEF3	ARHGEF3	50650	20.8026	12.6111
ARHGEF33	ARHGEF33	100271715	0.67893	0.15955
ARHGEF37	ARHGEF37	389337	0.797548	3.39719
ARHGEF38	ARHGEF38	54848	0	0
ARHGEF39	ARHGEF39	84904	4.51199	4.9324
ARHGEF4	ARHGEF4	50649	2.32147	5.35918
ARHGEF40	ARHGEF40	55701	49.9432	65.0879
ARHGEF6	ARHGEF6	9459	17.8663	23.1845
ARHGEF7	ARHGEF7	8874	59.3917	75.344
ARHGEF7-AS2	ARHGEF7-AS2	100874238	0.0876818	0.413635
ARID1A	ARID1A	8289	24.0265	26.7482
ARID1B	ARID1B	57492	11.5213	11.113
ARID2	ARID2	196528	10.1329	7.29425
ARID3A	ARID3A	1820	2.82514	2.70585
ARID3B	ARID3B	10620	2.24101	1.85209
ARID4A	ARID4A	5926	12.2889	12.7104
ARID4B	ARID4B	51742	22.3058	21.3491
ARID5A	ARID5A	10865	10.1852	9.63094
ARID5B	ARID5B	84159	8.41752	8.53084
ARIH1	ARIH1	25820	17.9095	16.4526
ARIH2	ARIH2	10425	36.2823	39.1965
ARIH2OS	ARIH2OS	646450	0.658341	1.22661
ARL1	ARL1	400	35.8979	29.2475
ARL10	ARL10	285598	14.4105	14.7242
ARL13B	ARL13B	200894	10.0729	7.01723
ARL14EP	ARL14EP	120534	16.2526	19.5342
ARL15	ARL15	54622	10.4151	13.6324
ARL16	ARL16	339231	53.9814	60.8289
ARL17A	ARL17A	51326	1.2356	0.341287
ARL17B	ARL17B	100506084	1.78899	0.874673
ARL2	ARL2	402	49.154	61.9974
ARL2BP	ARL2BP	23568	70.1487	70.2621
ARL3	ARL3	403	15.6078	17.214
ARL4A	ARL4A	10124	10.763	9.29805
ARL4C	ARL4C	10123	113.301	72.1848
ARL4D	ARL4D	379	4.2343	3.80093
ARL5A	ARL5A	26225	46.799	30.4898
ARL5AP3	ARL5AP3	106480778	0.467942	0.265766
ARL5B	ARL5B	221079	13.4059	8.11124
ARL5C	ARL5C	390790	0	0
ARL6	ARL6	84100	4.01263	3.80522
ARL6IP1	ARL6IP1	23204	275.279	244.979
ARL6IP1P2	ARL6IP1P2	646348	0	0.272002
ARL6IP4	ARL6IP4	51329	68.8644	93.5274
ARL6IP5	ARL6IP5	10550	108.158	105.151
ARL6IP6	ARL6IP6	151188	33.3318	31.4257
ARL8A	ARL8A	127829	64.305	57.1247
ARL8B	ARL8B	55207	52.7982	40.7992
ARL9	ARL9	132946	1.11954	0.369448
ARMC1	ARMC1	55156	19.0404	20.2905
ARMC10	ARMC10	83787	16.3169	14.0861
ARMC10P1	ARMC10P1	389137	0.912957	0.102918
ARMC12	ARMC12	221481	2.50087	2.74856
ARMC2	ARMC2	84071	1.49997	2.87763
ARMC3	ARMC3	219681	0.020489	0
ARMC4	ARMC4	55130	1.4254	0.96781
ARMC5	ARMC5	79798	7.06246	6.50369
ARMC6	ARMC6	93436	13.2778	17.8337
ARMC7	ARMC7	79637	8.70448	8.29132
ARMC8	ARMC8	25852	14.8151	13.8887
ARMC9	ARMC9	80210	7.65547	12.3202
ARMCX2	ARMCX2	9823	1.81738	1.4961
ARMCX3	ARMCX3	51566	3.18924	0.814018
ARMCX4	ARMCX4	100131755	0.584075	0.78435
ARMCX5	ARMCX5	64860	5.03875	5.25481
ARNT	ARNT	405	11.5195	10.4058
ARNT2	ARNT2	9915	34.9852	82.3314
ARNTL	ARNTL	406	15.2617	13.8639
ARNTL2	ARNTL2	56938	4.97173	5.433
ARPC1A	ARPC1A	10552	96.6587	101.791
ARPC1B	ARPC1B	10095	24.6622	19.4818
ARPC2	ARPC2	10109	183.652	175.865
ARPC3	ARPC3	10094	167.024	153.066
ARPC3P1	ARPC3P1	87171	0.538466	0.593639
ARPC3P5	ARPC3P5	441131	2.01271	1.03572
ARPC4	ARPC4	10093	123.5	175.795
ARPC4-TTLL3	ARPC4-TTLL3	100526693	10.0505	18.9477
ARPC5	ARPC5	10092	121.185	153.273
ARPC5L	ARPC5L	81873	42.5975	37.8844
ARPP19	ARPP19	10776	100.079	87.2973
ARPP21	ARPP21	10777	1.44873	0.920889
ARR3	ARR3	407	0	0.0446133
ARRB1	ARRB1	408	0.906351	2.24375
ARRB2	ARRB2	409	15.79	19.3028
ARRDC1	ARRDC1	92714	14.306	17.1082
ARRDC2	ARRDC2	27106	0.879632	0.638857
ARRDC3	ARRDC3	57561	12.7195	9.47209
ARRDC4	ARRDC4	91947	11.1066	15.9097
ARSA	ARSA	410	21.5204	32.5479
ARSB	ARSB	411	11.501	12.3152
ARSD	ARSD	414	6.7262	13.2751
ARSG	ARSG	22901	1.13823	1.01629
ARSI	ARSI	340075	1.71581	1.18376
ARSJ	ARSJ	79642	13.19	8.90885
ARSK	ARSK	153642	5.50909	5.30288
ART3	ART3	419	0.481359	1.15564
ART5	ART5	116969	0.55285	0.1996
ARTN	ARTN	9048	1.35957	1.39621
ARV1	ARV1	64801	15.1907	15.3411
ARVCF	ARVCF	421	31.6772	69.2162
AS3MT	AS3MT	57412	5.2076	7.69189
ASAH1	ASAH1	427	74.0057	76.549
ASAH2	ASAH2	56624	0.22644	0.291184
ASAH2B	ASAH2B	653308	2.20472	1.66199
ASAP1	ASAP1	50807	18.8494	22.4394
ASAP2	ASAP2	8853	16.1352	13.1338
ASAP3	ASAP3	55616	21.8516	25.9484
ASB1	ASB1	51665	19.7933	24.4789
ASB12	ASB12	142689	0.197845	0
ASB13	ASB13	79754	7.98841	11.4287
ASB14	ASB14	142686	0.260955	0.17988
ASB16	ASB16	92591	0.775368	1.4174
ASB16-AS1	ASB16-AS1	339201	4.85963	6.63637
ASB18	ASB18	401036	0.0780478	0.265443
ASB2	ASB2	51676	0.0232262	0.0552976
ASB3	ASB3	51130	0.22298	0
ASB4	ASB4	51666	0.160197	0.0671232
ASB6	ASB6	140459	10.0417	12.1189
ASB7	ASB7	140460	4.64692	3.25396
ASB8	ASB8	140461	14.6397	13.6523
ASB9	ASB9	140462	0.0477646	0.840867
ASCC1	ASCC1	51008	28.6209	27.0509
ASCC2	ASCC2	84164	14.3486	21.8156
ASCC3	ASCC3	10973	27.0474	32.8195
ASCL1	ASCL1	429	17.5932	29.6732
ASCL3	ASCL3	56676	0	0.113727
ASCL5	ASCL5	647219	0	0
ASF1A	ASF1A	25842	44.3302	34.2879
ASF1B	ASF1B	55723	13.7745	17.6444
ASGR1	ASGR1	432	5.55082	3.83134
ASH1L	ASH1L	55870	10.5258	10.0444
ASH1L-AS1	ASH1L-AS1	645676	1.57413	1.71808
ASH2L	ASH2L	9070	20.1094	22.3603
ASIC1	ASIC1	41	8.36023	8.31937
ASIC2	ASIC2	40	0.0153646	0
ASIC3	ASIC3	9311	6.6246	4.84202
ASIC4	ASIC4	55515	0.998209	0.450797
ASIP	ASIP	434	0	0
ASL	ASL	435	12.9314	14.8511
ASMTL	ASMTL	8623	13.291	20.3364
ASMTL-AS1	ASMTL-AS1	80161	7.02568	11.4771
ASNS	ASNS	440	54.8946	17.1318
ASNSD1	ASNSD1	54529	28.771	27.2262
ASNSP3	ASNSP3	100423061	0.329628	0.176663
ASPDH	ASPDH	554235	0.103875	0.145748
ASPH	ASPH	444	51.8274	62.1392
ASPHD1	ASPHD1	253982	1.65589	1.67126
ASPHD2	ASPHD2	57168	1.49355	2.31278
ASPM	ASPM	259266	12.6798	10.3929
ASPN	ASPN	54829	1.55134	0.151163
ASPRV1	ASPRV1	151516	1.97029	0.8402
ASPSCR1	ASPSCR1	79058	13.6009	15.2805
ASRGL1	ASRGL1	80150	9.72093	16.3467
ASS1	ASS1	445	46.4534	30.7716
ASS1P1	ASS1P1	442167	0	0
ASS1P12	ASS1P12	392302	0.532192	0.475831
ASS1P2	ASS1P2	447	0.667841	0.286626
ASTE1	ASTE1	28990	3.12285	4.09118
ASTN1	ASTN1	460	0.798007	0.492021
ASTN2	ASTN2	23245	16.5196	15.4869
ASXL1	ASXL1	171023	25.4029	30.937
ASXL2	ASXL2	55252	5.22699	4.01873
ASXL3	ASXL3	80816	0.473233	0.279169
ATAD1	ATAD1	84896	36.6025	29.9566
ATAD2	ATAD2	29028	12.6247	13.6847
ATAD2B	ATAD2B	54454	8.83521	6.93552
ATAD3A	ATAD3A	55210	12.3914	16.75
ATAD3B	ATAD3B	83858	14.7707	21.2651
ATAD5	ATAD5	79915	2.63422	2.86158
ATCAY	ATCAY	85300	5.76969	3.84825
ATE1	ATE1	11101	9.79446	8.64364
ATE1-AS1	ATE1-AS1	100130887	2.29607	1.82376
ATF1	ATF1	466	9.35491	5.47865
ATF2	ATF2	1386	22.2735	16.5753
ATF3	ATF3	467	20.6684	23.9872
ATF4	ATF4	468	262.426	180.141
ATF4P3	ATF4P3	643159	2.97525	0.743037
ATF4P4	ATF4P4	100127952	0.431859	0.112722
ATF5	ATF5	22809	10.6573	10.5703
ATF6	ATF6	22926	13.5778	13.6688
ATF7	ATF7	11016	15.5762	20.1691
ATF7IP	ATF7IP	55729	8.28989	11.3514
ATF7IP2	ATF7IP2	80063	3.29241	3.10794
ATG10	ATG10	83734	6.63067	9.43254
ATG12	ATG12	9140	46.8561	37.3437
ATG13	ATG13	9776	27.9769	31.3406
ATG14	ATG14	22863	6.96104	6.0336
ATG16L1	ATG16L1	55054	12.6858	10.6224
ATG16L2	ATG16L2	89849	5.23654	7.75556
ATG2A	ATG2A	23130	4.01615	5.23712
ATG2B	ATG2B	55102	6.92805	4.97272
ATG3	ATG3	64422	36.2218	29.6281
ATG4A	ATG4A	115201	4.83811	4.20053
ATG4B	ATG4B	23192	39.583	54.1689
ATG4C	ATG4C	84938	8.83375	5.12103
ATG4D	ATG4D	84971	16.612	16.7807
ATG5	ATG5	9474	14.271	11.5929
ATG7	ATG7	10533	9.84494	13.8435
ATG9A	ATG9A	79065	24.3719	28.3902
ATG9B	ATG9B	285973	0.220285	0.222682
ATIC	ATIC	471	33.204	49.7587
ATL1	ATL1	51062	9.6285	13.1556
ATL2	ATL2	64225	32.6903	19.9242
ATL3	ATL3	25923	10.6693	11.7942
ATM	ATM	472	16.8548	19.4788
ATMIN	ATMIN	23300	23.4845	23.1344
ATOH7	ATOH7	220202	0.212825	0.0379552
ATOH8	ATOH8	84913	31.6266	33.271
ATOX1	ATOX1	475	83.6688	105.647
ATP10A	ATP10A	57194	4.84158	7.27391
ATP10B	ATP10B	23120	5.64356	17.3937
ATP10D	ATP10D	57205	5.25631	3.9869
ATP11A	ATP11A	23250	5.40563	8.36166
ATP11B	ATP11B	23200	12.7332	8.37424
ATP11C	ATP11C	286410	7.87075	6.36155
ATP13A1	ATP13A1	57130	20.7364	31.3411
ATP13A2	ATP13A2	23400	13.3361	12.8293
ATP13A3	ATP13A3	79572	33.6108	25.605
ATP13A4	ATP13A4	84239	2.8461	4.87568
ATP1A1	ATP1A1	476	95.3117	102.422
ATP1A2	ATP1A2	477	148.1	226.642
ATP1A3	ATP1A3	478	0.0897509	0
ATP1A4	ATP1A4	480	0.148744	0.108132
ATP1B1	ATP1B1	481	143.645	121.628
ATP1B2	ATP1B2	482	71.4219	78.5878
ATP1B3	ATP1B3	483	100.762	102.875
ATP1B3-AS1	ATP1B3-AS1	100874077	0.492117	1.40064
ATP2A1	ATP2A1	487	3.96114	1.65137
ATP2A2	ATP2A2	488	102.734	95.0894
ATP2A3	ATP2A3	489	0.217178	0.130452
ATP2B1	ATP2B1	490	33.1391	30.0958
ATP2B2	ATP2B2	491	1.9236	0.787862
ATP2B4	ATP2B4	493	39.1774	24.9241
ATP2C1	ATP2C1	27032	51.8559	42.7062
ATP2C2	ATP2C2	9914	0.201883	0.169442
ATP6AP1	ATP6AP1	537	21.0613	37.913
ATP6AP1L	ATP6AP1L	92270	2.67545	2.25862
ATP6AP2	ATP6AP2	10159	112.059	97.8272
ATP6V0A1	ATP6V0A1	535	34.4047	43.3387
ATP6V0A2	ATP6V0A2	23545	14.3113	14.4376
ATP6V0B	ATP6V0B	533	83.5901	93.0927
ATP6V0C	ATP6V0C	527	139.717	128.54
ATP6V0CP1	ATP6V0CP1	100132978	0.547778	0.117897
ATP6V0D1	ATP6V0D1	9114	57.2561	66.9545
ATP6V0E1	ATP6V0E1	8992	104.887	98.3053
ATP6V0E2	ATP6V0E2	155066	63.9239	83.6765
ATP6V0E2-AS1	ATP6V0E2-AS1	401431	1.1866	1.54216
ATP6V1A	ATP6V1A	523	24.7307	20.9445
ATP6V1B2	ATP6V1B2	526	84.7909	77.4596
ATP6V1C1	ATP6V1C1	528	32.9375	23.9702
ATP6V1C2	ATP6V1C2	245973	2.45231	1.68995
ATP6V1D	ATP6V1D	51382	75.812	69.9546
ATP6V1E1	ATP6V1E1	529	75.5267	81.3594
ATP6V1E1P1	ATP6V1E1P1	343515	1.40838	1.02271
ATP6V1E2	ATP6V1E2	90423	5.33752	4.77409
ATP6V1F	ATP6V1F	9296	141.037	152.655
ATP6V1G1	ATP6V1G1	9550	133.021	112.061
ATP6V1H	ATP6V1H	51606	34.7169	33.5777
ATP7B	ATP7B	540	4.01437	4.83961
ATP8A1	ATP8A1	10396	1.60146	1.10788
ATP8A2	ATP8A2	51761	0.0929845	0.0560619
ATP8B1	ATP8B1	5205	0.254525	0.643999
ATP8B2	ATP8B2	57198	8.49215	9.22924
ATP8B3	ATP8B3	148229	0.525298	0.369598
ATP9A	ATP9A	10079	11.6108	17.1734
ATP9B	ATP9B	374868	7.89529	13.8673
ATPAF1	ATPAF1	64756	33.1761	41.856
ATPAF2	ATPAF2	91647	10.5028	13.9861
ATR	ATR	545	11.8015	14.4356
ATRAID	ATRAID	51374	72.6252	79.4312
ATRIP	ATRIP	84126	3.44002	6.03748
ATRN	ATRN	8455	18.903	19.7483
ATRNL1	ATRNL1	26033	0.471656	0.812992
ATRX	ATRX	546	0.406391	0.754493
ATXN1	ATXN1	6310	10.3963	6.61252
ATXN10	ATXN10	25814	177.086	162.382
ATXN1L	ATXN1L	342371	11.2197	9.29632
ATXN2	ATXN2	6311	34.8905	27.1832
ATXN2L	ATXN2L	11273	58.4811	70.1557
ATXN3	ATXN3	4287	11.2999	10.3013
ATXN7	ATXN7	6314	5.51455	4.83872
ATXN7L1	ATXN7L1	222255	4.92712	4.24969
ATXN7L2	ATXN7L2	127002	4.30247	7.18014
ATXN7L3	ATXN7L3	56970	31.1411	33.2652
ATXN7L3B	ATXN7L3B	552889	37.5613	32.3705
AUH	AUH	549	3.25733	5.34295
AUNIP	AUNIP	79000	2.38547	2.43644
AUP1	AUP1	550	58.7107	75.9151
AURKA	AURKA	6790	35.0032	21.1229
AURKAIP1	AURKAIP1	54998	69.1711	69.4067
AURKB	AURKB	9212	36.2101	37.8239
AURKC	AURKC	6795	0.39154	0.283889
AUTS2	AUTS2	26053	25.822	32.656
AVEN	AVEN	57099	9.32263	14.7589
AVIL	AVIL	10677	13.6879	8.57985
