SYMBOL	ENTREZID	Ctrl.1	Ctrl.2	Ctrl.3	Ctrl.4	Ctrl.5	Ctrl.6	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
ADAT1	23536	27.9754	31.5382	31.8232	29.6187	26.2355	23.9904	NA	NA	NA	NA
ADAT2	134637	1.028	1.9275	2.66314	3.461	1.62232	2.35516	NA	NA	NA	NA
ADAT3	113179	2.99915	1.56881	1.80608	2.58008	1.56662	2.62739	NA	NA	NA	NA
ADCK1	57143	4.09177	3.06095	4.17918	3.97334	3.87947	2.9619	NA	NA	NA	NA
ADCK2	90956	5.66621	4.79921	5.45776	4.30784	7.32598	2.67695	cerebral-cortex	glial-cells	Medium	Approved
ADCK5	203054	0.687036	0.805632	0.63096	0.836194	0.224945	0.0994591	cerebral-cortex	glial-cells	Medium	Approved
ADCY1	107	5.08771	3.30205	4.79154	3.69896	4.37719	5.56586	NA	NA	NA	NA
ADCY10P1	221442	0.349001	0.813879	1.11851	1.3788	0.820793	0.709264	NA	NA	NA	NA
ADCY2	108	70.4921	34.4671	74.0369	47.8658	79.9821	50.5639	cerebral-cortex	glial-cells	Low	Approved
ADCY3	109	14.4797	20.5542	23.8515	21.4637	26.1917	13.7464	cerebral-cortex	glial-cells	Low	Approved
ADCY5	111	3.53154	4.40652	4.65906	4.89191	4.89972	4.0595	NA	NA	NA	NA
ADCY6	112	16.73	21.6575	30.9933	35.4841	25.3444	20.3285	cerebral-cortex	glial-cells	Low	Approved
ADCY7	113	1.51077	4.64356	1.43358	2.8022	1.93935	2.05717	NA	NA	NA	NA
ADCY8	114	11.4253	11.8367	6.72004	2.58546	13.7695	9.16528	NA	NA	NA	NA
ADCY9	115	14.6723	10.1287	14.8301	12.6544	11.1599	22.6649	cerebral-cortex	glial-cells	Medium	Approved
ADCYAP1R1	117	4.19975	5.64844	4.74021	5.92705	8.87123	4.53063	NA	NA	NA	NA
ADD1	118	247.529	230.456	249.858	230.211	266.201	234.798	cerebral-cortex	glial-cells	Low	Enhanced
ADD3	120	438.467	187.079	423.819	216.387	307.699	263.956	cerebral-cortex	glial-cells	Medium	Supported
ADGB	79747	0	0.606306	1.02808	0.469693	0.0887507	0.266965	NA	NA	NA	NA
ADH1A	124	0.757169	0.195034	0.041755	0.300353	0.0962305	0.661785	NA	NA	NA	NA
ADH4	127	0.177763	0.248529	1.08271	1.3142	0.361324	1.2691	NA	NA	NA	NA
ADH5	128	91.8453	88.6549	65.2959	85.297	93.7831	99.5411	NA	NA	NA	NA
ADH5P3	100131810	0.640684	0.297822	1.09833	0.808675	0.186464	0.824519	NA	NA	NA	NA
ADH5P4	642443	1.99223	2.12235	1.40953	1.07763	1.12744	1.62382	NA	NA	NA	NA
ADH6	130	1.56243	1.89074	2.47851	2.51981	1.00888	2.19675	NA	NA	NA	NA
ADHFE1	137872	2.15902	2.81185	6.64019	10.7504	4.66769	1.69204	NA	NA	NA	NA
ADI1	55256	31.7898	18.1751	13.7193	11.7878	15.8421	33.1872	cerebral-cortex	glial-cells	Medium	Approved
ADIPOR1	51094	31.0385	33.4592	27.0968	28.1002	31.3404	37.4471	NA	NA	NA	NA
ADIPOR1P2	390503	0.10765	0	0.0790908	0	0.140986	0.0623423	NA	NA	NA	NA
ADIPOR2	79602	9.6409	9.60818	10.7729	11.7642	10.2596	11.2563	NA	NA	NA	NA
ADIRF-AS1	100133190	0.126119	0.233049	0.19732	0.0938299	0.192758	0.178283	NA	NA	NA	NA
ADK	132	31.3287	48.4375	29.7723	40.2641	25.3323	47.9744	NA	NA	NA	NA
ADM	133	6.69588	11.3186	6.5746	8.52143	6.95123	2.79159	NA	NA	NA	NA
ADM2	79924	0.0329263	0.311687	0.0725926	0.187089	0.359464	0.230148	NA	NA	NA	NA
ADM5	199800	0.577847	0.609986	0.325552	0.954321	0.261385	0.606389	NA	NA	NA	NA
ADNP	23394	11.1365	10.9001	19.2565	23.7652	15.007	21.5911	cerebral-cortex	glial-cells	High	Supported
ADNP2	22850	17.3866	13.6186	14.9889	15.6284	14.3569	21.724	NA	NA	NA	NA
ADO	84890	14.7551	12.9397	14.1048	11.5272	15.5669	10.9223	NA	NA	NA	NA
ADORA1	134	10.4213	3.76707	9.93109	3.18251	14.0949	0.806558	NA	NA	NA	NA
ADORA2A	135	1.3595	1.19543	1.22151	1.13234	0.365947	1.25026	NA	NA	NA	NA
ADORA2A-AS1	646023	0.16996	0.109824	0.0416708	0.328896	0.103675	0.229676	NA	NA	NA	NA
ADORA2B	136	11.4673	9.95746	11.4844	7.29113	11.4311	6.3723	NA	NA	NA	NA
ADPGK	83440	21.4452	25.5335	20.8148	19.4239	27.2792	29.9503	NA	NA	NA	NA
ADPGK-AS1	100287559	0.266552	0.292277	0.534574	0.515639	0.302025	0.469874	NA	NA	NA	NA
ADPRH	141	1.40771	0.92552	0.649885	0.584342	0.770656	0.454253	cerebral-cortex	glial-cells	Low	Approved
ADPRHL1	113622	1.1303	1.09883	0.913603	0.897219	0.827399	1.23536	NA	NA	NA	NA
ADPRHL2	54936	25.8882	16.5786	17.1516	12.7877	18.3008	21.2524	cerebral-cortex	glial-cells	Low	Approved
ADPRM	56985	5.21699	4.64053	3.40153	3.90737	4.98033	5.21612	NA	NA	NA	NA
ADRA1A	148	2.75498	2.62605	5.9527	5.35221	2.99111	6.92372	cerebral-cortex	glial-cells	Medium	Approved
ADRA1B	147	0.0433493	0.204028	0.127396	0.105521	0.17032	0.401673	NA	NA	NA	NA
ADRA1D	146	0.591993	1.12577	1.36413	1.46287	2.00878	2.22843	NA	NA	NA	NA
ADRA2C	152	0.143373	0.344797	0.127081	0.116366	0.495296	0.301421	NA	NA	NA	NA
ADRB1	153	0.100152	0.170219	0.0919773	0.345369	0.273262	0.087	cerebral-cortex	glial-cells	Low	Enhanced
ADRB2	154	1.55705	1.24981	2.10171	0.587624	0.158079	0.0838809	NA	NA	NA	NA
ADRM1	11047	58.625	54.6098	50.0276	46.3209	50.2636	58.0661	cerebral-cortex	glial-cells	Medium	Supported
ADSL	158	38.4167	34.4437	27.8697	24.8694	32.4651	28.3482	cerebral-cortex	glial-cells	Medium	Enhanced
AEBP1	165	16.0495	17.794	18.2741	21.1992	16.4718	19.2504	cerebral-cortex	glial-cells	Low	Supported
AEBP2	121536	59.0269	42.3563	43.5457	38.6852	36.969	48.2119	NA	NA	NA	NA
AEN	64782	25.5406	32.4323	23.4884	21.8111	19.6824	16.994	NA	NA	NA	NA
AFAP1	60312	7.49463	10.5872	10.0405	14.1933	9.81551	8.98978	cerebral-cortex	glial-cells	Low	Enhanced
AFAP1-AS1	84740	0.11552	0.230341	0.3055	0.633971	0.168043	0.313208	NA	NA	NA	NA
AFAP1L1	134265	0.0657707	0.166739	0.314623	0.582488	0.342515	0.0889681	NA	NA	NA	NA
AFAP1L2	84632	0.664349	0.247949	1.04306	0.740866	1.11501	0.297643	NA	NA	NA	NA
AFF1	4299	9.13298	10.2082	15.8593	13.818	11.3956	9.64077	NA	NA	NA	NA
AFF2	2334	0.258854	0.0541477	0.114108	0	0.0226009	0.509686	NA	NA	NA	NA
AFF3	3899	11.1939	13.1096	17.2828	17.222	13.9824	14.8319	cerebral-cortex	glial-cells	Low	Approved
AFF4	27125	69.041	86.141	88.3719	89.8483	86.9329	95.4071	cerebral-cortex	glial-cells	High	Approved
AFG3L1P	172	5.5051	7.45785	9.66217	9.42713	7.74072	7.54947	NA	NA	NA	NA
AFG3L2	10939	24.9984	19.7781	20.07	21.172	23.5942	23.0076	cerebral-cortex	glial-cells	Medium	Enhanced
AFG3L2P1	347028	1.02242	0.690632	0.751178	0.760463	1.06007	0.962174	NA	NA	NA	NA
AFMID	125061	17.2742	14.9946	13.4993	9.5409	18.7496	16.2733	NA	NA	NA	NA
AFTPH	54812	13.9167	14.0141	9.52938	10.763	12.4048	10.2697	NA	NA	NA	NA
AGA	175	25.7284	25.1296	19.1799	17.6944	24.0657	30.8605	cerebral-cortex	glial-cells	Low	Enhanced
AGAP1	116987	15.1483	12.077	21.4361	17.0171	19.9101	15.1859	NA	NA	NA	NA
AGAP1-IT1	100506749	0	0.0752689	0.317254	0.2336	0	0.166705	NA	NA	NA	NA
AGAP2	116986	8.53852	7.09071	10.5618	6.3999	12.5852	7.72475	cerebral-cortex	glial-cells	Medium	Enhanced
AGAP2-AS1	100130776	0.988617	2.4337	0.413175	3.14889	0.230087	1.49883	NA	NA	NA	NA
AGAP3	116988	50.0235	46.6184	43.0817	49.0489	45.4303	42.9712	cerebral-cortex	glial-cells	Medium	Approved
AGAP5	729092	0.628361	0.532143	0.616002	0.444276	0.535935	0.819064	NA	NA	NA	NA
AGBL2	79841	0	0.176388	1.58352	2.36788	0.5275	0.550094	NA	NA	NA	NA
AGBL3	340351	2.03978	1.55773	2.20291	3.26836	2.11301	2.92401	NA	NA	NA	NA
AGBL4	84871	1.10929	0.408036	1.43937	2.16564	1.06533	1.02823	cerebral-cortex	glial-cells	Low	Approved
AGBL5	60509	28.266	27.8732	28.8366	31.9669	33.6772	28.8705	NA	NA	NA	NA
AGBL5-AS1	100874031	0.32352	0.338374	0	0	0.423706	0.374715	NA	NA	NA	NA
AGBL5-IT1	106481744	0	1.50357	1.05671	2.72195	0.418388	1.38755	NA	NA	NA	NA
AGFG1	3267	36.3516	37.4832	34.6272	32.2548	38.9967	40.4955	NA	NA	NA	NA
AGFG2	3268	11.607	9.93791	9.38813	6.43697	9.4088	6.95235	NA	NA	NA	NA
AGGF1	55109	28.7601	21.4648	22.6651	18.8422	23.7238	22.1083	NA	NA	NA	NA
AGK	55750	10.8019	11.0126	12.8908	11.8381	11.3471	11.5753	cerebral-cortex	glial-cells	Low	Supported
AGL	178	6.90216	10.0699	9.35328	11.2178	11.0881	16.1616	cerebral-cortex	glial-cells	High	Approved
AGMAT	79814	0.0869417	0.121261	0.0851686	0.141089	0.253034	0.201399	NA	NA	NA	NA
AGMO	392636	0.117197	0.0306444	0.107631	0	0.0127908	0.20378	NA	NA	NA	NA
AGO1	26523	11.5552	12.3303	10.7066	13.1575	10.2563	12.554	NA	NA	NA	NA
AGO2	27161	27.6263	29.5279	38.5949	45.6867	25.1033	32.6504	cerebral-cortex	glial-cells	High	Approved
AGO3	192669	32.3665	26.1499	28.5713	30.4781	20.4685	35.598	NA	NA	NA	NA
AGO4	192670	18.4866	25.606	19.0692	25.9819	14.8048	17.4943	NA	NA	NA	NA
AGPAT1	10554	0.293374	0.345229	0.161616	0.17846	0.144048	0.148597	cerebral-cortex	glial-cells	High	Approved
AGPAT2	10555	6.00286	6.50776	3.21715	8.11179	10.5228	3.41179	NA	NA	NA	NA
AGPAT3	56894	19.5328	22.5507	24.1782	28.415	25.2224	15.7743	NA	NA	NA	NA
AGPAT4	56895	26.1369	19.6946	25.6848	35.8743	24.4086	25.6948	cerebral-cortex	glial-cells	Medium	Approved
AGPAT5	55326	172.36	119.872	117.905	98.0689	134.101	109.815	NA	NA	NA	NA
AGPS	8540	27.8735	23.5834	23.5682	21.3945	24.5342	19.9254	NA	NA	NA	NA
AGRN	375790	51.3811	53.7307	41.7591	64.5831	51.3262	50.4276	cerebral-cortex	glial-cells	Low	Approved
AGRP	181	0.11836	0.433279	0.347837	1.34452	0.0516708	0.822535	NA	NA	NA	NA
AGT	183	15.2381	12.0533	21.1027	5.50957	32.6213	8.45487	NA	NA	NA	NA
AGTPBP1	23287	17.6244	18.3876	18.7971	25.9919	23.3091	19.7293	NA	NA	NA	NA
AGTRAP	57085	33.6207	20.3156	25.3321	18.6997	34.2879	26.0633	NA	NA	NA	NA
AHCTF1	25909	21.334	17.6747	23.602	25.6017	15.4248	21.1825	NA	NA	NA	NA
AHCTF1P1	285116	1.73919	1.66724	1.54969	1.71307	1.95242	2.27872	NA	NA	NA	NA
AHCY	191	62.2655	58.5976	60.6801	48.8144	64.0625	66.1873	cerebral-cortex	glial-cells	Medium	Approved
AHCYL1	10768	46.4818	47.6434	29.2978	36.3986	32.0921	35.8571	NA	NA	NA	NA
AHCYL2	23382	40.5811	21.5942	34.6071	18.3499	19.3427	28.5302	NA	NA	NA	NA
AHCYP2	392387	0.181883	0.253646	0.178174	0.245967	0.264675	0.210665	NA	NA	NA	NA
AHDC1	27245	1.79998	1.39099	2.78832	3.22626	2.34078	2.96489	cerebral-cortex	glial-cells	Low	Approved
AHI1	54806	7.06874	11.0079	11.5696	15.487	12.2965	12.846	cerebral-cortex	glial-cells	Medium	Approved
AHNAK	79026	80.0943	35.2919	151.25	68.3334	106.894	83.6758	NA	NA	NA	NA
AHNAK2	113146	19.0434	5.52808	18.1189	5.6934	20.9262	11.3053	NA	NA	NA	NA
AHR	196	22.3077	12.7212	16.9108	9.26108	57.651	71.8694	cerebral-cortex	glial-cells	Low	Enhanced
AHRR	57491	5.10258	2.73946	7.45051	4.99163	6.2186	11.3733	NA	NA	NA	NA
AHSA1	10598	243.667	240.008	161.553	133.319	199.472	193.685	cerebral-cortex	glial-cells	Medium	Supported
AIDA	64853	7.05359	9.1439	8.36053	5.60232	9.77884	11.0325	NA	NA	NA	NA
AIF1L	83543	18.3678	30.7144	40.0898	28.3372	30.8837	17.4017	NA	NA	NA	NA
AIFM1	9131	8.67554	6.85756	9.66379	9.47762	10.7724	9.96793	NA	NA	NA	NA
AIFM2	84883	2.32896	2.2552	4.78435	4.01018	3.90589	2.98027	NA	NA	NA	NA
AIFM3	150209	0.202908	0.589331	0.662879	1.04781	0.822064	0.440479	NA	NA	NA	NA
AIG1	51390	21.1714	16.3011	22.8744	18.5785	24.4345	15.4075	NA	NA	NA	NA
AIG1P1	106479028	0	0	8.90628	14.7591	2.64837	10.5304	NA	NA	NA	NA
AIM2	9447	3.24106	2.46265	0.821418	3.86948	4.09671	3.22338	NA	NA	NA	NA
AIMP1	9255	23.3624	29.0298	13.165	14.5703	20.9759	21.4664	cerebral-cortex	glial-cells	Medium	Supported
AIMP1P1	170547	0.0905351	0.189393	0.066516	0.14692	0.0395235	0.314601	NA	NA	NA	NA
AIMP2	7965	27.6307	22.8585	18.9186	15.4378	20.549	18.7934	cerebral-cortex	glial-cells	Low	Supported
AIP	9049	38.2103	32.1691	23.9356	25.7208	30.1288	28.5208	cerebral-cortex	glial-cells	Medium	Approved
AIRN	100271873	0.0478971	0.0540919	0.151899	0.167119	0.0451553	0.179659	NA	NA	NA	NA
AJAP1	55966	3.45975	5.79459	4.5652	4.62324	1.92647	3.87577	NA	NA	NA	NA
AJUBA	84962	18.6078	13.907	16.8695	22.7016	17.9149	18.4894	NA	NA	NA	NA
AK1	203	165.435	70.9517	145.862	111.414	154.149	139.306	NA	NA	NA	NA
AK2	204	65.8748	69.9765	52.0208	54.4775	59.2182	62.1602	NA	NA	NA	NA
AK2P2	339736	0	0	0.240014	0.26507	0.142615	0.189189	NA	NA	NA	NA
AK3	50808	14.536	18.8191	25.8661	35.1483	24.1545	18.6357	NA	NA	NA	NA
AK3P2	100419074	0	0.30577	0.644366	0.474422	0	0.169305	NA	NA	NA	NA
AK3P3	100419075	2.7347	3.16139	4.54706	8.4085	3.20451	4.91781	NA	NA	NA	NA
AK3P5	100288319	0.209935	0.329111	0.769924	0.340132	0.0921299	0.485498	NA	NA	NA	NA
AK4	205	0.528082	0.859363	2.70656	2.19796	2.43244	0.748004	cerebral-cortex	glial-cells	Medium	Enhanced
AK4P1	206	0.286026	1.2714	1.57597	1.04429	2.06015	0.910975	NA	NA	NA	NA
AK5	26289	0.862404	3.24809	3.48999	7.61733	5.72362	2.24112	NA	NA	NA	NA
AK7	122481	2.19065	1.26056	1.87745	5.78856	3.36675	1.20404	NA	NA	NA	NA
AK8	158067	2.03476	1.03061	1.66574	5.43354	3.76922	2.02787	NA	NA	NA	NA
AK9	221264	7.25655	12.4468	6.54886	8.62997	9.77013	8.37826	cerebral-cortex	glial-cells	High	Enhanced
AKAP1	8165	12.2036	10.8072	16.0774	25.4453	14.7396	6.82411	cerebral-cortex	glial-cells	High	Supported
AKAP10	11216	19.4837	21.524	22.816	24.3971	18.0973	19.1105	cerebral-cortex	glial-cells	Medium	Approved
AKAP11	11215	11.4698	11.5157	11.8239	10.6258	10.275	11.4773	NA	NA	NA	NA
AKAP12	9590	15.011	26.6093	18.6493	30.4425	24.1948	18.1739	NA	NA	NA	NA
AKAP13	11214	75.0758	53.7729	72.1357	79.787	73.9116	78.4425	cerebral-cortex	glial-cells	Medium	Approved
AKAP14	158798	8.80389	1.63564	6.11292	10.3269	7.54656	13.8156	NA	NA	NA	NA
AKAP17A	8227	6.92123	14.6542	6.78836	9.56524	15.3248	12.3971	cerebral-cortex	glial-cells	Medium	Supported
AKAP3	10566	5.66866	4.86936	0.77596	2.74734	2.13265	2.51217	NA	NA	NA	NA
AKAP5	9495	0.897932	1.69864	1.66889	1.95778	1.06063	1.44199	cerebral-cortex	glial-cells	Low	Enhanced
AKAP6	9472	47.0932	38.7217	63.4372	48.809	50.5485	71.3908	NA	NA	NA	NA
AKAP7	9465	8.44466	6.65887	6.37376	6.26664	6.77226	7.92527	NA	NA	NA	NA
AKAP8	10270	17.7152	20.6072	19.5496	23.4532	17.3311	18.3938	cerebral-cortex	glial-cells	Medium	Supported
AKAP8L	26993	117.643	111.079	118.4	122.195	110.262	134.779	cerebral-cortex	glial-cells	High	Enhanced
AKAP9	10142	30.6198	29.3828	34.9085	42.5196	41.7163	29.0617	cerebral-cortex	glial-cells	Medium	Supported
AKIP1	56672	19.4235	14.9629	15.0378	14.5027	17.7617	17.0058	NA	NA	NA	NA
AKIRIN1	79647	78.6974	68.2741	73.7884	68.3444	77.4939	82.4419	cerebral-cortex	glial-cells	Low	Approved
AKIRIN2	55122	14.4144	13.3866	16.285	18.418	16.3052	17.1565	NA	NA	NA	NA
AKNA	80709	11.6836	7.60969	8.0698	12.8411	8.22935	8.80802	NA	NA	NA	NA
AKNAD1	254268	0.713423	0.68341	1.24212	1.02912	0.71016	0.920706	NA	NA	NA	NA
AKR1A1	10327	58.1767	63.6224	56.4608	59.4154	76.5721	48.8681	NA	NA	NA	NA
AKR1B1	231	11.2595	16.4658	19.3719	17.1055	18.5947	13.4338	NA	NA	NA	NA
AKR1B1P1	401982	0	0.184616	0.0648418	0.358054	0.115586	0.102222	NA	NA	NA	NA
AKR1B1P2	236	0.090905	0.0950787	0	0.0737605	0.317482	0	NA	NA	NA	NA
AKR1C1	1645	2.3953	1.73259	1.76316	0.405395	2.28262	1.64073	NA	NA	NA	NA
AKR1E2	83592	0.231502	0.171365	0.246414	0	1.07233	0.23981	cerebral-cortex	glial-cells	Low	Enhanced
AKR7A2	8574	27.191	25.7565	22.3644	20.1132	30.6112	23.2316	cerebral-cortex	glial-cells	Medium	Enhanced
AKR7A2P1	246182	0.186659	0.683272	0.342848	1.06019	0.203728	0.216185	NA	NA	NA	NA
AKR7A3	22977	0.750614	0.323267	0.551479	0.931488	0.289135	0.818253	NA	NA	NA	NA
AKR7L	246181	0.31018	0.309478	1.17468	1.27773	0.46279	1.2947	NA	NA	NA	NA
AKT1	207	91.9426	100.921	93.2156	95.8831	91.9088	79.4333	cerebral-cortex	glial-cells	Medium	Supported
AKT1S1	84335	10.7914	9.5593	10.523	9.426	7.48287	9.95626	NA	NA	NA	NA
AKT2	208	94.1153	81.9831	91.3051	97.9926	89.1679	70.4046	NA	NA	NA	NA
AKT3	10000	74.8827	82.742	54.3989	80.7505	76.3771	91.0722	cerebral-cortex	glial-cells	High	Approved
AKT3-IT1	100874263	0.843632	0.441183	1.39459	4.27828	0.552441	2.68722	NA	NA	NA	NA
AKTIP	64400	21.5625	19.9851	20.3875	19.686	23.2259	18.8258	cerebral-cortex	glial-cells	Low	Approved
ALAD	210	19.6252	17.9473	13.5787	16.731	14.0061	18.5232	cerebral-cortex	glial-cells	Low	Enhanced
ALAS1	211	31.9429	26.9045	20.7798	23.1511	27.474	21.4707	cerebral-cortex	glial-cells	Medium	Enhanced
ALB	213	0	0.288329	0.514646	0	0.390417	0.498747	NA	NA	NA	NA
ALCAM	214	52.1705	28.1103	36.324	28.327	45.7689	34.4154	NA	NA	NA	NA
ALDH16A1	126133	6.72408	6.33765	7.7661	5.39673	7.57333	6.72249	cerebral-cortex	glial-cells	Low	Approved
ALDH18A1	5832	39.5379	42.0653	32.8271	33.1923	34.3322	30.2665	NA	NA	NA	NA
ALDH1A1	216	0	2.63208	0.157496	0	0.807194	0.10122	NA	NA	NA	NA
ALDH1A2	8854	0.596721	0.650944	1.77187	0.359206	1.46869	1.08675	cerebral-cortex	glial-cells	Medium	Approved
ALDH1B1	219	6.27886	9.83855	7.8081	8.32131	7.98975	3.99984	cerebral-cortex	glial-cells	Medium	Approved
ALDH1L1	10840	0.865091	2.15419	6.86923	0.993174	4.63751	0.913957	cerebral-cortex	glial-cells	Medium	Enhanced
ALDH1L1-AS2	100862662	0.251528	0.0684873	0.717588	0.20408	0.238717	0	NA	NA	NA	NA
ALDH1L2	160428	2.28911	4.03197	3.57152	5.20739	3.83027	3.96644	cerebral-cortex	glial-cells	Medium	Approved
ALDH2	217	25.4983	30.5779	27.3018	25.993	29.9382	19.3218	NA	NA	NA	NA
ALDH3A1	218	0	0.0269218	0.151316	0.125333	0.581762	0.533874	NA	NA	NA	NA
ALDH3A2	224	74.1873	62.8194	51.8159	51.6405	58.3135	70.7964	NA	NA	NA	NA
ALDH3B1	221	0.949405	1.14274	2.25254	2.38885	1.6449	1.22181	NA	NA	NA	NA
ALDH4A1	8659	13.6562	10.5046	8.01538	12.4982	7.43432	4.22597	cerebral-cortex	glial-cells	Medium	Enhanced
ALDH5A1	7915	4.64988	8.78432	16.7395	13.5828	14.0333	7.27808	cerebral-cortex	glial-cells	Low	Enhanced
ALDH6A1	4329	23.6816	21.9368	29.8774	25.5587	36.4788	23.1728	cerebral-cortex	glial-cells	High	Enhanced
ALDH7A1	501	20.8488	18.6471	30.6764	21.9993	19.93	22.7729	cerebral-cortex	glial-cells	Medium	Enhanced
ALDH7A1P1	541	1.00043	1.17717	0.918776	1.05528	0.393079	1.15875	NA	NA	NA	NA
ALDH8A1	64577	0.979169	1.11339	0.176546	0.485644	0.571109	1.10131	NA	NA	NA	NA
ALDH9A1	223	69.674	52.7364	67.5411	75.7847	76.2945	68.2261	cerebral-cortex	glial-cells	Medium	Approved
ALDOA	226	360.178	315.371	274.637	278.007	335.862	342.063	NA	NA	NA	NA
ALDOB	229	0.0592235	0.046457	0.0652676	0.120135	0.103418	0.240083	NA	NA	NA	NA
ALDOC	230	6.04211	4.95439	4.37651	3.70625	12.593	7.75906	cerebral-cortex	glial-cells	Medium	Enhanced
ALG1	56052	12.9637	7.98453	10.9487	10.5352	11.6612	9.50093	cerebral-cortex	glial-cells	Low	Approved
ALG10	84920	4.02608	3.79922	3.3812	3.04294	3.39219	4.58829	cerebral-cortex	glial-cells	Medium	Approved
ALG10B	144245	4.00294	3.72412	2.00974	1.62685	1.90488	2.11579	cerebral-cortex	glial-cells	Medium	Approved
ALG11	440138	5.95447	4.75373	4.80795	3.76025	5.00625	6.16366	NA	NA	NA	NA
ALG12	79087	16.2257	10.9199	10.9862	10.0674	14.3323	11.477	NA	NA	NA	NA
ALG13	79868	40.0634	38.4041	37.762	30.9315	26.2919	35.8943	cerebral-cortex	glial-cells	Low	Approved
ALG13-AS1	106478971	0	0	3.50551	0	0	1.38142	NA	NA	NA	NA
ALG14	199857	6.05719	5.42842	12.2591	4.46742	6.3903	3.93932	NA	NA	NA	NA
ALG1L	200810	0.15494	0	0.00073636	0.220842	0.0607022	0	NA	NA	NA	NA
ALG1L12P	100421097	0	0.299208	0	0.464242	0.499551	0	NA	NA	NA	NA
ALG1L13P	106479038	0	0.224983	0.450737	0.670852	0.172375	0.465941	NA	NA	NA	NA
ALG1L15P	730086	1.34845	0.763945	0.908164	0.364711	0.883013	0.780922	NA	NA	NA	NA
ALG1L2	644974	0.716596	0.093687	0.259109	1.01753	0.860298	0.829992	NA	NA	NA	NA
ALG1L6P	339879	0.387666	0.57983	0.366086	0.245191	0.0567105	0.221547	NA	NA	NA	NA
ALG1L9P	285407	0.998014	0.56199	1.02695	1.06118	0.770888	0	NA	NA	NA	NA
ALG2	85365	10.9436	11.1052	9.22367	10.7982	13.0398	10.788	NA	NA	NA	NA
ALG3	10195	18.0217	11.9039	11.28	13.3712	13.8899	14.9778	cerebral-cortex	glial-cells	Low	Approved
ALG5	29880	17.2891	13.1327	16.045	14.3102	16.7828	14.855	NA	NA	NA	NA
ALG6	29929	3.73973	5.1233	4.16439	3.96819	4.49245	4.23929	NA	NA	NA	NA
ALG8	79053	19.7588	22.8258	23.0572	22.1082	23.147	23.3259	cerebral-cortex	glial-cells	Low	Approved
ALK	238	4.12509	2.68921	10.6904	4.77811	4.0301	1.26299	NA	NA	NA	NA
ALKBH1	8846	7.79699	5.89333	8.0364	6.19294	6.59222	6.75192	cerebral-cortex	glial-cells	Medium	Approved
ALKBH2	121642	41.4703	31.1531	35.7565	32.6978	29.9795	34.2308	cerebral-cortex	glial-cells	Low	Approved
ALKBH3	221120	13.2567	17.3721	23.0958	21.486	19.2967	19.3903	NA	NA	NA	NA
ALKBH3-AS1	100507300	0.267359	0.706385	0.3712	0.412201	0.577828	0.737932	NA	NA	NA	NA
ALKBH4	54784	9.34262	7.48087	9.33499	9.40595	9.98072	7.50724	cerebral-cortex	glial-cells	Low	Approved
ALKBH5	54890	39.0122	37.704	33.9422	33.5265	39.064	35.5393	cerebral-cortex	glial-cells	High	Approved
ALKBH6	84964	12.5966	10.5198	11.2296	12.1478	15.0186	10.2028	NA	NA	NA	NA
ALKBH7	84266	29.7897	21.0756	21.0209	18.2595	30.4589	23.0502	NA	NA	NA	NA
ALKBH8	91801	4.82963	3.69906	3.42259	2.59802	2.65543	3.24525	cerebral-cortex	glial-cells	Low	Approved
ALMS1	7840	19.4298	16.5725	23.2418	23.8596	15.1257	20.9152	NA	NA	NA	NA
ALMS1-IT1	100874291	0.139826	0.493597	0.590797	1.61673	0.442555	0.526345	NA	NA	NA	NA
ALOX12	239	0.277138	0.676486	1.02309	1.166	0.414934	1.14432	NA	NA	NA	NA
ALOX12P2	245	0.65695	0.530979	4.16271	3.1563	1.11583	1.05205	NA	NA	NA	NA
ALPK1	80216	1.2578	1.24829	0.713537	0.919161	2.21601	2.13722	NA	NA	NA	NA
ALPK2	115701	11.1281	5.93913	5.19499	8.97266	3.66842	11.9118	NA	NA	NA	NA
ALPK3	57538	0.0746066	0.0780321	0.341583	0.100893	0.0678544	0.100815	NA	NA	NA	NA
ALPL	249	6.50078	4.17488	6.24179	1.31841	3.07248	8.90609	NA	NA	NA	NA
ALS2	57679	40.9985	39.4514	33.1706	42.521	33.0538	31.268	NA	NA	NA	NA
ALX4	60529	0.38421	0.131857	0.55574	0.165616	0.162488	0.980409	NA	NA	NA	NA
ALYREF	10189	270.566	282.903	237.449	248.001	317.012	340.491	cerebral-cortex	glial-cells	High	Supported
AMACR	23600	10.0659	9.20569	7.28412	7.4867	6.44991	7.06068	NA	NA	NA	NA
AMBN	258	0.713151	0.586497	0.447862	1.79055	0.684901	1.2567	NA	NA	NA	NA
AMBRA1	55626	14.495	15.0302	14.557	15.8099	15.1937	14.9876	cerebral-cortex	glial-cells	Low	Approved
AMD1	262	33.1895	37.0649	44.8289	51.4109	50.2714	33.9784	NA	NA	NA	NA
AMDHD2	51005	9.85727	15.1292	18.3053	12.3125	16.7506	17.8464	NA	NA	NA	NA
AMER1	139285	2.68363	3.16411	2.72448	3.47427	1.91656	3.19407	cerebral-cortex	glial-cells	High	Approved
AMER2	219287	23.8667	14.7099	26.8139	14.9834	20.4083	16.0188	cerebral-cortex	glial-cells	High	Enhanced
