	SYMBOL	ENTREZID	BD_NR.Veh.R1	BD_NR.Veh.R2
ANKRD1	ANKRD1	27063	26.6714	9.86768
ANKRD10	ANKRD10	55608	138.035	103.331
ANKRD10-IT1	ANKRD10-IT1	100505494	5.55994	4.01095
ANKRD11	ANKRD11	29123	55.4605	56.7118
ANKRD12	ANKRD12	23253	40.6765	15.1228
ANKRD13A	ANKRD13A	88455	16.4648	18.294
ANKRD13B	ANKRD13B	124930	10.6681	15.7374
ANKRD13C	ANKRD13C	81573	11.4378	9.50884
ANKRD13D	ANKRD13D	338692	24.8299	19.7883
ANKRD16	ANKRD16	54522	4.00467	3.36964
ANKRD17	ANKRD17	26057	30.3284	21.1265
ANKRD18EP	ANKRD18EP	100131031	0.520716	0.530444
ANKRD19P	ANKRD19P	138649	1.18127	0.315418
ANKRD20A1	ANKRD20A1	84210	0.083304	0.0130051
ANKRD20A18P	ANKRD20A18P	391269	0.179016	0
ANKRD20A2	ANKRD20A2	441430	0.0499824	0
ANKRD20A3	ANKRD20A3	441425	0	0.159186
ANKRD20A4	ANKRD20A4	728747	0.0140233	0.0218875
ANKRD20A7P	ANKRD20A7P	653436	0.0248517	0.0194127
ANKRD23	ANKRD23	200539	0.898932	1.44324
ANKRD24	ANKRD24	170961	0.178716	0.112291
ANKRD26	ANKRD26	22852	10.5472	7.03357
ANKRD26P4	ANKRD26P4	100873882	0.144529	0.22674
ANKRD27	ANKRD27	84079	5.20951	7.05669
ANKRD28	ANKRD28	23243	10.0446	14.1776
ANKRD29	ANKRD29	147463	1.62512	2.32242
ANKRD33	ANKRD33	341405	0.401017	0.33407
ANKRD33B	ANKRD33B	651746	0.200139	0.187855
ANKRD36	ANKRD36	375248	3.62667	2.08177
ANKRD36B	ANKRD36B	57730	3.85709	3.62047
ANKRD36C	ANKRD36C	400986	7.26762	2.64821
ANKRD37	ANKRD37	353322	3.51067	5.46976
ANKRD39	ANKRD39	51239	6.32363	6.51761
ANKRD40	ANKRD40	91369	18.8119	21.2867
ANKRD42	ANKRD42	338699	2.3288	2.82516
ANKRD44	ANKRD44	91526	7.13353	13.6281
ANKRD45	ANKRD45	339416	0.219466	0.995985
ANKRD46	ANKRD46	157567	18.6915	11.7391
ANKRD49	ANKRD49	54851	12.9921	10.0335
ANKRD50	ANKRD50	57182	11.0889	14.268
ANKRD52	ANKRD52	283373	10.2899	22.2751
ANKRD54	ANKRD54	129138	15.5783	18.1281
ANKRD6	ANKRD6	22881	4.91642	8.92232
ANKRD61	ANKRD61	100310846	0.0516149	0.44455
ANKRD65	ANKRD65	441869	0.57587	0.675078
ANKRD9	ANKRD9	122416	11.1508	9.59935
ANKS1A	ANKS1A	23294	17.36	11.2619
ANKS1B	ANKS1B	56899	1.4819	1.96097
ANKS3	ANKS3	124401	13.7422	14.0593
ANKS6	ANKS6	203286	10.8613	8.04834
ANKZF1	ANKZF1	55139	16.2245	22.1484
ANLN	ANLN	54443	39.4242	46.451
ANO1	ANO1	55107	0.173349	0.43911
ANO10	ANO10	55129	9.07405	15.4385
ANO2	ANO2	57101	0.439312	0.968063
ANO3	ANO3	63982	0.474172	0.798622
ANO4	ANO4	121601	0.354515	2.35109
ANO5	ANO5	203859	0.480088	0.354419
ANO6	ANO6	196527	12.2891	23.1041
ANO7	ANO7	50636	0.225902	0.56387
ANO8	ANO8	57719	4.62415	9.04648
ANP32A	ANP32A	8125	242.158	216.224
ANP32AP1	ANP32AP1	723972	7.83865	5.02187
ANP32B	ANP32B	10541	265.044	199.998
ANP32BP1	ANP32BP1	646791	5.08865	1.33717
ANP32C	ANP32C	23520	0.636952	0
ANP32E	ANP32E	81611	2.55676	4.6575
ANPEP	ANPEP	290	1.61339	3.60626
ANTXR1	ANTXR1	84168	42.3178	62.5334
ANTXR2	ANTXR2	118429	41.5847	25.6442
ANXA1	ANXA1	301	119.163	234.302
ANXA11	ANXA11	311	63.4635	28.7571
ANXA2	ANXA2	302	425.355	460.42
ANXA2P1	ANXA2P1	303	1.19356	0.234109
ANXA2P2	ANXA2P2	304	43.1185	43.2299
ANXA2R	ANXA2R	389289	1.00021	1.24609
ANXA3	ANXA3	306	2.91428	5.3331
ANXA4	ANXA4	307	8.23448	10.074
ANXA5	ANXA5	308	177.826	232.763
ANXA6	ANXA6	309	268.874	186.695
ANXA7	ANXA7	310	33.2941	37.6985
ANXA9	ANXA9	8416	0.708618	0.68586
AOAH	AOAH	313	0.138822	0.020128
AOC2	AOC2	314	0.408808	1.4002
AOC3	AOC3	8639	1.13893	1.06011
AOX1	AOX1	316	0.0567906	0.20523
AP1AR	AP1AR	55435	10.5574	11.8836
AP1B1	AP1B1	162	17.6652	18.5396
AP1G1	AP1G1	164	17.9445	30.5095
AP1G2	AP1G2	8906	17.538	15.4272
AP1M1	AP1M1	8907	31.1605	29.3259
AP1S1	AP1S1	1174	39.2939	47.7944
AP1S2	AP1S2	8905	22.0793	23.2688
AP1S3	AP1S3	130340	0.662329	0.653606
AP2A1	AP2A1	160	38.144	36.208
AP2A2	AP2A2	161	29.0594	27.5971
AP2B1	AP2B1	163	24.903	54.4642
AP2M1	AP2M1	1173	182.446	204.455
AP2S1	AP2S1	1175	165.913	181.514
AP3B1	AP3B1	8546	35.3705	28.39
AP3B2	AP3B2	8120	0.180566	1.49485
AP3D1	AP3D1	8943	41.1634	38.3488
AP3M1	AP3M1	26985	25.4682	28.7994
AP3M2	AP3M2	10947	12.14	13.5188
AP3S1	AP3S1	1176	85.5963	58.782
AP3S2	AP3S2	10239	12.9064	14.7661
AP4B1	AP4B1	10717	12.3078	15.9029
AP4B1-AS1	AP4B1-AS1	100287722	0.561913	1.17913
AP4E1	AP4E1	23431	2.99631	3.71424
AP4M1	AP4M1	9179	12.5094	13.6931
AP4S1	AP4S1	11154	9.70754	6.5633
AP5B1	AP5B1	91056	1.43013	2.28607
AP5M1	AP5M1	55745	14.6046	19.4508
AP5S1	AP5S1	55317	6.47991	5.68748
AP5Z1	AP5Z1	9907	12.6529	10.8061
APAF1	APAF1	317	25.1273	21.4879
APBA1	APBA1	320	0.0523855	1.02256
APBA2	APBA2	321	11.808	11.3992
APBA3	APBA3	9546	8.31775	10.1253
APBB1	APBB1	322	20.1098	22.9228
APBB2	APBB2	323	12.7773	18.4666
APBB3	APBB3	10307	13.1123	15.0068
APC	APC	324	5.03185	8.66057
APC2	APC2	10297	2.76143	5.29503
APCDD1	APCDD1	147495	3.84282	7.49052
APCDD1L	APCDD1L	164284	0.0170974	0.333661
APEH	APEH	327	47.7909	40.933
APEX1	APEX1	328	289.369	186.569
APEX2	APEX2	27301	6.41022	8.97733
APH1A	APH1A	51107	5.94008	1.73671
APH1B	APH1B	83464	8.27181	7.64769
API5	API5	8539	33.5071	43.8859
APIP	APIP	51074	39.5837	19.4216
APLF	APLF	200558	1.61508	1.78477
APLN	APLN	8862	0.657584	3.92634
APLNR	APLNR	187	0.129479	2.15565
APLP1	APLP1	333	31.5983	38.3144
APLP2	APLP2	334	68.5629	112.085
APMAP	APMAP	57136	47.3176	53.098
APOA1	APOA1	335	0.369981	0.348307
APOBEC2	APOBEC2	10930	72.7262	13.8168
APOBEC3B	APOBEC3B	9582	6.32946	12.2262
APOBEC3C	APOBEC3C	27350	21.2075	23.0534
APOBEC3D	APOBEC3D	140564	0.71652	0.775609
APOBEC3F	APOBEC3F	200316	2.0894	3.89068
APOBEC3G	APOBEC3G	60489	0.567228	1.132
APOC1	APOC1	341	9.12778	7.72703
APOD	APOD	347	1.28776	1.09122
APOE	APOE	348	22.7146	15.4248
APOL1	APOL1	8542	0.0211172	0.375258
APOL2	APOL2	23780	7.60763	14.5285
APOL3	APOL3	80833	0.0573302	0.291206
APOL4	APOL4	80832	1.35027	0.585254
APOL6	APOL6	80830	0.20087	0.730998
APOLD1	APOLD1	81575	3.86507	5.719
APOO	APOO	79135	30.6161	20.0028
APOOL	APOOL	139322	1.97259	3.08872
APOOP5	APOOP5	644649	0.144605	0
APP	APP	351	214.38	294.407
APPBP2	APPBP2	10513	14.7703	16.4013
APPL1	APPL1	26060	13.1377	15.8497
APPL2	APPL2	55198	25.5825	26.2399
APRT	APRT	353	69.9076	54.4996
APTX	APTX	54840	23.9747	24.5669
AQP1	AQP1	358	13.0009	8.05181
AQP11	AQP11	282679	0.872904	0.374031
AQP3	AQP3	360	3.90175	3.06967
AQP4	AQP4	361	0.156731	0.234253
AQP5	AQP5	362	0.217591	0.455134
AQR	AQR	9716	17.4598	15.2506
AR	AR	367	2.09864	3.13733
ARAF	ARAF	369	25.0091	20.3638
ARAP1	ARAP1	116985	19.054	19.3777
ARAP1-AS1	ARAP1-AS1	100874075	18.3363	3.16128
ARAP1-AS2	ARAP1-AS2	100506020	0.0685377	0.107845
ARAP2	ARAP2	116984	0.616673	0.276642
ARAP3	ARAP3	64411	1.72225	7.34302
ARC	ARC	23237	0.0883631	0.183901
ARCN1	ARCN1	372	2.17754	2.24307
AREL1	AREL1	9870	10.8589	17.7233
ARF1	ARF1	375	197.785	186.532
ARF3	ARF3	377	39.6755	53.3086
ARF4	ARF4	378	156.107	167.227
ARF4P2	ARF4P2	170485	0	0
ARF5	ARF5	381	149.456	121.392
ARF6	ARF6	382	26.2146	29.393
ARFGAP1	ARFGAP1	55738	66.7138	56.0325
ARFGAP2	ARFGAP2	84364	44.1364	43.1265
ARFGAP3	ARFGAP3	26286	22.2063	28.1235
ARFGEF1	ARFGEF1	10565	19.8864	17.4352
ARFGEF2	ARFGEF2	10564	5.80159	8.88007
ARFIP1	ARFIP1	27236	21.4314	19.7532
ARFIP2	ARFIP2	23647	32.0324	30.1132
ARFRP1	ARFRP1	10139	17.7886	15.7496
ARG2	ARG2	384	4.4136	13.3689
ARGFXP2	ARGFXP2	503640	0.217076	0.113519
ARGLU1	ARGLU1	55082	138.508	136.689
ARHGAP1	ARHGAP1	392	14.1484	19.558
ARHGAP10	ARHGAP10	79658	18.8651	17.0585
ARHGAP11A	ARHGAP11A	9824	18.1601	30.9583
ARHGAP11B	ARHGAP11B	89839	8.41333	15.2578
ARHGAP12	ARHGAP12	94134	21.9053	17.644
ARHGAP15	ARHGAP15	55843	3.17922	1.12034
ARHGAP17	ARHGAP17	55114	21.9461	28.3255
ARHGAP18	ARHGAP18	93663	1.81416	4.9143
ARHGAP19	ARHGAP19	84986	15.3427	12.9414
ARHGAP19-SLIT1	ARHGAP19-SLIT1	100533184	0.158495	0.430617
ARHGAP20	ARHGAP20	57569	2.46645	1.03998
ARHGAP21	ARHGAP21	57584	17.6982	24.411
ARHGAP22	ARHGAP22	58504	0.434	0.763658
ARHGAP23	ARHGAP23	57636	2.72629	2.93952
ARHGAP23P1	ARHGAP23P1	102577425	0.221261	0.0741166
ARHGAP24	ARHGAP24	83478	16.6181	14.8524
ARHGAP26	ARHGAP26	23092	4.61948	10.115
ARHGAP28	ARHGAP28	79822	22.4381	30.8369
ARHGAP29	ARHGAP29	9411	11.7985	16.479
ARHGAP30	ARHGAP30	257106	0.0794822	0.128518
ARHGAP31	ARHGAP31	57514	2.50118	3.84431
ARHGAP31-AS1	ARHGAP31-AS1	100874246	0.37689	0.297057
ARHGAP32	ARHGAP32	9743	2.73619	4.96916
ARHGAP33	ARHGAP33	115703	9.96145	10.6919
ARHGAP35	ARHGAP35	2909	15.694	21.2277
ARHGAP39	ARHGAP39	80728	8.51333	5.55723
ARHGAP4	ARHGAP4	393	0.218969	0.485814
ARHGAP42	ARHGAP42	143872	6.66148	15.4737
ARHGAP44	ARHGAP44	9912	0.574011	1.69304
ARHGAP5	ARHGAP5	394	18.1202	31.3169
ARHGAP5-AS1	ARHGAP5-AS1	84837	2.27884	2.21827
ARHGAP6	ARHGAP6	395	9.30808	5.78532
ARHGAP8	ARHGAP8	23779	2.3098	0.56767
ARHGAP9	ARHGAP9	64333	14.5137	4.19346
ARHGDIA	ARHGDIA	396	91.4041	130.427
ARHGDIB	ARHGDIB	397	7.67256	34.6019
ARHGDIG	ARHGDIG	398	0.265108	0.296247
ARHGEF1	ARHGEF1	9138	1.81134	0.746349
ARHGEF10	ARHGEF10	9639	11.2128	12.5019
ARHGEF10L	ARHGEF10L	55160	4.49578	6.01668
ARHGEF11	ARHGEF11	9826	7.8905	11.968
ARHGEF12	ARHGEF12	23365	19.2203	26.2895
ARHGEF16	ARHGEF16	27237	0.851122	2.07768
ARHGEF17	ARHGEF17	9828	23.805	26.6341
ARHGEF18	ARHGEF18	23370	6.71319	9.27651
ARHGEF19	ARHGEF19	128272	2.94273	4.40499
ARHGEF2	ARHGEF2	9181	71.8332	58.8501
ARHGEF25	ARHGEF25	115557	21.7525	18.3241
ARHGEF26	ARHGEF26	26084	1.99655	2.78229
ARHGEF26-AS1	ARHGEF26-AS1	100507524	0.262501	0.0537926
ARHGEF28	ARHGEF28	64283	2.81762	3.95685
ARHGEF3	ARHGEF3	50650	5.97465	3.85181
ARHGEF33	ARHGEF33	100271715	0.248012	0.0888947
ARHGEF37	ARHGEF37	389337	2.30603	1.59791
ARHGEF38	ARHGEF38	54848	0.306971	0.130784
ARHGEF39	ARHGEF39	84904	7.39805	6.71959
ARHGEF4	ARHGEF4	50649	2.12128	2.52716
ARHGEF40	ARHGEF40	55701	44.9518	54.7752
ARHGEF6	ARHGEF6	9459	9.30406	5.686
ARHGEF7	ARHGEF7	8874	25.6496	23.654
ARHGEF7-AS2	ARHGEF7-AS2	100874238	0.461429	0.123316
ARID1A	ARID1A	8289	28.8648	34.7772
ARID1B	ARID1B	57492	11.0086	15.8653
ARID2	ARID2	196528	12.7193	11.4553
ARID3A	ARID3A	1820	11.6393	16.0346
ARID3B	ARID3B	10620	4.39055	9.05633
ARID4A	ARID4A	5926	18.3822	16.9031
ARID4B	ARID4B	51742	21.3196	20.8043
ARID5A	ARID5A	10865	9.06235	6.09641
ARID5B	ARID5B	84159	9.31167	10.0505
ARIH1	ARIH1	25820	21.07	23.6381
ARIH2	ARIH2	10425	34.4744	41.6398
ARIH2OS	ARIH2OS	646450	1.18321	0.708834
ARL1	ARL1	400	35.66	35.6807
ARL10	ARL10	285598	7.61451	8.92885
ARL13B	ARL13B	200894	5.99395	7.50774
ARL14EP	ARL14EP	120534	17.1996	13.6679
ARL15	ARL15	54622	6.38205	8.7784
ARL16	ARL16	339231	65.281	44.1137
ARL17A	ARL17A	51326	1.95034	0.26895
ARL17B	ARL17B	100506084	2.37471	1.37521
ARL2	ARL2	402	57.1501	54.6396
ARL2BP	ARL2BP	23568	36.8021	44.689
ARL3	ARL3	403	23.6573	14.3031
ARL4A	ARL4A	10124	14.9046	9.77724
ARL4C	ARL4C	10123	3.75744	10.5499
ARL4D	ARL4D	379	4.69428	4.27824
ARL5A	ARL5A	26225	24.0771	28.5976
ARL5AP3	ARL5AP3	106480778	0	0.216276
ARL5B	ARL5B	221079	16.7071	21.4062
ARL5C	ARL5C	390790	0.132779	0.301077
ARL6	ARL6	84100	3.46393	2.80228
ARL6IP1	ARL6IP1	23204	183.52	168.631
ARL6IP1P2	ARL6IP1P2	646348	0	0
ARL6IP4	ARL6IP4	51329	172.792	121.665
ARL6IP5	ARL6IP5	10550	81.5163	58.2322
ARL6IP6	ARL6IP6	151188	38.7259	31.2326
ARL8A	ARL8A	127829	21.9481	19.2782
ARL8B	ARL8B	55207	28.5356	39.1497
ARL9	ARL9	132946	0.360968	0.242255
ARMC1	ARMC1	55156	21.8395	21.5591
ARMC10	ARMC10	83787	10.3096	12.3193
ARMC10P1	ARMC10P1	389137	0.164951	0.615581
ARMC12	ARMC12	221481	1.18061	1.23273
ARMC2	ARMC2	84071	3.46081	4.19439
ARMC3	ARMC3	219681	0.0509965	0.117099
ARMC4	ARMC4	55130	3.74737	1.72404
ARMC5	ARMC5	79798	11.4903	8.50298
ARMC6	ARMC6	93436	15.7718	15.1546
ARMC7	ARMC7	79637	7.02781	8.27648
ARMC8	ARMC8	25852	17.7506	15.9556
ARMC9	ARMC9	80210	5.33444	11.6943
ARMCX2	ARMCX2	9823	3.6366	3.90806
ARMCX3	ARMCX3	51566	6.11399	1.86333
ARMCX4	ARMCX4	100131755	0.563126	0.392275
ARMCX5	ARMCX5	64860	9.68443	11.6518
ARNT	ARNT	405	12.7858	15.0025
ARNT2	ARNT2	9915	3.41833	6.08571
ARNTL	ARNTL	406	3.53505	4.28586
ARNTL2	ARNTL2	56938	1.70304	2.63708
ARPC1A	ARPC1A	10552	103.099	79.1358
ARPC1B	ARPC1B	10095	15.8484	41.7798
ARPC2	ARPC2	10109	157.689	196.487
ARPC3	ARPC3	10094	142.532	138.287
ARPC3P1	ARPC3P1	87171	0.949104	0.125195
ARPC3P5	ARPC3P5	441131	0.946388	0.498796
ARPC4	ARPC4	10093	114.335	90.5163
ARPC4-TTLL3	ARPC4-TTLL3	100526693	4.89654	9.5531
ARPC5	ARPC5	10092	72.4867	98.0359
ARPC5L	ARPC5L	81873	51.2897	37.1535
ARPP19	ARPP19	10776	34.9465	51.6841
ARPP21	ARPP21	10777	124.612	16.0054
ARR3	ARR3	407	0.151296	0
ARRB1	ARRB1	408	6.44264	13.4491
ARRB2	ARRB2	409	16.5894	18.6636
ARRDC1	ARRDC1	92714	14.8284	10.8211
ARRDC2	ARRDC2	27106	0.5106	1.03223
ARRDC3	ARRDC3	57561	23.4698	23.5202
ARRDC4	ARRDC4	91947	5.61752	4.0109
ARSA	ARSA	410	15.4983	11.4868
ARSB	ARSB	411	8.80108	8.05651
ARSD	ARSD	414	3.01922	2.87885
ARSG	ARSG	22901	1.13882	1.31183
ARSI	ARSI	340075	7.63366	8.67791
ARSJ	ARSJ	79642	6.69065	8.12454
ARSK	ARSK	153642	4.90536	5.45147
ART3	ART3	419	1.40439	0.339603
ART5	ART5	116969	0.605243	0.468536
ARTN	ARTN	9048	1.81234	0.864602
ARV1	ARV1	64801	16.7365	10.6313
ARVCF	ARVCF	421	15.4795	15.2455
AS3MT	AS3MT	57412	15.2028	9.74988
ASAH1	ASAH1	427	44.7111	35.314
ASAH2	ASAH2	56624	0.149037	0.226204
ASAH2B	ASAH2B	653308	1.45491	1.51476
ASAP1	ASAP1	50807	15.8164	18.8557
ASAP2	ASAP2	8853	5.19829	15.5752
ASAP3	ASAP3	55616	24.9364	22.2429
ASB1	ASB1	51665	29.3181	14.8596
ASB12	ASB12	142689	0.500496	6.76538e-05
ASB13	ASB13	79754	5.41993	8.10091
ASB14	ASB14	142686	0.446258	0.356096
ASB16	ASB16	92591	1.29619	1.27523
ASB16-AS1	ASB16-AS1	339201	5.65254	4.7827
ASB18	ASB18	401036	0.289218	0.0163628
ASB2	ASB2	51676	6.60368	1.35834
ASB3	ASB3	51130	0	0
ASB4	ASB4	51666	3.27066	0.377013
ASB6	ASB6	140459	10.1607	10.4456
ASB7	ASB7	140460	3.98603	5.00359
ASB8	ASB8	140461	23.0429	18.3637
ASB9	ASB9	140462	0.120188	0.304229
ASCC1	ASCC1	51008	17.6585	21.856
ASCC2	ASCC2	84164	17.9756	20.877
ASCC3	ASCC3	10973	17.1154	25.5369
ASCL1	ASCL1	429	1.88932	2.2893
ASCL3	ASCL3	56676	0	0
ASCL5	ASCL5	647219	0.12033	0.144246
ASF1A	ASF1A	25842	19.9439	22.6186
ASF1B	ASF1B	55723	18.859	25.3647
ASGR1	ASGR1	432	5.81035	6.08058
ASH1L	ASH1L	55870	7.42782	10.4475
ASH1L-AS1	ASH1L-AS1	645676	3.06573	1.71189
ASH2L	ASH2L	9070	21.1732	22.3402
ASIC1	ASIC1	41	5.77544	6.35318
ASIC2	ASIC2	40	1.16476	0.764556
ASIC3	ASIC3	9311	5.43173	4.239
ASIC4	ASIC4	55515	3.08161	0.779426
ASIP	ASIP	434	0.137454	0.216907
ASL	ASL	435	10.0185	9.11181
ASMTL	ASMTL	8623	17.2356	14.3166
ASMTL-AS1	ASMTL-AS1	80161	11.3625	6.25483
ASNS	ASNS	440	39.5772	88.4519
ASNSD1	ASNSD1	54529	37.4313	36.0577
ASNSP3	ASNSP3	100423061	0.0493635	0.0386431
ASPDH	ASPDH	554235	0.281931	0.340746
ASPH	ASPH	444	39.025	39.9773
ASPHD1	ASPHD1	253982	0.862383	0.756382
ASPHD2	ASPHD2	57168	1.3382	5.4573
ASPM	ASPM	259266	22.9383	21.1082
ASPN	ASPN	54829	4.16984	2.29131
ASPRV1	ASPRV1	151516	1.39384	0.805859
ASPSCR1	ASPSCR1	79058	16.8586	12.894
ASRGL1	ASRGL1	80150	7.48367	6.79107
ASS1	ASS1	445	37.6719	61.8796
ASS1P1	ASS1P1	442167	0	0
ASS1P12	ASS1P12	392302	0.63717	0.748438
ASS1P2	ASS1P2	447	0.159908	0.542681
ASTE1	ASTE1	28990	4.84329	3.89043
ASTN1	ASTN1	460	0.634565	1.61105
ASTN2	ASTN2	23245	5.44808	4.77561
ASXL1	ASXL1	171023	22.1314	34.1604
ASXL2	ASXL2	55252	3.52905	5.83726
ASXL3	ASXL3	80816	2.87666	3.71085
ATAD1	ATAD1	84896	16.5093	18.6901
ATAD2	ATAD2	29028	17.5492	25.7517
ATAD2B	ATAD2B	54454	6.77966	9.16506
ATAD3A	ATAD3A	55210	14.2692	14.9521
ATAD3B	ATAD3B	83858	23.5914	17.6287
ATAD5	ATAD5	79915	4.97891	5.82004
ATCAY	ATCAY	85300	0.794237	1.65601
ATE1	ATE1	11101	8.78671	11.5377
ATE1-AS1	ATE1-AS1	100130887	0.0721888	0
ATF1	ATF1	466	15.7339	15.6713
ATF2	ATF2	1386	22.0194	22.1089
ATF3	ATF3	467	3.05317	10.7236
ATF4	ATF4	468	411.513	443.951
ATF4P3	ATF4P3	643159	5.90491	2.2395
ATF4P4	ATF4P4	100127952	0.918678	0.620633
ATF5	ATF5	22809	9.42529	11.4905
ATF6	ATF6	22926	9.97851	9.421
ATF7	ATF7	11016	22.6197	13.8303
ATF7IP	ATF7IP	55729	9.60831	11.4583
ATF7IP2	ATF7IP2	80063	10.8781	7.25394
ATG10	ATG10	83734	10.3842	9.4528
ATG12	ATG12	9140	43.8456	39.2196
ATG13	ATG13	9776	28.8144	31.6302
ATG14	ATG14	22863	8.87823	7.03826
ATG16L1	ATG16L1	55054	8.18739	9.22769
ATG16L2	ATG16L2	89849	7.05142	5.75249
ATG2A	ATG2A	23130	3.4676	4.50606
ATG2B	ATG2B	55102	4.10374	6.80517
ATG3	ATG3	64422	27.1349	25.6351
ATG4A	ATG4A	115201	5.7907	4.97232
ATG4B	ATG4B	23192	42.0063	50.1881
ATG4C	ATG4C	84938	6.16943	6.96836
ATG4D	ATG4D	84971	15.6046	13.5152
ATG5	ATG5	9474	14.6373	14.1085
ATG7	ATG7	10533	9.72009	9.90775
ATG9A	ATG9A	79065	17.3979	30.619
ATG9B	ATG9B	285973	0.98511	4.47768
ATIC	ATIC	471	91.5797	62.9416
ATL1	ATL1	51062	1.24894	3.23198
ATL2	ATL2	64225	27.5677	29.8943
ATL3	ATL3	25923	7.38052	8.84685
ATM	ATM	472	14.1073	21.8782
ATMIN	ATMIN	23300	19.96	25.6445
ATOH7	ATOH7	220202	0.0850924	0.0665727
ATOH8	ATOH8	84913	31.1698	8.79558
ATOX1	ATOX1	475	81.6818	65.4226
ATP10A	ATP10A	57194	0.30725	1.00373
ATP10B	ATP10B	23120	0.0225317	0.0995841
ATP10D	ATP10D	57205	4.40514	6.32354
ATP11A	ATP11A	23250	4.63632	7.364
ATP11B	ATP11B	23200	14.0506	15.1991
ATP11C	ATP11C	286410	11.4228	14.6114
ATP13A1	ATP13A1	57130	12.6356	18.352
ATP13A2	ATP13A2	23400	5.04245	16.3697
ATP13A3	ATP13A3	79572	15.0921	20.9326
ATP13A4	ATP13A4	84239	0.147037	0.0340199
ATP1A1	ATP1A1	476	75.9749	94.7557
ATP1A2	ATP1A2	477	10.7987	6.33108
ATP1A3	ATP1A3	478	0	0.0128488
ATP1A4	ATP1A4	480	0.108345	0.0346505
ATP1B1	ATP1B1	481	14.5265	15.999
ATP1B2	ATP1B2	482	3.95779	1.79273
ATP1B3	ATP1B3	483	90.6339	96.2739
ATP1B3-AS1	ATP1B3-AS1	100874077	0.283507	0.682186
ATP2A1	ATP2A1	487	44.5473	11.7492
ATP2A2	ATP2A2	488	99.9196	120.99
ATP2A3	ATP2A3	489	2.81161	1.6347
ATP2B1	ATP2B1	490	87.0735	65.5606
ATP2B2	ATP2B2	491	0.00659213	0.0102829
ATP2B4	ATP2B4	493	21.1815	20.9202
ATP2C1	ATP2C1	27032	28.1666	34.9106
ATP2C2	ATP2C2	9914	0.298199	0.0464482
ATP6AP1	ATP6AP1	537	11.1154	7.60991
ATP6AP1L	ATP6AP1L	92270	2.54963	2.33877
ATP6AP2	ATP6AP2	10159	62.5778	68.0386
ATP6V0A1	ATP6V0A1	535	15.177	24.3155
ATP6V0A2	ATP6V0A2	23545	7.87451	11.0439
ATP6V0B	ATP6V0B	533	56.8996	48.5724
ATP6V0C	ATP6V0C	527	98.7134	90.674
ATP6V0CP1	ATP6V0CP1	100132978	0.25472	0.100446
ATP6V0D1	ATP6V0D1	9114	52.1538	41.3435
ATP6V0E1	ATP6V0E1	8992	76.5704	79.1522
ATP6V0E2	ATP6V0E2	155066	15.252	18.562
ATP6V0E2-AS1	ATP6V0E2-AS1	401431	1.01551	1.06412
ATP6V1A	ATP6V1A	523	13.279	17.2828
ATP6V1B2	ATP6V1B2	526	31.9979	41.8901
ATP6V1C1	ATP6V1C1	528	10.5428	15.4662
ATP6V1C2	ATP6V1C2	245973	2.28928	2.26437
ATP6V1D	ATP6V1D	51382	52.8294	43.4008
ATP6V1E1	ATP6V1E1	529	70.7727	47.7809
ATP6V1E1P1	ATP6V1E1P1	343515	1.11269	0.35033
ATP6V1E2	ATP6V1E2	90423	4.13943	5.2279
ATP6V1F	ATP6V1F	9296	152.609	100.824
ATP6V1G1	ATP6V1G1	9550	117.507	79.8301
ATP6V1H	ATP6V1H	51606	24.2508	17.75
ATP7B	ATP7B	540	2.2919	3.43186
ATP8A1	ATP8A1	10396	0.90888	0.859869
ATP8A2	ATP8A2	51761	0.360149	0.377549
ATP8B1	ATP8B1	5205	1.13682	0.64263
ATP8B2	ATP8B2	57198	9.48416	13.8351
ATP8B3	ATP8B3	148229	0.915547	0.868655
ATP9A	ATP9A	10079	6.52789	9.16395
ATP9B	ATP9B	374868	9.56363	9.95806
ATPAF1	ATPAF1	64756	32.8606	24.4054
ATPAF2	ATPAF2	91647	17.1842	12.8338
ATR	ATR	545	19.3776	10.9591
ATRAID	ATRAID	51374	84.8119	64.151
ATRIP	ATRIP	84126	4.9581	6.09761
ATRN	ATRN	8455	9.80199	14.8166
ATRNL1	ATRNL1	26033	0.966914	0.425323
ATRX	ATRX	546	1.89888	0.693604
ATXN1	ATXN1	6310	4.81632	5.06722
ATXN10	ATXN10	25814	190.988	131.215
ATXN1L	ATXN1L	342371	7.98114	11.5582
ATXN2	ATXN2	6311	25.2991	25.4895
ATXN2L	ATXN2L	11273	68.1057	82.5569
ATXN3	ATXN3	4287	10.2285	15.0351
ATXN7	ATXN7	6314	3.19834	4.94608
ATXN7L1	ATXN7L1	222255	1.5026	2.20291
ATXN7L2	ATXN7L2	127002	10.4894	5.36455
ATXN7L3	ATXN7L3	56970	36.4867	43.1722
ATXN7L3B	ATXN7L3B	552889	57.9735	58.841
AUH	AUH	549	9.39194	9.59681
AUNIP	AUNIP	79000	3.64979	5.33522
AUP1	AUP1	550	49.8961	49.0208
AURKA	AURKA	6790	49.6001	37.5264
AURKAIP1	AURKAIP1	54998	126.229	82.7837
AURKB	AURKB	9212	78.6013	71.2425
AURKC	AURKC	6795	1.38867	0.628057
AUTS2	AUTS2	26053	25.4498	34.9971
AVEN	AVEN	57099	14.8149	13.5079
